id,family,answer,baseline_prediction,v341_prediction,v336_prediction,baseline_correct,v341_correct,v336_integrated_correct,baseline_truncated,v341_truncated,v341_delta_vs_baseline,v336_delta_vs_baseline,bucket,v336_rule_class,v336_candidate_count,v336_conflict_count,v336_reason
06120e47,bit_manipulation,11110010,11111110,11111110,11111110,False,False,False,False,False,0,0,neutral,,,,
1f7407ed,bit_manipulation,00101101,00101101,00101101,00101101,True,True,True,False,False,0,0,neutral,,,,
46dd0f22,bit_manipulation,01010000,01010000,01010000,01010000,True,True,True,False,False,0,0,neutral,,,,
edf364da,equation_transform,$(%,::{[,::{[,::{[,False,False,False,False,False,0,0,neutral,,,,
d6e5cd59,bit_manipulation,01101111,01101111,01101111,01101111,True,True,True,False,False,0,0,neutral,,,,
339149c9,equation_transform,3,3,3,3,True,True,True,False,False,0,0,neutral,,,,
e1f3ffbb,bit_manipulation,11111010,11111011,11111011,11111011,False,False,False,False,False,0,0,neutral,,,,
4c327b55,bit_manipulation,11011100,11011110,11011110,11011110,False,False,False,False,False,0,0,neutral,,,,
0f2dec86,bit_manipulation,10111000,10111000,10111000,10111000,True,True,True,False,False,0,0,neutral,,,,
e36a0065,bit_manipulation,01110110,01110110,01110110,01110110,True,True,True,False,False,0,0,neutral,,,,
c7844441,equation_transform,:/$^,:/$^,:/$^,:/$^,True,True,True,False,False,0,0,neutral,,,,
21261dc6,equation_transform,-25,-25,-25,-25,True,True,True,False,False,0,0,neutral,,,,
70bc42af,bit_manipulation,10101010,10101010,10101010,10101010,True,True,True,False,False,0,0,neutral,,,,
4dbec546,equation_transform,611,611,611,611,True,True,True,False,False,0,0,neutral,,,,
0c2407ef,bit_manipulation,11000011,11000011,11000011,11000011,True,True,True,False,False,0,0,neutral,,,,
939273d7,bit_manipulation,11100110,11100110,11100110,11100110,True,True,True,False,False,0,0,neutral,,,,
8082a958,bit_manipulation,00000000,00000000,00000000,00000000,True,True,True,False,False,0,0,neutral,,,,
fd48ee2f,bit_manipulation,10110100,10110100,10110100,10110100,True,True,True,False,False,0,0,neutral,,,,
4eb990f6,bit_manipulation,00000001,00000001,00000001,00000001,True,True,True,False,False,0,0,neutral,,,,
85af23eb,bit_manipulation,00001111,00001111,00001111,00001111,True,True,True,False,False,0,0,neutral,,,,
0e009c6d,equation_transform,`?\!,@?`?,@?`?,@?`?,False,False,False,False,False,0,0,neutral,,,,
d2ac699b,bit_manipulation,10001011,10001011,10001011,10001011,True,True,True,False,False,0,0,neutral,,,,
b4b73143,equation_transform,>\:,>!!/,>!!/,>!!/,False,False,False,False,False,0,0,neutral,,,,
3a148f6a,bit_manipulation,00100111,00100111,00100111,00100111,True,True,True,False,False,0,0,neutral,,,,
861cb154,equation_transform,2271,10,10,10,False,False,False,False,False,0,0,neutral,,,,
90feb0c5,equation_transform,:<],?>>>,?>>>,?>>>,False,False,False,False,False,0,0,neutral,,,,
c541eb82,equation_transform,-01,-01,-01,-01,True,True,True,False,False,0,0,neutral,,,,
b9f1d959,equation_transform,:>,"$""\[""","$""\[""","$""\[""",False,False,False,False,False,0,0,neutral,,,,
5374b4ba,bit_manipulation,10101100,10101100,10101100,10101100,True,True,True,False,False,0,0,neutral,,,,
ca5db1c0,equation_transform,^,"\boxed({""'|})","(""'|","(""'|",False,False,False,False,False,0,0,neutral,,,,
16e73f0e,bit_manipulation,00000001,00000001,00000001,00000001,True,True,True,False,False,0,0,neutral,,,,
87007054,bit_manipulation,10111111,10111111,10111111,10111111,True,True,True,False,False,0,0,neutral,,,,
b8aa3072,bit_manipulation,00000011,00000111,00000111,00000111,False,False,False,False,False,0,0,neutral,,,,
9f1ff166,equation_transform,[,"""]'/","""]'/","""]'/",False,False,False,False,False,0,0,neutral,,,,
82ae858c,bit_manipulation,11001101,11111101,11111101,11111101,False,False,False,False,False,0,0,neutral,,,,
1282c5c5,bit_manipulation,00001110,00001110,00001110,00001110,True,True,True,False,False,0,0,neutral,,,,
432b1110,equation_transform,%[:?,\{<?,\{<?,\{<?,False,False,False,False,False,0,0,neutral,,,,
f333b67f,equation_transform,100,100,100,100,True,True,True,False,False,0,0,neutral,,,,
f7d26b8d,equation_transform,/@,[}}\,[}}\,[}}\,False,False,False,False,False,0,0,neutral,,,,
5ba26f21,bit_manipulation,01011100,01111110,01111110,01111110,False,False,False,False,False,0,0,neutral,,,,
a00fe76a,bit_manipulation,10111011,10111011,10111011,10111011,True,True,True,False,False,0,0,neutral,,,,
8e56a42e,equation_transform,%/<>,%/<>,%/<>,%/<>,True,True,True,False,False,0,0,neutral,,,,
0e3962f6,bit_manipulation,11111110,11111110,11111110,11111110,True,True,True,False,False,0,0,neutral,,,,
20f0fac9,equation_transform,2976,65,65,65,False,False,False,False,False,0,0,neutral,,,,
26e48e98,equation_transform,){|,"""%]%{""","""%]%{""","""%]%{""",False,False,False,False,False,0,0,neutral,,,,
0290f51a,bit_manipulation,10101111,10101111,10101111,10101111,True,True,True,False,False,0,0,neutral,,,,
c30a782a,bit_manipulation,01000110,01000110,01000110,01000110,True,True,True,False,False,0,0,neutral,,,,
3d24aef4,bit_manipulation,10100101,10100101,10100101,10100101,True,True,True,False,False,0,0,neutral,,,,
5501c054,equation_transform,[#>#,!##^,!##^,!##^,False,False,False,False,False,0,0,neutral,,,,
ea6d926a,equation_transform,87,37,37,37,False,False,False,False,False,0,0,neutral,,,,
