id,family,baseline_prediction,postprocessed_prediction,applied,rule,proof,baseline_correct,postprocessed_correct,gain,loss
e36a0065,bit_manipulation,01110110,01110110,False,already_matches_fullbyte,ROL2,True,True,False,False
c7844441,equation_transform,:/$^,:/$^,False,not_attempted,non-bit row,True,True,False,False
21261dc6,equation_transform,-25,-25,False,not_attempted,non-bit row,True,True,False,False
70bc42af,bit_manipulation,10101010,10101010,False,already_matches_fullbyte,"OR(ROL5,SHL3)",True,True,False,False
4dbec546,equation_transform,611,611,False,not_attempted,non-bit row,True,True,False,False
0c2407ef,bit_manipulation,11000011,11000011,False,already_matches_fullbyte,"MAJ3(ROL6,SHL6,SHR3)",True,True,False,False
939273d7,bit_manipulation,11100110,11100110,False,no_fullbyte_expression,no accepted full-byte expression matched all examples,True,True,False,False
8082a958,bit_manipulation,00000000,00000000,False,already_matches_fullbyte,"AND(ROL3,SHR7)",True,True,False,False
fd48ee2f,bit_manipulation,10110100,10110100,False,already_matches_fullbyte,SHL2,True,True,False,False
4eb990f6,bit_manipulation,00000001,00000001,False,already_matches_fullbyte,SHR1,True,True,False,False
85af23eb,bit_manipulation,00001111,00001111,False,already_matches_fullbyte,"XNOR(SHL3,SHL7)",True,True,False,False
0e009c6d,equation_transform,@?`?,@?`?,False,not_attempted,non-bit row,False,False,False,False
d2ac699b,bit_manipulation,10001011,10001011,False,already_matches_fullbyte,"XOR(SHL3,SHR4)",True,True,False,False
b4b73143,equation_transform,>!!/,>!!/,False,not_attempted,non-bit row,False,False,False,False
3a148f6a,bit_manipulation,00100111,00100111,False,no_fullbyte_expression,no accepted full-byte expression matched all examples,True,True,False,False
861cb154,equation_transform,10,10,False,not_attempted,non-bit row,False,False,False,False
90feb0c5,equation_transform,?>>>,?>>>,False,not_attempted,non-bit row,False,False,False,False
c541eb82,equation_transform,-01,-01,False,not_attempted,non-bit row,True,True,False,False
b9f1d959,equation_transform,"$""\[""","$""\[""",False,not_attempted,non-bit row,False,False,False,False
5374b4ba,bit_manipulation,10101100,10101100,False,already_matches_fullbyte,"OR(SHL5,SHR4)",True,True,False,False
ca5db1c0,equation_transform,"(""'|","(""'|",False,not_attempted,non-bit row,False,False,False,False
16e73f0e,bit_manipulation,00000001,00000001,False,already_matches_fullbyte,"AND(ROL6,SHR4)",True,True,False,False
87007054,bit_manipulation,10111111,10111111,False,already_matches_fullbyte,"XNOR(SHL4,SHL5)",True,True,False,False
b8aa3072,bit_manipulation,00000111,00000011,True,fullbyte_safe_ternary,"CHO(SHL2,SHR4,ROL7)",False,True,True,False
9f1ff166,equation_transform,"""]'/","""]'/",False,not_attempted,non-bit row,False,False,False,False
82ae858c,bit_manipulation,11111101,11111101,False,no_fullbyte_expression,no accepted full-byte expression matched all examples,False,False,False,False
1282c5c5,bit_manipulation,00001110,00001110,False,no_fullbyte_expression,no accepted full-byte expression matched all examples,True,True,False,False
432b1110,equation_transform,\{<?,\{<?,False,not_attempted,non-bit row,False,False,False,False
f333b67f,equation_transform,100,100,False,not_attempted,non-bit row,True,True,False,False
f7d26b8d,equation_transform,[}}\,[}}\,False,not_attempted,non-bit row,False,False,False,False
5ba26f21,bit_manipulation,01111110,01011100,True,fullbyte_safe_ternary,"CHO(SHL1,SHR1,ROL4)",False,True,True,False
a00fe76a,bit_manipulation,10111011,10111011,False,already_matches_fullbyte,ROL6,True,True,False,False
8e56a42e,equation_transform,%/<>,%/<>,False,not_attempted,non-bit row,True,True,False,False
0e3962f6,bit_manipulation,11111110,11111110,False,already_matches_fullbyte,ROL3,True,True,False,False
20f0fac9,equation_transform,65,65,False,not_attempted,non-bit row,False,False,False,False
26e48e98,equation_transform,"""%]%{""","""%]%{""",False,not_attempted,non-bit row,False,False,False,False
0290f51a,bit_manipulation,10101111,10101111,False,no_fullbyte_expression,no accepted full-byte expression matched all examples,True,True,False,False
c30a782a,bit_manipulation,01000110,01000110,False,already_matches_fullbyte,"AND_NOT(ROL5,SHL4)",True,True,False,False
3d24aef4,bit_manipulation,10100101,10100101,False,already_matches_fullbyte,"XOR(ROL3,SHR7)",True,True,False,False
5501c054,equation_transform,!##^,!##^,False,not_attempted,non-bit row,False,False,False,False
ea6d926a,equation_transform,37,37,False,not_attempted,non-bit row,False,False,False,False
