id,family,query,query_op,answer,baseline_prediction,baseline_correct,candidate_class,status,prediction,candidate_rule_count,unique_prediction_count,candidate_rules,proof,candidate_correct,gain,loss
4aeed935,equation_transform,55*14,*,1455,1455,True,same_operator_unique_numeric_dsl,candidate,1455,2,1,concat_ab|revop=1|revres=1;concat_ba|revop=0|revres=0,unique_prediction=1455; candidate_rules=2,True,False,False
4aeed935,equation_transform,55*14,*,1455,1455,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
4aeed935,equation_transform,55*14,*,1455,1455,True,conventional_operator_prior_unique,abstain,,12,6,digit_mul_mod10_concat|revop=0|revres=0;digit_mul_mod10_concat|revop=0|revres=1;digit_mul_mod10_concat|revop=1|revres=0;digit_mul_mod10_concat|revop=1|revres=1;mul|revop=0|revres=0;mul|revop=0|revres=1;mul|revop=1|revres=0;mul|revop=1|revres=1;rev_mul|revop=0|revres=0;rev_mul|revop=0|revres=1;rev_mul|revop=1|revres=0;rev_mul|revop=1|revres=1,unique_prediction_count=6; candidate_rules=12,False,False,False
fb623471,equation_transform,08-29,-,-21,21,False,same_operator_unique_numeric_dsl,abstain,,10,4,abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1;tens_absdiff_ones_absdiff_int|revop=1|revres=0;tens_absdiff_ones_absdiff_int|revop=1|revres=1,unique_prediction_count=4; candidate_rules=10,False,False,False
fb623471,equation_transform,08-29,-,-21,21,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
fb623471,equation_transform,08-29,-,-21,21,False,conventional_operator_prior_unique,abstain,,16,4,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=4; candidate_rules=16,False,False,False
88b43464,equation_transform,11+53,+,5311,5311,True,same_operator_unique_numeric_dsl,candidate,5311,1,1,concat_ab|revop=1|revres=1,unique_prediction=5311; candidate_rules=1,True,False,False
88b43464,equation_transform,11+53,+,5311,5311,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
88b43464,equation_transform,11+53,+,5311,5311,True,conventional_operator_prior_unique,abstain,,12,2,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=2; candidate_rules=12,False,False,False
209c43f0,equation_transform,18^84,^,101,101,True,same_operator_unique_numeric_dsl,candidate,101,1,1,a_plus_b_minus1|revop=0|revres=0,unique_prediction=101; candidate_rules=1,True,False,False
209c43f0,equation_transform,18^84,^,101,101,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
209c43f0,equation_transform,18^84,^,101,101,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
f8d6abd1,equation_transform,63:88,:,5543,5543,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
f8d6abd1,equation_transform,63:88,:,5543,5543,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
f8d6abd1,equation_transform,63:88,:,5543,5543,True,conventional_operator_prior_unique,abstain,,16,2,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;digit_absdiff_concat|revop=0|revres=0;digit_absdiff_concat|revop=0|revres=1;digit_absdiff_concat|revop=1|revres=0;digit_absdiff_concat|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;tens_absdiff_ones_absdiff_int|revop=0|revres=0;tens_absdiff_ones_absdiff_int|revop=0|revres=1;tens_absdiff_ones_absdiff_int|revop=1|revres=0;tens_absdiff_ones_absdiff_int|revop=1|revres=1,unique_prediction_count=2; candidate_rules=16,False,False,False
528ec0d8,equation_transform,11-50,-,-39,39,False,same_operator_unique_numeric_dsl,abstain,,0,0,,query_op='-' absent from examples,False,False,False
528ec0d8,equation_transform,11-50,-,-39,39,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
528ec0d8,equation_transform,11-50,-,-39,39,False,conventional_operator_prior_unique,abstain,,16,5,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=5; candidate_rules=16,False,False,False
7ed40e8a,equation_transform,99&82,&,180,180,True,same_operator_unique_numeric_dsl,candidate,180,1,1,a_plus_b_minus1|revop=0|revres=0,unique_prediction=180; candidate_rules=1,True,False,False
7ed40e8a,equation_transform,99&82,&,180,180,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
7ed40e8a,equation_transform,99&82,&,180,180,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3c424916,equation_transform,82*55,*,9351,9351,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3c424916,equation_transform,82*55,*,9351,9351,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
3c424916,equation_transform,82*55,*,9351,9351,True,conventional_operator_prior_unique,abstain,,12,5,digit_mul_mod10_concat|revop=0|revres=0;digit_mul_mod10_concat|revop=0|revres=1;digit_mul_mod10_concat|revop=1|revres=0;digit_mul_mod10_concat|revop=1|revres=1;mul|revop=0|revres=0;mul|revop=0|revres=1;mul|revop=1|revres=0;mul|revop=1|revres=1;rev_mul|revop=0|revres=0;rev_mul|revop=0|revres=1;rev_mul|revop=1|revres=0;rev_mul|revop=1|revres=1,unique_prediction_count=5; candidate_rules=12,False,False,False
72336119,equation_transform,85>39,>,3316,3316,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
72336119,equation_transform,85>39,>,3316,3316,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
72336119,equation_transform,85>39,>,3316,3316,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
d3b20e29,equation_transform,22+39,+,3922,3922,True,same_operator_unique_numeric_dsl,candidate,3922,1,1,concat_ab|revop=1|revres=1,unique_prediction=3922; candidate_rules=1,True,False,False
d3b20e29,equation_transform,22+39,+,3922,3922,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
d3b20e29,equation_transform,22+39,+,3922,3922,True,conventional_operator_prior_unique,abstain,,12,4,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=4; candidate_rules=12,False,False,False
d1bd7478,equation_transform,37:67,:,30,03,False,same_operator_unique_numeric_dsl,abstain,,28,8,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;digit_absdiff_concat|revop=0|revres=0;digit_absdiff_concat|revop=0|revres=1;digit_absdiff_concat|revop=1|revres=0;digit_absdiff_concat|revop=1|revres=1;digit_sub_ab_mod10_concat|revop=0|revres=0;digit_sub_ab_mod10_concat|revop=0|revres=1;digit_sub_ab_mod10_concat|revop=1|revres=0;digit_sub_ab_mod10_concat|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1;tens_absdiff_ones_absdiff_int|revop=0|revres=0;tens_absdiff_ones_absdiff_int|revop=0|revres=1;tens_absdiff_ones_absdiff_int|revop=1|revres=0;tens_absdiff_ones_absdiff_int|revop=1|revres=1,unique_prediction_count=8; candidate_rules=28,False,False,False
d1bd7478,equation_transform,37:67,:,30,03,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
d1bd7478,equation_transform,37:67,:,30,03,False,conventional_operator_prior_unique,abstain,,16,3,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;digit_absdiff_concat|revop=0|revres=0;digit_absdiff_concat|revop=0|revres=1;digit_absdiff_concat|revop=1|revres=0;digit_absdiff_concat|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;tens_absdiff_ones_absdiff_int|revop=0|revres=0;tens_absdiff_ones_absdiff_int|revop=0|revres=1;tens_absdiff_ones_absdiff_int|revop=1|revres=0;tens_absdiff_ones_absdiff_int|revop=1|revres=1,unique_prediction_count=3; candidate_rules=16,False,False,False
21519be7,equation_transform,82@52,@,35,35,True,same_operator_unique_numeric_dsl,abstain,,6,2,add|revop=0|revres=1;add|revop=1|revres=1;rev_add|revop=0|revres=1;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=2; candidate_rules=6,False,False,False
21519be7,equation_transform,82@52,@,35,35,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
21519be7,equation_transform,82@52,@,35,35,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
7306613b,equation_transform,79+65,+,251,251,True,same_operator_unique_numeric_dsl,candidate,251,1,1,a_plus_b_minus1|revop=1|revres=1,unique_prediction=251; candidate_rules=1,True,False,False
7306613b,equation_transform,79+65,+,251,251,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
7306613b,equation_transform,79+65,+,251,251,True,conventional_operator_prior_unique,abstain,,12,4,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=4; candidate_rules=12,False,False,False
c5b058d6,equation_transform,94)40,),134,35,False,same_operator_unique_numeric_dsl,abstain,,16,6,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;digit_add_mod10_concat|revop=0|revres=0;digit_add_mod10_concat|revop=0|revres=1;digit_add_mod10_concat|revop=1|revres=0;digit_add_mod10_concat|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=6; candidate_rules=16,False,False,False
c5b058d6,equation_transform,94)40,),134,35,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
c5b058d6,equation_transform,94)40,),134,35,False,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
b4342b90,equation_transform,40\25,\,66,66,True,same_operator_unique_numeric_dsl,candidate,66,1,1,a_plus_b_plus1|revop=0|revres=0,unique_prediction=66; candidate_rules=1,True,False,False
b4342b90,equation_transform,40\25,\,66,66,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
b4342b90,equation_transform,40\25,\,66,66,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
34c563c5,equation_transform,45`41,`,04`,04`,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
34c563c5,equation_transform,45`41,`,04`,04`,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
34c563c5,equation_transform,45`41,`,04`,04`,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
5a0d5d2a,equation_transform,39+94,+,341,55,False,same_operator_unique_numeric_dsl,abstain,,0,0,,query_op='+' absent from examples,False,False,False
5a0d5d2a,equation_transform,39+94,+,341,55,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
5a0d5d2a,equation_transform,39+94,+,341,55,False,conventional_operator_prior_unique,abstain,,12,4,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=4; candidate_rules=12,False,False,False
5a9fcf68,equation_transform,24@28,@,4443,4,False,same_operator_unique_numeric_dsl,abstain,,0,0,,query_op='@' absent from examples,False,False,False
5a9fcf68,equation_transform,24@28,@,4443,4,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
5a9fcf68,equation_transform,24@28,@,4443,4,False,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
e4cc7639,equation_transform,48*64,*,113,16,False,same_operator_unique_numeric_dsl,abstain,,0,0,,query_op='*' absent from examples,False,False,False
e4cc7639,equation_transform,48*64,*,113,16,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
e4cc7639,equation_transform,48*64,*,113,16,False,conventional_operator_prior_unique,abstain,,12,6,digit_mul_mod10_concat|revop=0|revres=0;digit_mul_mod10_concat|revop=0|revres=1;digit_mul_mod10_concat|revop=1|revres=0;digit_mul_mod10_concat|revop=1|revres=1;mul|revop=0|revres=0;mul|revop=0|revres=1;mul|revop=1|revres=0;mul|revop=1|revres=1;rev_mul|revop=0|revres=0;rev_mul|revop=0|revres=1;rev_mul|revop=1|revres=0;rev_mul|revop=1|revres=1,unique_prediction_count=6; candidate_rules=12,False,False,False
b69391b8,equation_transform,52'14,',66,66,True,same_operator_unique_numeric_dsl,candidate,66,3,1,add|revop=0|revres=0;rev_add|revop=1|revres=0;tens_add_ones_add|revop=0|revres=0,unique_prediction=66; candidate_rules=3,True,False,False
b69391b8,equation_transform,52'14,',66,66,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
b69391b8,equation_transform,52'14,',66,66,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
8c1529e1,equation_transform,65-18,-,-52,-52,True,same_operator_unique_numeric_dsl,abstain,,4,2,rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;sub_ab|revop=0|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=2; candidate_rules=4,False,False,False
8c1529e1,equation_transform,65-18,-,-52,-52,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
8c1529e1,equation_transform,65-18,-,-52,-52,True,conventional_operator_prior_unique,abstain,,16,6,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=6; candidate_rules=16,False,False,False
44398869,equation_transform,54^17,^,5913,5913,True,same_operator_unique_numeric_dsl,candidate,5913,2,1,mul|revop=1|revres=1;rev_mul|revop=0|revres=1,unique_prediction=5913; candidate_rules=2,True,False,False
44398869,equation_transform,54^17,^,5913,5913,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
44398869,equation_transform,54^17,^,5913,5913,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
339149c9,equation_transform,32-62,-,3,3,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
339149c9,equation_transform,32-62,-,3,3,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
339149c9,equation_transform,32-62,-,3,3,True,conventional_operator_prior_unique,abstain,,16,6,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=6; candidate_rules=16,False,False,False
21261dc6,equation_transform,02-27,-,-25,-25,True,same_operator_unique_numeric_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
21261dc6,equation_transform,02-27,-,-25,-25,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
21261dc6,equation_transform,02-27,-,-25,-25,True,conventional_operator_prior_unique,abstain,,16,4,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=4; candidate_rules=16,False,False,False
4dbec546,equation_transform,06+65,+,611,611,True,same_operator_unique_numeric_dsl,candidate,611,3,1,add|revop=1|revres=1;rev_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=1,unique_prediction=611; candidate_rules=3,True,False,False
4dbec546,equation_transform,06+65,+,611,611,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
4dbec546,equation_transform,06+65,+,611,611,True,conventional_operator_prior_unique,abstain,,12,4,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=4; candidate_rules=12,False,False,False
861cb154,equation_transform,14!24,!,2271,10,False,same_operator_unique_numeric_dsl,abstain,,0,0,,query_op='!' absent from examples,False,False,False
861cb154,equation_transform,14!24,!,2271,10,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
861cb154,equation_transform,14!24,!,2271,10,False,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
c541eb82,equation_transform,47-48,-,-01,-01,True,same_operator_unique_numeric_dsl,candidate,-01,2,1,rev_sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=1,unique_prediction=-01; candidate_rules=2,True,False,False
c541eb82,equation_transform,47-48,-,-01,-01,True,all_numeric_examples_unique_dsl,candidate,-01,2,1,rev_sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=1,unique_prediction=-01; candidate_rules=2,True,False,False
c541eb82,equation_transform,47-48,-,-01,-01,True,conventional_operator_prior_unique,abstain,,16,6,abs_diff|revop=0|revres=0;abs_diff|revop=0|revres=1;abs_diff|revop=1|revres=0;abs_diff|revop=1|revres=1;rev_abs_diff|revop=0|revres=0;rev_abs_diff|revop=0|revres=1;rev_abs_diff|revop=1|revres=0;rev_abs_diff|revop=1|revres=1;rev_sub_ab|revop=0|revres=0;rev_sub_ab|revop=0|revres=1;rev_sub_ab|revop=1|revres=0;rev_sub_ab|revop=1|revres=1;sub_ab|revop=0|revres=0;sub_ab|revop=0|revres=1;sub_ab|revop=1|revres=0;sub_ab|revop=1|revres=1,unique_prediction_count=6; candidate_rules=16,False,False,False
f333b67f,equation_transform,48<51,<,100,100,True,same_operator_unique_numeric_dsl,abstain,,2,2,a_plus_b_plus1|revop=0|revres=0;a_plus_b_plus1|revop=0|revres=1,unique_prediction_count=2; candidate_rules=2,False,False,False
f333b67f,equation_transform,48<51,<,100,100,True,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
f333b67f,equation_transform,48<51,<,100,100,True,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
20f0fac9,equation_transform,31%96,%,2976,65,False,same_operator_unique_numeric_dsl,abstain,,0,0,,query_op='%' absent from examples,False,False,False
20f0fac9,equation_transform,31%96,%,2976,65,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
20f0fac9,equation_transform,31%96,%,2976,65,False,conventional_operator_prior_unique,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
ea6d926a,equation_transform,25+62,+,87,37,False,same_operator_unique_numeric_dsl,abstain,,0,0,,query_op='+' absent from examples,False,False,False
ea6d926a,equation_transform,25+62,+,87,37,False,all_numeric_examples_unique_dsl,abstain,,0,0,,unique_prediction_count=0; candidate_rules=0,False,False,False
ea6d926a,equation_transform,25+62,+,87,37,False,conventional_operator_prior_unique,abstain,,12,2,add|revop=0|revres=0;add|revop=0|revres=1;add|revop=1|revres=0;add|revop=1|revres=1;rev_add|revop=0|revres=0;rev_add|revop=0|revres=1;rev_add|revop=1|revres=0;rev_add|revop=1|revres=1;tens_add_ones_add|revop=0|revres=0;tens_add_ones_add|revop=0|revres=1;tens_add_ones_add|revop=1|revres=0;tens_add_ones_add|revop=1|revres=1,unique_prediction_count=2; candidate_rules=12,False,False,False
