id,rule,status,family,answer,baseline_prediction,override_prediction,baseline_correct,override_correct,query,example_count,proof
339149c9,minus_signed_ambiguous,abstain,equation_transform,3,3,,True,True,32-62,5,signed_predictions=[]
e1f3ffbb,not_attempted,abstain,bit_manipulation,11111010,11111011,,False,False,,0,non-equation row
4c327b55,not_attempted,abstain,bit_manipulation,11011100,11011110,,False,False,,0,non-equation row
0f2dec86,not_attempted,abstain,bit_manipulation,10111000,10111000,,True,True,,0,non-equation row
e36a0065,not_attempted,abstain,bit_manipulation,01110110,01110110,,True,True,,0,non-equation row
c7844441,not_numeric_query,abstain,equation_transform,:/$^,:/$^,,True,True,:/[$^,5,query is not a numeric binary expression
21261dc6,minus_signed_ambiguous,abstain,equation_transform,-25,-25,,True,True,02-27,3,signed_predictions=[]
70bc42af,not_attempted,abstain,bit_manipulation,10101010,10101010,,True,True,,0,non-equation row
4dbec546,add_no_unique_direct_variant,abstain,equation_transform,611,611,,True,True,06+65,5,direct_add=[]; baseline=611
0c2407ef,not_attempted,abstain,bit_manipulation,11000011,11000011,,True,True,,0,non-equation row
939273d7,not_attempted,abstain,bit_manipulation,11100110,11100110,,True,True,,0,non-equation row
8082a958,not_attempted,abstain,bit_manipulation,00000000,00000000,,True,True,,0,non-equation row
fd48ee2f,not_attempted,abstain,bit_manipulation,10110100,10110100,,True,True,,0,non-equation row
4eb990f6,not_attempted,abstain,bit_manipulation,00000001,00000001,,True,True,,0,non-equation row
85af23eb,not_attempted,abstain,bit_manipulation,00001111,00001111,,True,True,,0,non-equation row
0e009c6d,not_numeric_query,abstain,equation_transform,`?\!,@?`?,,False,False,@?'`?,4,query is not a numeric binary expression
d2ac699b,not_attempted,abstain,bit_manipulation,10001011,10001011,,True,True,,0,non-equation row
b4b73143,not_numeric_query,abstain,equation_transform,>\:,>!!/,,False,False,>!%!/,3,query is not a numeric binary expression
3a148f6a,not_attempted,abstain,bit_manipulation,00100111,00100111,,True,True,,0,non-equation row
861cb154,query_operator_unseen,abstain,equation_transform,2271,10,,False,False,14!24,3,query_op='!' not present in examples
90feb0c5,not_numeric_query,abstain,equation_transform,:<],?>>>,,False,False,?>'>>,3,query is not a numeric binary expression
c541eb82,minus_model_not_opposite_sign,abstain,equation_transform,-01,-01,,True,True,47-48,4,candidate=-01; baseline=-01
b9f1d959,not_numeric_query,abstain,equation_transform,:>,"$""\[""",,False,False,"$\+""[",5,query is not a numeric binary expression
5374b4ba,not_attempted,abstain,bit_manipulation,10101100,10101100,,True,True,,0,non-equation row
ca5db1c0,not_numeric_query,abstain,equation_transform,^,"(""'|",,False,False,"(""-'|",3,query is not a numeric binary expression
16e73f0e,not_attempted,abstain,bit_manipulation,00000001,00000001,,True,True,,0,non-equation row
87007054,not_attempted,abstain,bit_manipulation,10111111,10111111,,True,True,,0,non-equation row
b8aa3072,not_attempted,abstain,bit_manipulation,00000011,00000111,,False,False,,0,non-equation row
9f1ff166,not_numeric_query,abstain,equation_transform,[,"""]'/",,False,False,"""]-'/",4,query is not a numeric binary expression
82ae858c,not_attempted,abstain,bit_manipulation,11001101,11111101,,False,False,,0,non-equation row
1282c5c5,not_attempted,abstain,bit_manipulation,00001110,00001110,,True,True,,0,non-equation row
432b1110,not_numeric_query,abstain,equation_transform,%[:?,\{<?,,False,False,\{*<?,4,query is not a numeric binary expression
f333b67f,operator_not_guarded,abstain,equation_transform,100,100,,True,True,48<51,4,query_op='<'
f7d26b8d,not_numeric_query,abstain,equation_transform,/@,[}}\,,False,False,[}-}\,5,query is not a numeric binary expression
5ba26f21,not_attempted,abstain,bit_manipulation,01011100,01111110,,False,False,,0,non-equation row
a00fe76a,not_attempted,abstain,bit_manipulation,10111011,10111011,,True,True,,0,non-equation row
8e56a42e,not_numeric_query,abstain,equation_transform,%/<>,%/<>,,True,True,%/[<>,3,query is not a numeric binary expression
0e3962f6,not_attempted,abstain,bit_manipulation,11111110,11111110,,True,True,,0,non-equation row
20f0fac9,query_operator_unseen,abstain,equation_transform,2976,65,,False,False,31%96,4,query_op='%' not present in examples
26e48e98,not_numeric_query,abstain,equation_transform,){|,"""%]%{""",,False,False,"""])%{",5,query is not a numeric binary expression
0290f51a,not_attempted,abstain,bit_manipulation,10101111,10101111,,True,True,,0,non-equation row
c30a782a,not_attempted,abstain,bit_manipulation,01000110,01000110,,True,True,,0,non-equation row
3d24aef4,not_attempted,abstain,bit_manipulation,10100101,10100101,,True,True,,0,non-equation row
5501c054,not_numeric_query,abstain,equation_transform,[#>#,!##^,,False,False,!#$#^,5,query is not a numeric binary expression
ea6d926a,query_operator_unseen,abstain,equation_transform,87,37,,False,False,25+62,4,query_op='+' not present in examples
