selector,id,answer,baseline_prediction,baseline_correct,selected_prediction,selected_correct,outcome,candidate_count,source,best_program_family,verifier_valid,verifier_score,canonicalization_status,sympy_parse_success,failure_reason,competition_match_audit_only
router_v1_only,57f6878e,%{{,|@(!,False,/$,False,still_wrong,65,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,bc83b0a1,(/&{,(/&{,True,(/&{,True,preserve_correct,6,router_v1,symbolic_drop_middle,True,1.0,unsupported_shape,False,ok,True
router_v1_only,a361a1b7,:46,46,False,5399,False,still_wrong,9,router_v1,numeric_concat_outer,True,1.0,exact_string,True,ok,False
router_v1_only,d911e8e1,:\:,@,False,$},False,still_wrong,79,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,7688e06e,-55,55,False,44,False,still_wrong,3,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
router_v1_only,dbd0e3c9,5631,5631,True,5631,True,preserve_correct,2,router_v1,numeric_concat_outer,True,1.0,exact_string,True,ok,True
router_v1_only,2e2d60b2,07,07,True,18,False,loss,12,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
router_v1_only,5f9f0ed7,}/!},|!@[,False,}|,False,still_wrong,75,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,333d93ec,7,7,True,29,False,loss,6,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
router_v1_only,74fff108,49,49,True,49,True,preserve_correct,3,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
router_v1_only,c43b5a13,)|,$):$,False,|<,False,still_wrong,71,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,b0206bb7,]$!,$){,False,//,False,still_wrong,62,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,638f93ca,@,$]<$,False,?<?',False,still_wrong,9,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,4bfd095a,{<<<,@/[@,False,[@@,False,still_wrong,77,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,7a422e17,%'!,"#`""",False,},False,still_wrong,76,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,5b2523e6,&&,><\$,False,><,False,still_wrong,5,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,0fe53bac,"(""",^?(|,False,^,False,still_wrong,72,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,274def88,92,-92,False,-7,False,still_wrong,3,router_v1,numeric_left_plus_right,True,1.0,exact_string,True,ok,False
router_v1_only,03a3437f,-!,',False,>/,False,still_wrong,68,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,30ac5c8e,)#?,@\}?,False,#&\},False,still_wrong,82,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,08d8d7e1,88,88,True,88,True,preserve_correct,2,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,True
router_v1_only,ff121f08,#<,!%<<,False,%#@,False,still_wrong,66,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,42cb233d,881,881,True,88,False,loss,3,router_v1,numeric_left_plus_right,True,1.0,exact_string,True,ok,False
router_v1_only,ec8b4875,"|""]",|@<!,False,"?""::",False,still_wrong,74,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,e3fbc768,'(^),{%??,False,%,False,still_wrong,80,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,6cc5dafb,)(,^&>),False,#%,False,still_wrong,18,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,d5a03a2e,>>,""")&&",False,&,False,still_wrong,86,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,8bebef83,3388,3388,True,3388,True,preserve_correct,2,router_v1,numeric_mul,True,1.0,exact_string,True,ok,True
router_v1_only,27cec7a9,3341,3341,True,3341,True,preserve_correct,2,router_v1,numeric_operator_prefix_absdiff,True,1.0,exact_string,True,ok,True
router_v1_only,4aeed935,1455,1455,True,1554,False,loss,3,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
router_v1_only,fb623471,-21,21,False,9,False,still_wrong,2,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
router_v1_only,88b43464,5311,5311,True,5311,True,preserve_correct,3,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
router_v1_only,209c43f0,101,101,True,48,False,loss,6,router_v1,numeric_mul,True,1.0,exact_string,True,ok,False
router_v1_only,d129b085,##$,!>``,False,#>``,False,still_wrong,77,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,e582df31,}@,"""']@",False,"#""",False,still_wrong,73,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,a77be9fa,"[""",{>$[,False,[}\,False,still_wrong,74,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,f8d6abd1,5543,5543,True,5544,True,preserve_correct,2,router_v1,numeric_left_plus_right,True,1.0,exact_string,True,ok,False
router_v1_only,4ed6b56f,"(""/""",!:`(,False,"!""(/",False,still_wrong,15,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,208d7838,[:,[&<>,False,[$,False,still_wrong,79,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,58c099d2,-)\,^!#\},False,&],False,still_wrong,77,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,3cb3fd89,[[&],]$$),False,]$,False,still_wrong,92,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,a26065d4,<',<&<#,False,<&,False,still_wrong,50,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,194695e8,%,!\{<,False,|!,False,still_wrong,78,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,528ec0d8,-39,39,False,550,False,still_wrong,2,router_v1,numeric_mul,True,1.0,exact_string,True,ok,False
router_v1_only,4bb8c6cd,]}\!,],False,`,False,still_wrong,10,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,57712d01,-/<,$/'{,False,/?,False,still_wrong,76,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,d98d85c0,?(&@,(@@?,False,'',False,still_wrong,85,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,7ed40e8a,180,180,True,181,True,preserve_correct,2,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
router_v1_only,491b8ea5,)!,@|]!,False,@|,False,still_wrong,74,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,eb1a62f7,>!>},){>),False,)@{,False,still_wrong,18,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,0bb591e6,%?<,"""$%%""",False,"""",False,still_wrong,12,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,3c424916,9351,9351,True,4510,False,loss,2,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
router_v1_only,72336119,3316,3316,True,3315,True,preserve_correct,2,router_v1,numeric_concat_outer,True,1.0,exact_string,True,ok,False
router_v1_only,9a19fc2d,#>[,!&)#,False,)',False,still_wrong,73,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,528b694b,"""'",>]],False,"""]",False,still_wrong,79,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,d3b20e29,3922,3922,True,3922,True,preserve_correct,2,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
router_v1_only,d1bd7478,30,3,False,30,True,gain,3,router_v1,numeric_other,True,1.0,exact_string,True,ok,True
router_v1_only,21519be7,35,35,True,30,False,loss,8,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
router_v1_only,7306613b,251,251,True,97,False,loss,5,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
router_v1_only,fba40625,'>&,{>?#,False,?>,False,still_wrong,69,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,9aa8dc92,/#</,/#</,True,/#</,True,preserve_correct,10,router_v1,symbolic_drop_middle,True,1.0,unsupported_shape,False,ok,True
router_v1_only,c5b058d6,134,35,False,134,True,gain,4,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
router_v1_only,b4342b90,66,66,True,65,False,loss,2,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
router_v1_only,837a6ae7,<>\>,"<:{""",False,<:,False,still_wrong,9,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,d0e1010b,!&&},|&$|,False,!^&,False,still_wrong,88,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,34c563c5,04`,04`,True,4,False,loss,17,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
router_v1_only,5a0d5d2a,341,55,False,49,False,still_wrong,27,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
router_v1_only,5a9fcf68,4443,4,False,4,False,still_wrong,5,router_v1,repair,True,1.0,exact_string,True,ok,False
router_v1_only,6e56b39a,-/#,&#!,False,-]/,False,still_wrong,8,router_v1,symbolic_other,True,0.9,unsupported_shape,False,ok,False
router_v1_only,a5f1991c,/|',!&&&,False,'&,False,still_wrong,82,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,c7aae192,">""(","\""]",False,>},False,still_wrong,76,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,e4cc7639,113,16,False,3072,False,still_wrong,2,router_v1,numeric_mul,True,1.0,exact_string,True,ok,False
router_v1_only,844f826c,"/""",`@>``,False,>`,False,still_wrong,82,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,b69391b8,66,66,True,66,True,preserve_correct,2,router_v1,numeric_left_plus_right,True,1.0,exact_string,True,ok,True
router_v1_only,8193e7e0,??{`,#?&`,False,#,False,still_wrong,52,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,5bcb572e,-!#,"""{!""",False,{{,False,still_wrong,81,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,8c1529e1,-52,-52,True,47,False,loss,4,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
router_v1_only,cdec898a,<?/,>,False,>,False,still_wrong,71,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,44398869,5913,5913,True,528,False,loss,2,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
router_v1_only,edf364da,$(%,::{[,False,{:$,False,still_wrong,88,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,339149c9,3,3,True,2,False,loss,1,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
router_v1_only,c7844441,:/$^,:/$^,True,%<$,False,loss,25,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,21261dc6,-25,-25,True,-25,True,preserve_correct,5,router_v1,numeric_operator_prefix_absdiff,True,1.0,exact_string,True,ok,True
router_v1_only,4dbec546,611,611,True,56,False,loss,6,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
router_v1_only,0e009c6d,`?\!,@?`?,False,@/,False,still_wrong,92,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,b4b73143,>\:,>!!/,False,>!%,False,still_wrong,89,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,861cb154,2271,10,False,10,False,still_wrong,8,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
router_v1_only,90feb0c5,:<],?>>>,False,?>',False,still_wrong,84,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,c541eb82,-01,-01,True,1,False,loss,18,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
router_v1_only,b9f1d959,:>,"$""\[""",False,""">",False,still_wrong,64,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,ca5db1c0,^,"\boxed({""'|})",False,"""|",False,still_wrong,78,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,9f1ff166,[,"""]'/",False,/,False,still_wrong,56,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,432b1110,%[:?,\{<?,False,\{<?,False,still_wrong,6,router_v1,symbolic_drop_middle,True,1.0,unsupported_shape,False,ok,False
router_v1_only,f333b67f,100,100,True,99,False,loss,2,router_v1,numeric_operator_prefix_absdiff,True,1.0,exact_string,True,ok,False
router_v1_only,f7d26b8d,/@,[},False,}\,False,still_wrong,74,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,8e56a42e,%/<>,%/<>,True,%/<>,True,preserve_correct,43,router_v1,symbolic_drop_middle,True,1.0,unsupported_shape,False,ok,True
router_v1_only,20f0fac9,2976,65,False,1,False,still_wrong,8,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
router_v1_only,26e48e98,){|,"""%]%{""",False,],False,still_wrong,67,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
router_v1_only,5501c054,[#>#,!##^,False,^>,False,still_wrong,8,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
router_v1_only,ea6d926a,87,37,False,37,False,still_wrong,26,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,e518256e,84,84,True,84,True,preserve_correct,4,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
critic_router_union,09d5ee68,!?'!,|:>>,False,|:,False,still_wrong,174,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,00457d26,@&,\boxed[[!'},False,![@,False,still_wrong,178,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,518deb39,$,{,False,'<,False,still_wrong,172,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,82109e34,-@>,'^^^',False,@$#,False,still_wrong,70,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,5e67b1a1,63,63,True,13,False,loss,26,router_v1,numeric_operator_prefix_absdiff,True,1.0,exact_string,True,ok,False
critic_router_union,e1728524,1089,0,False,00,False,still_wrong,6,router_v1,numeric_other,True,1.0,integer_normalized,True,ok,False
critic_router_union,e3bf0c2c,"""`",@`',False,`[,False,still_wrong,164,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,fdbdf50c,"-\""",|?|,False,^|,False,still_wrong,136,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,47c1d8f5,]%],/`%`,False,]^,False,still_wrong,144,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,f9a33aa1,/((`,@($/,False,'((,False,still_wrong,142,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,9f2fae58,7272,7272,True,75,False,loss,10,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,f9799a68,&:/?,:^?\},False,?\:^,False,still_wrong,18,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,c24074a8,&/,]]]%,False,#]/,False,still_wrong,46,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,893ffb06,-@',@``:,False,@`,False,still_wrong,164,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,cf4c04c0,-[,@|#|,False,(,False,still_wrong,134,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,8e411cc7,]]],$&&,False,&$,False,still_wrong,152,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,41e6cbfc,9318,9318,True,9318,True,preserve_correct,4,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,True
critic_router_union,dea42835,['[/,['[/,True,['[/,True,preserve_correct,14,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,True
critic_router_union,48c25e0e,53,32,False,473,False,still_wrong,6,router_v1,numeric_mul,True,1.0,exact_string,True,ok,False
critic_router_union,7ef4d5d6,>42,>42,True,6,False,loss,6,router_v1,repair,True,1.0,exact_string,True,ok,False
critic_router_union,3ee36e0a,-51,-51,True,-51,True,preserve_correct,4,router_v1,numeric_operator_prefix_absdiff,True,1.0,exact_string,True,ok,True
critic_router_union,39c237c7,{]``,{]``,True,{]``,True,preserve_correct,18,router_v1,symbolic_drop_middle,True,1.0,unsupported_shape,False,ok,True
critic_router_union,963e85bb,76,76,True,76,True,preserve_correct,6,router_v1,numeric_left_plus_right,True,1.0,exact_string,True,ok,True
critic_router_union,a98d4d53,-),!$$[,False,!$,False,still_wrong,176,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,59733f94,/,$/>/,False,#$/,False,still_wrong,80,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,b1bc3731,63,63,True,36,False,loss,10,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,a1523a63,87,87,True,631,False,loss,32,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
critic_router_union,3383d4ec,66,66,True,33,False,loss,8,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,9dae880f,))[,:<`\},False,<)[,False,still_wrong,162,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,2af7134e,20,20,True,20,True,preserve_correct,4,router_v1,numeric_concat_outer,True,1.0,exact_string,True,ok,True
critic_router_union,ae6be599,#`,$?]$,False,$,False,still_wrong,160,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,b26d8818,5983,5983,True,5984,True,preserve_correct,6,router_v1,numeric_mul,True,1.0,exact_string,True,ok,False
critic_router_union,8494aad3,"""`#&","])<""",False,]),False,still_wrong,156,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,8df3daad,34,34,True,4511,False,loss,6,router_v1,numeric_concat_outer,True,1.0,exact_string,True,ok,False
critic_router_union,791056ce,4922,4922,True,852,False,loss,14,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,3c12aeb9,321,321,True,312,False,loss,4,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,69aa57b3,4472,4472,True,4472,True,preserve_correct,6,router_v1,numeric_concat_outer,True,1.0,exact_string,True,ok,True
critic_router_union,e3890bf7,{@%],(^@{,False,(,False,still_wrong,140,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,d204b9cc,231,231,True,75,False,loss,36,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,d29e19a4,?|,|''>,False,?\,False,still_wrong,164,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,b06625c4,^&/,"""$ $]""",False,$$,False,still_wrong,160,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,84030b0b,24,24,True,24,True,preserve_correct,4,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
critic_router_union,52be4988,'!,&&&`,False,\,False,still_wrong,144,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,99d6a3b5,?()<,(<)),False,{([<,False,still_wrong,56,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,2d3547af,))^),\${,False,}\,False,still_wrong,128,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,28b0ff48,'],|^^^,False,^,False,still_wrong,130,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,3fa49035,696,696,True,696,True,preserve_correct,4,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
critic_router_union,61557701,|&,'{),False,):,False,still_wrong,124,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,56343b77,711,711,True,+7,False,loss,28,router_v1,numeric_positional_rewrite,True,1.0,integer_normalized,True,ok,False
critic_router_union,7ac90433,-23,-23,True,-23,True,preserve_correct,16,router_v1,numeric_operator_prefix_absdiff,True,1.0,exact_string,True,ok,True
critic_router_union,02902eb3,>/,!!$>,False,}%>%,False,still_wrong,66,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,0d90736f,:,::)[,False,)/,False,still_wrong,176,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,294453b5,&(,##!),False,`,False,still_wrong,126,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,386b6d03,671,18,False,79,False,still_wrong,56,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
critic_router_union,57f6878e,%{{,|@(!,False,/$,False,still_wrong,130,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,bc83b0a1,(/&{,(/&{,True,(/&{,True,preserve_correct,12,router_v1,symbolic_drop_middle,True,1.0,unsupported_shape,False,ok,True
critic_router_union,a361a1b7,:46,46,False,5399,False,still_wrong,18,router_v1,numeric_concat_outer,True,1.0,exact_string,True,ok,False
critic_router_union,d911e8e1,:\:,@,False,$},False,still_wrong,158,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,7688e06e,-55,55,False,44,False,still_wrong,6,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,dbd0e3c9,5631,5631,True,5631,True,preserve_correct,4,router_v1,numeric_concat_outer,True,1.0,exact_string,True,ok,True
critic_router_union,2e2d60b2,07,07,True,18,False,loss,24,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
critic_router_union,5f9f0ed7,}/!},|!@[,False,}|,False,still_wrong,150,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,333d93ec,7,7,True,29,False,loss,12,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,74fff108,49,49,True,49,True,preserve_correct,6,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
critic_router_union,c43b5a13,)|,$):$,False,|<,False,still_wrong,142,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,b0206bb7,]$!,$){,False,//,False,still_wrong,124,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,638f93ca,@,$]<$,False,?<?',False,still_wrong,18,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,4bfd095a,{<<<,@/[@,False,[@@,False,still_wrong,154,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,7a422e17,%'!,"#`""",False,},False,still_wrong,152,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,5b2523e6,&&,><\$,False,><,False,still_wrong,10,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,0fe53bac,"(""",^?(|,False,^,False,still_wrong,144,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,274def88,92,-92,False,-7,False,still_wrong,6,router_v1,numeric_left_plus_right,True,1.0,exact_string,True,ok,False
critic_router_union,03a3437f,-!,',False,>/,False,still_wrong,136,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,30ac5c8e,)#?,@\}?,False,#&\},False,still_wrong,164,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,08d8d7e1,88,88,True,88,True,preserve_correct,4,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,True
critic_router_union,ff121f08,#<,!%<<,False,%#@,False,still_wrong,132,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,42cb233d,881,881,True,88,False,loss,6,router_v1,numeric_left_plus_right,True,1.0,exact_string,True,ok,False
critic_router_union,ec8b4875,"|""]",|@<!,False,"?""::",False,still_wrong,148,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,e3fbc768,'(^),{%??,False,%,False,still_wrong,160,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,6cc5dafb,)(,^&>),False,#%,False,still_wrong,36,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,d5a03a2e,>>,""")&&",False,&,False,still_wrong,172,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,8bebef83,3388,3388,True,3388,True,preserve_correct,4,router_v1,numeric_mul,True,1.0,exact_string,True,ok,True
critic_router_union,27cec7a9,3341,3341,True,3341,True,preserve_correct,4,router_v1,numeric_operator_prefix_absdiff,True,1.0,exact_string,True,ok,True
critic_router_union,4aeed935,1455,1455,True,1554,False,loss,6,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
critic_router_union,fb623471,-21,21,False,9,False,still_wrong,4,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
critic_router_union,88b43464,5311,5311,True,5311,True,preserve_correct,6,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
critic_router_union,209c43f0,101,101,True,48,False,loss,12,router_v1,numeric_mul,True,1.0,exact_string,True,ok,False
critic_router_union,d129b085,##$,!>``,False,#>``,False,still_wrong,154,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,e582df31,}@,"""']@",False,"#""",False,still_wrong,146,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,a77be9fa,"[""",{>$[,False,[}\,False,still_wrong,148,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,f8d6abd1,5543,5543,True,5544,True,preserve_correct,4,router_v1,numeric_left_plus_right,True,1.0,exact_string,True,ok,False
critic_router_union,4ed6b56f,"(""/""",!:`(,False,"!""(/",False,still_wrong,30,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,208d7838,[:,[&<>,False,[$,False,still_wrong,158,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,58c099d2,-)\,^!#\},False,&],False,still_wrong,154,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,3cb3fd89,[[&],]$$),False,]$,False,still_wrong,184,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,a26065d4,<',<&<#,False,<&,False,still_wrong,100,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,194695e8,%,!\{<,False,|!,False,still_wrong,156,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,528ec0d8,-39,39,False,550,False,still_wrong,4,router_v1,numeric_mul,True,1.0,exact_string,True,ok,False
critic_router_union,4bb8c6cd,]}\!,],False,`,False,still_wrong,20,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,57712d01,-/<,$/'{,False,/?,False,still_wrong,152,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
