id,type,answer,prediction,truncated,answer_in_raw,answer_standalone_or_exact,answer_in_any_simple_boxed,simple_boxed_count,simple_boxed_values,raw_output_chars,raw_output_head
57f6878e,equation_transform,%{{,|@(!,0,False,False,False,1,|@(!,1478,We need to infer the transformation rule from the examples.\n\n【/%<@{】 = 【%(@】\n  input: 【/】【%】【<】【{】【@】\n  left:【/】【%】\n  operator: 【<】\n  right:【{】【@】\n  output: 【%】【(】\n  concatenation: 【/】【%】【{】【@】 mismatch\n  reverse concatenation: 【{】【@】【/】【%】 mismatch\n  operator: 【<】unknown\n\n【$@&^)】 = 【/$】\n  input: 【$】【@】【&】【^】【)】\n  left:【$】【@】\n  operator: 【&】\n  right:【^】【)】\n  output: 【/】【$】\n  concatenation: 【$】【@】【^】【)】 mismatch\n  reverse concatenation: 【^】【)】【$】【@】 mismatch\n  operator: 【&】unknown\n\n【{@&|/】 = 【@$】
05ca617c,bit_manipulation,11011011,01011011,0,False,False,False,1,01011011,8701,We need to deduce the transformation by matching the example outputs.\n\nOutput 0: 10111111\n0 1\n1 0\n2 1\n3 1\n4 1\n5 1\n6 1\n7 1\n\nOutput 1: 11101111\n0 1\n1 1\n2 1\n3 0\n4 1\n5 1\n6 1\n7 1\n\nOutput 2: 11100111\n0 1\n1 1\n2 1\n3 0\n4 0\n5 1\n6 1\n7 1\n\nOutput 3: 10111101\n0 1\n1 0\n2 1\n3 1\n4 1\n5 1\n6 0\n7 1\n\nOutput 4: 01101101\n0 0\n1 1\n2 1\n3 0\n4 1\n5 1\n6 0\n7 1\n\nOutput 5: 00111111\n0 0\n1 0\n2 1\n3 1\n4 1\n5 1\n6 1\n7 1\n\nOutput 6: 01011100\n0 0\n1 1\n2 0\n3 1\n4 1\n5 1\n6 0\n7 0\n\nOutput 7: 01111111\n0 0\n1 1\n2 1\n3 1\n4 1\n5 1\n6 1\n7 1\n\nOutput bit co
a361a1b7,equation_transform,:46,46,0,False,False,False,1,46,11013,"We need to infer the transformation rule from the examples.\n\nExamples:\n  90@12 = 9012\n  99@42 = 9942\n  88<41 = 3609\n  74<61 = 4515\n  64<35 = 2241\n\nThe inputs are 90, 12, 99, 42, 88, 41, 74, 61, 64, 35\n\nThe outputs are 9012, 9942, 3609, 4515, 2241\nNo outputs have a symbol prefix or suffix.\n\nLooking at the input of the examples\n90@12 -> @\n99@42 -> @\n88<41 -> <\n74<61 -> <\n64<35 -> <\n\nThe operators\n@\n<\n\nLooking at the question\n53:99 -> :\nThe question operator is not found in the examples. Investigat"
d911e8e1,equation_transform,:\:,@}<',0,False,False,False,1,@,1060,"We need to infer the transformation rule from the examples.\n\n【""#)@&】 = 【:#:】\n  input: 【""】【#】【)】【@】【&】\n  left:【""】【#】\n  operator: 【)】\n  right:【@】【&】\n  output: 【:】【#】【:】\n  concatenation: 【""】【#】【@】【&】 mismatch\n  reverse concatenation: 【@】【&】【""】【#】 mismatch\n  operator: 【)】unknown\n\n【}'(''】 = 【\'】\n  input: 【}】【'】【(】【'】【'】\n  left:【}】【'】\n  operator: 【(】\n  right:【'】【'】\n  output: 【\】【'】\n  concatenation: 【}】【'】【'】【'】 mismatch\n  reverse concatenation: 【'】【'】【}】【'】 mismatch\n  operator: 【(】unknown\n\n【:>$:}】 = 【"
7688e06e,equation_transform,-55,55,0,False,False,False,1,55,11593,"We need to infer the transformation rule from the examples.\n\nExamples:\n  06-63 = 42\n  96-32 = 64\n  87-15 = 72\n  58-64 = 93\n  87-63 = 24\n\nThe inputs are 06, 63, 96, 32, 87, 15, 58, 64, 87, 63\n\nThe outputs are 42, 64, 72, 93, 24\nNo outputs have a symbol prefix or suffix.\n\nLooking at the input of the examples\n06-63 -> -\n96-32 -> -\n87-15 -> -\n58-64 -> -\n87-63 -> -\n\nThe operators\n-\n\nLooking at the question\n63-19 -> -\nThe question operator is found in the examples.\n\nLooking at operator 【-】 [06-63 = 42"
5f9f0ed7,equation_transform,}/!},|!@[,0,False,False,False,1,|!@[,1508,We need to infer the transformation rule from the examples.\n\n【@/*`/】 = 【}`]`】\n  input: 【@】【/】【*】【`】【/】\n  left:【@】【/】\n  operator: 【*】\n  right:【`】【/】\n  output: 【}】【`】【]】【`】\n  concatenation: 【@】【/】【`】【/】 mismatch\n  reverse concatenation: 【`】【/】【@】【/】 mismatch\n  operator: 【*】unknown\n\n【@]+}/】 = 【}|】\n  input: 【@】【]】【+】【}】【/】\n  left:【@】【]】\n  operator: 【+】\n  right:【}】【/】\n  output: 【}】【|】\n  concatenation: 【@】【]】【}】【/】 mismatch\n  reverse concatenation: 【}】【/】【@】【]】 mismatch\n  operator: 【+】unknown\n\n【/]-[|】
c43b5a13,equation_transform,)|,$):$,0,False,False,False,1,$):$,1056,We need to infer the transformation rule from the examples.\n\n【/+:<{】 = 【|<】\n  input: 【/】【+】【:】【<】【{】\n  left:【/】【+】\n  operator: 【:】\n  right:【<】【{】\n  output: 【|】【<】\n  concatenation: 【/】【+】【<】【{】 mismatch\n  reverse concatenation: 【<】【{】【/】【+】 mismatch\n  operator: 【:】unknown\n\n【|&-/|】 = 【{|】\n  input: 【|】【&】【-】【/】【|】\n  left:【|】【&】\n  operator: 【-】\n  right:【/】【|】\n  output: 【{】【|】\n  concatenation: 【|】【&】【/】【|】 mismatch\n  reverse concatenation: 【/】【|】【|】【&】 mismatch\n  operator: 【-】unknown\n\n【$(+){】 = 【|{】\n
b0206bb7,equation_transform,]$!,$){,0,False,False,False,0,,1502,We need to infer the transformation rule from the examples.\n\n【){+&#】 = 【//】\n  input: 【)】【{】【+】【#】【&】\n  left:【)】【{】\n  operator: 【+】\n  right:【#】【&】\n  output: 【/】【/】\n  concatenation: 【)】【{】【#】【&】 mismatch\n  reverse concatenation: 【#】【&】【)】【{】 mismatch\n  operator: 【+】unknown\n\n【!/*&@】 = 【/{@}】\n  input: 【!】【/】【*】【&】【@】\n  left:【!】【/】\n  operator: 【*】\n  right:【&】【@】\n  output: 【/】【{】【@】【}】\n  concatenation: 【!】【/】【&】【@】 mismatch\n  reverse concatenation: 【&】【@】【!】【/】 mismatch\n  operator: 【*】unknown\n\n【{)-&!】
638f93ca,equation_transform,@,$]<$,0,True,True,False,1,$]<$,1288,We need to infer the transformation rule from the examples.\n\n【#>*??】 = 【/<@】\n  input: 【#】【>】【*】【?】【?】\n  left:【#】【>】\n  operator: 【*】\n  right:【?】【?】\n  output: 【/】【<】【@】\n  concatenation: 【#】【>】【?】【?】 mismatch\n  reverse concatenation: 【?】【?】【#】【>】 mismatch\n  operator: 【*】unknown\n\n【$<*<'】 = 【?<?'】\n  input: 【$】【<】【*】【<】【'】\n  left:【$】【<】\n  operator: 【*】\n  right:【<】【'】\n  output: 【?】【<】【?】【'】\n  concatenation: 【$】【<】【<】【'】 mismatch\n  reverse concatenation: 【<】【'】【$】【<】 mismatch\n  operator: 【*】unknown\n\n【$$
4bfd095a,equation_transform,{<<<,@/[@,0,False,False,False,1,@/[@,1292,"We need to infer the transformation rule from the examples.\n\n【{%*))】 = 【){))】\n  input: 【{】【%】【*】【)】【)】\n  left:【{】【%】\n  operator: 【*】\n  right:【)】【)】\n  output: 【)】【{】【)】【)】\n  concatenation: 【{】【%】【)】【)】 mismatch\n  reverse concatenation: 【)】【)】【{】【%】 mismatch\n  operator: 【*】unknown\n\n【)/*/""】 = 【[^^{】\n  input: 【)】【/】【*】【/】【""】\n  left:【)】【/】\n  operator: 【*】\n  right:【/】【""】\n  output: 【[】【^】【{】【{】\n  concatenation: 【)】【/】【/】【""】 mismatch\n  reverse concatenation: 【/】【""】【)】【/】 mismatch\n  operator: 【*】unknown\n"
7a422e17,equation_transform,%'!,"#`""",0,False,False,False,1,"#`""",1275,"We need to infer the transformation rule from the examples.\n\n【"":@%#】 = 【%&{】\n  input: 【""】【:】【@】【%】【#】\n  left:【""】【:】\n  operator: 【@】\n  right:【%】【#】\n  output: 【%】【&】【{】\n  concatenation: 【""】【:】【%】【#】 mismatch\n  reverse concatenation: 【%】【#】【""】【:】 mismatch\n  operator: 【@】unknown\n\n【'}+''】 = 【&'""】\n  input: 【'】【}】【+】【'】【'】\n  left:【'】【}】\n  operator: 【+】\n  right:【'】【'】\n  output: 【&】【""】【'】\n  concatenation: 【'】【}】【'】【'】 mismatch\n  reverse concatenation: 【'】【'】【'】【}】 mismatch\n  operator: 【+】unknown\n\n【'{-%!】"
7192535b,bit_manipulation,00000010,00001010,0,True,True,False,1,00001010,9218,We need to deduce the transformation by matching the example outputs.\n\nOutput 0: 00000000\n0 0\n1 0\n2 0\n3 0\n4 0\n5 0\n6 0\n7 0\n\nOutput 1: 00000010\n0 0\n1 0\n2 0\n3 0\n4 0\n5 0\n6 1\n7 0\n\nOutput 2: 00001000\n0 0\n1 0\n2 0\n3 0\n4 1\n5 0\n6 0\n7 0\n\nOutput 3: 00000001\n0 0\n1 0\n2 0\n3 0\n4 0\n5 0\n6 0\n7 1\n\nOutput 4: 01100111\n0 0\n1 1\n2 1\n3 0\n4 0\n5 1\n6 1\n7 1\n\nOutput 5: 00001000\n0 0\n1 0\n2 0\n3 0\n4 1\n5 0\n6 0\n7 0\n\nOutput 6: 00010001\n0 0\n1 0\n2 0\n3 1\n4 0\n5 0\n6 0\n7 1\n\nOutput 7: 00000100\n0 0\n1 0\n2 0\n3 0\n4 0\n5 1\n6 0\n7 0\n\nOutput 8: 100
5b2523e6,equation_transform,&&,><\$,0,False,False,False,1,><\$,1276,We need to infer the transformation rule from the examples.\n\n【?>+')】 = 【:<】\n  input: 【?】【>】【+】【'】【)】\n  left:【?】【>】\n  operator: 【+】\n  right:【'】【)】\n  output: 【:】【<】\n  concatenation: 【?】【>】【'】【)】 mismatch\n  reverse concatenation: 【'】【)】【?】【>】 mismatch\n  operator: 【+】unknown\n\n【!&*$<】 = 【&'\:】\n  input: 【!】【&】【*】【$】【<】\n  left:【!】【&】\n  operator: 【*】\n  right:【$】【<】\n  output: 【&】【'】【\】【:】\n  concatenation: 【!】【&】【$】【<】 mismatch\n  reverse concatenation: 【$】【<】【!】【&】 mismatch\n  operator: 【*】unknown\n\n【&\+\&】
0fe53bac,equation_transform,"(""",^?(|,0,False,False,False,1,^?(|,1272,"We need to infer the transformation rule from the examples.\n\n【(@+!|】 = 【@""】\n  input: 【(】【@】【+】【!】【|】\n  left:【(】【@】\n  operator: 【+】\n  right:【!】【|】\n  output: 【""】【@】\n  concatenation: 【(】【@】【!】【|】 mismatch\n  reverse concatenation: 【!】【|】【(】【@】 mismatch\n  operator: 【+】unknown\n\n【}(-^}】 = 【}}】\n  input: 【}】【(】【-】【^】【}】\n  left:【}】【(】\n  operator: 【-】\n  right:【^】【}】\n  output: 【}】【}】\n  concatenation: 【}】【(】【^】【}】 mismatch\n  reverse concatenation: 【^】【}】【}】【(】 mismatch\n  operator: 【-】unknown\n\n【?""+):】 = 【()@】"
274def88,equation_transform,92,-92,0,True,True,False,1,-92,10944,"We need to infer the transformation rule from the examples.\n\nExamples:\n  33*74 = 2551\n  29-79 = -5\n  17+69 = 861\n  01-72 = -71\n  42*38 = 3991\n\nThe inputs are 33, 74, 29, 79, 17, 69, 01, 72, 42, 38\n\nThe outputs are 2551, -5, 861, -71, 3991\nSome outputs have the operator symbol as prefix 【-】.\nWe now consider the outputs to be 2551, -5, 861, -71, 3991\nWe will add back the operator prefix if our answer is negative.\n\nLooking at the input of the examples\n33*74 -> *\n29-79 -> -\n17+69 -> +\n01-72 -> -\n42*"
03a3437f,equation_transform,-!,'}>/,0,False,False,False,1,',1067,We need to infer the transformation rule from the examples.\n\n【/>-|/】 = 【':】\n  input: 【/】【>】【-】【|】【/】\n  left:【/】【>】\n  operator: 【-】\n  right:【|】【/】\n  output: 【'】【:】\n  concatenation: 【/】【>】【|】【/】 mismatch\n  reverse concatenation: 【|】【/】【/】【>】 mismatch\n  operator: 【-】unknown\n\n【'>+/!】 = 【'>/!】\n  input: 【'】【>】【+】【/】【!】\n  left:【'】【>】\n  operator: 【+】\n  right:【/】【!】\n  output: 【'】【>】【/】【!】\n  concatenation: 【'】【>】【/】【!】 match\n  reverse concatenation: 【/】【!】【'】【>】 mismatch\n  operator: 【+】concatenation\n\n【}!-
30ac5c8e,equation_transform,)#?,@\}?,0,False,False,False,1,@\,1512,We need to infer the transformation rule from the examples.\n\n【&}-@)】 = 【-\@】\n  input: 【&】【}】【-】【@】【)】\n  left:【&】【}】\n  operator: 【-】\n  right:【@】【)】\n  output: 【-】【\】【@】\n  concatenation: 【&】【}】【@】【)】 mismatch\n  reverse concatenation: 【@】【)】【&】【}】 mismatch\n  operator: 【-】unknown\n\n【:/*/}】 = 【#/&?】\n  input: 【:】【/】【*】【/】【}】\n  left:【:】【/】\n  operator: 【*】\n  right:【/】【}】\n  output: 【#】【/】【&】【?】\n  concatenation: 【:】【/】【/】【}】 mismatch\n  reverse concatenation: 【/】【}】【:】【/】 mismatch\n  operator: 【*】unknown\n\n【}&
ff121f08,equation_transform,#<,!%<<,0,False,False,False,1,!%<<,1500,We need to infer the transformation rule from the examples.\n\n【%`+^<】 = 【+<%】\n  input: 【%】【`】【+】【^】【<】\n  left:【%】【`】\n  operator: 【+】\n  right:【^】【<】\n  output: 【+】【<】【%】\n  concatenation: 【%】【`】【^】【<】 mismatch\n  reverse concatenation: 【^】【<】【%】【`】 mismatch\n  operator: 【+】unknown\n\n【#!(!<】 = 【%#@】\n  input: 【#】【!】【(】【!】【<】\n  left:【#】【!】\n  operator: 【(】\n  right:【!】【<】\n  output: 【%】【#】【@】\n  concatenation: 【#】【!】【!】【<】 mismatch\n  reverse concatenation: 【!】【<】【#】【!】 mismatch\n  operator: 【(】unknown\n\n【`^(%^】
ec8b4875,equation_transform,"|""]",|@<!,0,False,False,False,1,|@<!,1072,"We need to infer the transformation rule from the examples.\n\n【%?*:?】 = 【?""::】\n  input: 【%】【?】【*】【:】【?】\n  left:【%】【?】\n  operator: 【*】\n  right:【:】【?】\n  output: 【?】【""】【:】【:】\n  concatenation: 【%】【?】【:】【?】 mismatch\n  reverse concatenation: 【:】【?】【%】【?】 mismatch\n  operator: 【*】unknown\n\n【""<*<%】 = 【<]]?】\n  input: 【""】【<】【*】【<】【%】\n  left:【""】【<】\n  operator: 【*】\n  right:【<】【%】\n  output: 【<】【]】【]】【?】\n  concatenation: 【""】【<】【<】【%】 mismatch\n  reverse concatenation: 【<】【%】【""】【<】 mismatch\n  operator: 【*】unknown\n"
e3fbc768,equation_transform,'(^),{%??,0,False,False,False,0,,1056,We need to infer the transformation rule from the examples.\n\n【??/:^】 = 【){)?】\n  input: 【?】【?】【/】【:】【^】\n  left:【?】【?】\n  operator: 【/】\n  right:【:】【^】\n  output: 【)】【{】【)】【?】\n  concatenation: 【?】【?】【:】【^】 mismatch\n  reverse concatenation: 【:】【^】【?】【?】 mismatch\n  operator: 【/】unknown\n\n【:'`^)】 = 【[】\n  input: 【:】【'】【`】【^】【)】\n  left:【:】【'】\n  operator: 【`】\n  right:【^】【)】\n  output: 【[】\n  concatenation: 【:】【'】【^】【)】 mismatch\n  reverse concatenation: 【^】【)】【:】【'】 mismatch\n  operator: 【`】unknown\n\n【{!`)(】 = 【
6cc5dafb,equation_transform,)(,^&>),0,False,False,False,1,^&>),1276,We need to infer the transformation rule from the examples.\n\n【>&-'&】 = 【#%】\n  input: 【>】【&】【-】【'】【&】\n  left:【>】【&】\n  operator: 【-】\n  right:【'】【&】\n  output: 【#】【%】\n  concatenation: 【>】【&】【'】【&】 mismatch\n  reverse concatenation: 【'】【&】【>】【&】 mismatch\n  operator: 【-】unknown\n\n【)#\^(】 = 【##']】\n  input: 【)】【#】【\】【^】【(】\n  left:【)】【#】\n  operator: 【\】\n  right:【^】【(】\n  output: 【#】【#】【'】【]】\n  concatenation: 【)】【#】【^】【(】 mismatch\n  reverse concatenation: 【^】【(】【)】【#】 mismatch\n  operator: 【\】unknown\n\n【))-&^】
d5a03a2e,equation_transform,>>,""")&&",0,False,False,False,1,""")&&",1265,We need to infer the transformation rule from the examples.\n\n【?{+&%】 = 【@/^】\n  input: 【?】【{】【+】【&】【%】\n  left:【?】【{】\n  operator: 【+】\n  right:【&】【%】\n  output: 【@】【/】【^】\n  concatenation: 【?】【{】【&】【%】 mismatch\n  reverse concatenation: 【&】【%】【?】【{】 mismatch\n  operator: 【+】unknown\n\n【!?)>^】 = 【&】\n  input: 【!】【?】【)】【>】【^】\n  left:【!】【?】\n  operator: 【)】\n  right:【>】【^】\n  output: 【&】\n  concatenation: 【!】【?】【>】【^】 mismatch\n  reverse concatenation: 【>】【^】【!】【?】 mismatch\n  operator: 【)】unknown\n\n【@{`&/】 = 【?!{】
a6704625,bit_manipulation,00001101,00011111,0,False,False,False,1,00011111,9646,We need to deduce the transformation by matching the example outputs.\n\nOutput 0: 11001110\n0 1\n1 1\n2 0\n3 0\n4 1\n5 1\n6 1\n7 0\n\nOutput 1: 10001111\n0 1\n1 0\n2 0\n3 0\n4 1\n5 1\n6 1\n7 1\n\nOutput 2: 01101111\n0 0\n1 1\n2 1\n3 0\n4 1\n5 1\n6 1\n7 1\n\nOutput 3: 00010111\n0 0\n1 0\n2 0\n3 1\n4 0\n5 1\n6 1\n7 1\n\nOutput 4: 01110111\n0 0\n1 1\n2 1\n3 1\n4 0\n5 1\n6 1\n7 1\n\nOutput 5: 11001111\n0 1\n1 1\n2 0\n3 0\n4 1\n5 1\n6 1\n7 1\n\nOutput 6: 11111101\n0 1\n1 1\n2 1\n3 1\n4 1\n5 1\n6 0\n7 1\n\nOutput 7: 01001111\n0 0\n1 1\n2 0\n3 0\n4 1\n5 1\n6 1\n7 1\n\nOutput 8: 010
fb623471,equation_transform,-21,21,0,True,True,False,1,21,10397,"We need to infer the transformation rule from the examples.\n\nExamples:\n  84*57 = 1063\n  67-37 = 3\n  77*65 = 3134\n\nThe inputs are 84, 57, 67, 37, 77, 65\n\nThe outputs are 1063, 3, 3134\nNo outputs have a symbol prefix or suffix.\n\nLooking at the input of the examples\n84*57 -> *\n67-37 -> -\n77*65 -> *\n\nThe operators\n*\n-\n\nLooking at the question\n08-29 -> -\nThe question operator is found in the examples.\n\nLooking at operator 【-】 [67-37 = 3]:\n  Trying common operations reversed operands [67->76 37->73] a"
f507b7f1,bit_manipulation,11001100,11011100,0,False,False,False,1,11011100,8845,We need to deduce the transformation by matching the example outputs.\n\nOutput 0: 11011100\n0 1\n1 1\n2 0\n3 1\n4 1\n5 1\n6 0\n7 0\n\nOutput 1: 00011101\n0 0\n1 0\n2 0\n3 1\n4 1\n5 1\n6 0\n7 1\n\nOutput 2: 11001111\n0 1\n1 1\n2 0\n3 0\n4 1\n5 1\n6 1\n7 1\n\nOutput 3: 11101110\n0 1\n1 1\n2 1\n3 0\n4 1\n5 1\n6 1\n7 0\n\nOutput 4: 00011101\n0 0\n1 0\n2 0\n3 1\n4 1\n5 1\n6 0\n7 1\n\nOutput 5: 00101111\n0 0\n1 0\n2 1\n3 0\n4 1\n5 1\n6 1\n7 1\n\nOutput 6: 11111111\n0 1\n1 1\n2 1\n3 1\n4 1\n5 1\n6 1\n7 1\n\nOutput bit columns (with bitsum as hash)\n0 1011001 4\n1 1011001 4\n
d129b085,equation_transform,##$,!>``,0,False,False,False,1,!>``,1288,"We need to infer the transformation rule from the examples.\n\n【@\+!""】 = 【`$$】\n  input: 【@】【\】【+】【!】【""】\n  left:【@】【\】\n  operator: 【+】\n  right:【!】【""】\n  output: 【`】【$】【$】\n  concatenation: 【@】【\】【!】【""】 mismatch\n  reverse concatenation: 【!】【""】【@】【\】 mismatch\n  operator: 【+】unknown\n\n【#\+>!】 = 【\@】\n  input: 【#】【\】【+】【>】【!】\n  left:【#】【\】\n  operator: 【+】\n  right:【>】【!】\n  output: 【\】【@】\n  concatenation: 【#】【\】【>】【!】 mismatch\n  reverse concatenation: 【>】【!】【#】【\】 mismatch\n  operator: 【+】unknown\n\n【<@*>""】 = 【"
e582df31,equation_transform,}@,"""']@",0,False,False,False,1,"""']@",1068,"We need to infer the transformation rule from the examples.\n\n【}#[""'】 = 【:@}'】\n  input: 【}】【#】【[】【""】【'】\n  left:【}】【#】\n  operator: 【[】\n  right:【""】【'】\n  output: 【:】【@】【}】【'】\n  concatenation: 【}】【#】【""】【'】 mismatch\n  reverse concatenation: 【""】【'】【}】【#】 mismatch\n  operator: 【[】unknown\n\n【]]!^""】 = 【#""】\n  input: 【]】【]】【!】【^】【""】\n  left:【]】【]】\n  operator: 【!】\n  right:【^】【""】\n  output: 【#】【""】\n  concatenation: 【]】【]】【^】【""】 mismatch\n  reverse concatenation: 【^】【""】【]】【]】 mismatch\n  operator: 【!】unknown\n\n【]/?}]】"
a77be9fa,equation_transform,"[""",{>$[,0,False,False,False,0,,1064,"We need to infer the transformation rule from the examples.\n\n【(^&$""】 = 【[}\】\n  input: 【(】【^】【&】【$】【""】\n  left:【(】【^】\n  operator: 【&】\n  right:【$】【""】\n  output: 【[】【}】【\】\n  concatenation: 【(】【^】【$】【""】 mismatch\n  reverse concatenation: 【$】【""】【(】【^】 mismatch\n  operator: 【&】unknown\n\n【\^!^[】 = 【{[}】\n  input: 【\】【^】【!】【^】【[】\n  left:【\】【^】\n  operator: 【!】\n  right:【^】【[】\n  output: 【{】【[】【}】\n  concatenation: 【\】【^】【^】【[】 mismatch\n  reverse concatenation: 【^】【[】【\】【^】 mismatch\n  operator: 【!】unknown\n\n【""$|:^】"
78d02fc5,bit_manipulation,11001001,11001011,0,True,False,False,1,11001011,9441,We need to deduce the transformation by matching the example outputs.\n\nOutput 0: 01110010\n0 0\n1 1\n2 1\n3 1\n4 0\n5 0\n6 1\n7 0\n\nOutput 1: 00110111\n0 0\n1 0\n2 1\n3 1\n4 0\n5 1\n6 1\n7 1\n\nOutput 2: 11110011\n0 1\n1 1\n2 1\n3 1\n4 0\n5 0\n6 1\n7 1\n\nOutput 3: 01011101\n0 0\n1 1\n2 0\n3 1\n4 1\n5 1\n6 0\n7 1\n\nOutput 4: 01010101\n0 0\n1 1\n2 0\n3 1\n4 0\n5 1\n6 0\n7 1\n\nOutput 5: 11000111\n0 1\n1 1\n2 0\n3 0\n4 0\n5 1\n6 1\n7 1\n\nOutput 6: 10010011\n0 1\n1 0\n2 0\n3 1\n4 0\n5 0\n6 1\n7 1\n\nOutput 7: 00010111\n0 0\n1 0\n2 0\n3 1\n4 0\n5 1\n6 1\n7 1\n\nOutput 8: 011
4ed6b56f,equation_transform,"(""/""",!:`(,0,False,False,False,1,!:`(,1288,"We need to infer the transformation rule from the examples.\n\n【`'+:'】 = 【(`]】\n  input: 【`】【'】【+】【:】【'】\n  left:【`】【'】\n  operator: 【+】\n  right:【:】【'】\n  output: 【(】【`】【]】\n  concatenation: 【`】【'】【:】【'】 mismatch\n  reverse concatenation: 【:】【'】【`】【'】 mismatch\n  operator: 【+】unknown\n\n【]:*}>】 = 【!""(/】\n  input: 【]】【:】【*】【}】【>】\n  left:【]】【:】\n  operator: 【*】\n  right:【}】【>】\n  output: 【!】【""】【(】【/】\n  concatenation: 【]】【:】【}】【>】 mismatch\n  reverse concatenation: 【}】【>】【]】【:】 mismatch\n  operator: 【*】unknown\n\n【:}"
208d7838,equation_transform,[:,[&<>,0,False,False,False,1,[&<>,1500,We need to infer the transformation rule from the examples.\n\n【#}+{%】 = 【}$$】\n  input: 【#】【}】【+】【{】【%】\n  left:【#】【}】\n  operator: 【+】\n  right:【{】【%】\n  output: 【}】【$】【$】\n  concatenation: 【#】【}】【{】【%】 mismatch\n  reverse concatenation: 【{】【%】【#】【}】 mismatch\n  operator: 【+】unknown\n\n【%#*%[】 = 【&:[[】\n  input: 【%】【#】【*】【%】【[】\n  left:【%】【#】\n  operator: 【*】\n  right:【%】【[】\n  output: 【&】【:】【[】【[】\n  concatenation: 【%】【#】【%】【[】 mismatch\n  reverse concatenation: 【%】【[】【%】【#】 mismatch\n  operator: 【*】unknown\n\n【}%
58c099d2,equation_transform,-)\,^!#\,0,False,False,False,1,^!#\,1060,We need to infer the transformation rule from the examples.\n\n【`|+\&】 = 【&]】\n  input: 【`】【|】【+】【\】【&】\n  left:【`】【|】\n  operator: 【+】\n  right:【\】【&】\n  output: 【&】【]】\n  concatenation: 【`】【|】【\】【&】 mismatch\n  reverse concatenation: 【\】【&】【`】【|】 mismatch\n  operator: 【+】unknown\n\n【`]+|^】 = 【&|】\n  input: 【`】【]】【+】【|】【^】\n  left:【`】【]】\n  operator: 【+】\n  right:【|】【^】\n  output: 【&】【|】\n  concatenation: 【`】【]】【|】【^】 mismatch\n  reverse concatenation: 【|】【^】【`】【]】 mismatch\n  operator: 【+】unknown\n\n【#&-]&】 = 【-)!】
3cb3fd89,equation_transform,[[&],]$$),0,False,False,False,1,]$$),1288,We need to infer the transformation rule from the examples.\n\n【@)-@\】 = 【-)】\n  input: 【@】【)】【-】【@】【\】\n  left:【@】【)】\n  operator: 【-】\n  right:【@】【\】\n  output: 【-】【)】\n  concatenation: 【@】【)】【@】【\】 mismatch\n  reverse concatenation: 【@】【\】【@】【)】 mismatch\n  operator: 【-】unknown\n\n【[$*$$】 = 【[|{\】\n  input: 【[】【$】【*】【$】【$】\n  left:【[】【$】\n  operator: 【*】\n  right:【$】【$】\n  output: 【[】【|】【{】【\】\n  concatenation: 【[】【$】【$】【$】 mismatch\n  reverse concatenation: 【$】【$】【[】【$】 mismatch\n  operator: 【*】unknown\n\n【$]+!\】
a26065d4,equation_transform,<',<&<#,0,False,False,False,1,<&<#,1476,We need to infer the transformation rule from the examples.\n\n【[|+<$】 = 【[&】\n  input: 【[】【|】【+】【<】【$】\n  left:【[】【|】\n  operator: 【+】\n  right:【<】【$】\n  output: 【[】【&】\n  concatenation: 【[】【|】【<】【$】 mismatch\n  reverse concatenation: 【<】【$】【[】【|】 mismatch\n  operator: 【+】unknown\n\n【<#-'#】 = 【'】\n  input: 【<】【#】【-】【'】【#】\n  left:【<】【#】\n  operator: 【-】\n  right:【'】【#】\n  output: 【'】\n  concatenation: 【<】【#】【'】【#】 mismatch\n  reverse concatenation: 【'】【#】【<】【#】 mismatch\n  operator: 【-】unknown\n\n【<&-<$】 = 【<】\n  inp
55d834d1,bit_manipulation,00111111,10111111,0,False,False,False,1,10111111,8601,We need to deduce the transformation by matching the example outputs.\n\nOutput 0: 11110101\n0 1\n1 1\n2 1\n3 1\n4 0\n5 1\n6 0\n7 1\n\nOutput 1: 01011110\n0 0\n1 1\n2 0\n3 1\n4 1\n5 1\n6 1\n7 0\n\nOutput 2: 10011011\n0 1\n1 0\n2 0\n3 1\n4 1\n5 0\n6 1\n7 1\n\nOutput 3: 01101110\n0 0\n1 1\n2 1\n3 0\n4 1\n5 1\n6 1\n7 0\n\nOutput 4: 00110111\n0 0\n1 0\n2 1\n3 1\n4 0\n5 1\n6 1\n7 1\n\nOutput 5: 11011011\n0 1\n1 1\n2 0\n3 1\n4 1\n5 0\n6 1\n7 1\n\nOutput 6: 11111101\n0 1\n1 1\n2 1\n3 1\n4 1\n5 1\n6 0\n7 1\n\nOutput bit columns (with bitsum as hash)\n0 1010011 4\n1 1101011 5\n
