id,family,answer,baseline_prediction,baseline_correct,candidate_prediction,candidate_correct,policy,accepted,delta,solved_bits,proof
c7aae192,equation_transform,">""(","\""]",False,,False,reject_equation_v2_abstain,False,0,,Could not solve
a6192d29,bit_manipulation,00001000,01111110,False,00000000,False,reject_consensus,False,0,2,Per-bit analysis for 00110000:
e4cc7639,equation_transform,113,16,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
eeb60061,bit_manipulation,00000101,00000101,True,00000101,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL4(input), SHL7(input))"
844f826c,equation_transform,"/""",`@>``,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
048cc279,bit_manipulation,01010000,01111000,False,10100000,False,reject_consensus,False,0,7,Per-bit analysis for 11101010:
20052c2f,bit_manipulation,01100110,01100110,True,01100110,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL5(input), SHR7(input))"
89dfa4c2,bit_manipulation,00111010,00111010,True,00111010,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL2(input), SHL6(input))"
53329505,bit_manipulation,11011111,11011111,True,11011111,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL1(input), SHR6(input))"
ced947c8,bit_manipulation,01001011,01001011,True,01001011,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL3(input), SHL4(input))"
0440e6ab,bit_manipulation,01100000,01100000,True,01100000,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL5(input), SHR7(input))"
e641791f,bit_manipulation,00010001,00010001,True,00010001,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL1(input), SHR3(input))"
bcdf9198,bit_manipulation,11111111,11111111,True,11111111,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(ID(input), ID(input))"
b69391b8,equation_transform,66,66,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
8193e7e0,equation_transform,??{`,#?&`,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
20cdbdb1,bit_manipulation,11100001,11100001,True,11100001,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL4(input), SHR7(input))"
48ae04f6,bit_manipulation,00000010,00000010,True,00000010,True,reject_consensus,False,0,8,Per-bit analysis for 01011001:
3595c82c,bit_manipulation,10011011,10011011,True,10011011,True,reject_non_global_per_bit,False,0,8,Per-bit analysis for 10000110:
5bcb572e,equation_transform,-!#,"""{!""",False,,False,reject_equation_v2_abstain,False,0,,Could not solve
8c1529e1,equation_transform,-52,-52,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
cdec898a,equation_transform,<?/,>}][?,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
bca238ee,bit_manipulation,00000000,00000000,True,00000000,True,reject_consensus,False,0,8,Per-bit analysis for 00100111:
5dffe751,bit_manipulation,01100000,01100000,True,01100000,True,accept_exact_global,True,0,8,Global unary: output = SHL4(input)
44398869,equation_transform,5913,5913,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
06120e47,bit_manipulation,11110010,11111110,False,11110001,False,reject_consensus,False,0,7,Per-bit analysis for 01110011:
1f7407ed,bit_manipulation,00101101,00101101,True,00101100,False,reject_consensus,False,0,7,Per-bit analysis for 01110010:
46dd0f22,bit_manipulation,01010000,01010000,True,01010000,True,reject_consensus,False,0,8,Per-bit analysis for 00101000:
edf364da,equation_transform,$(%,::{[,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
d6e5cd59,bit_manipulation,01101111,01101111,True,01101111,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(SHL1(input), SHL6(input))"
339149c9,equation_transform,3,3,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
e1f3ffbb,bit_manipulation,11111010,11111011,False,11111011,False,reject_consensus,False,0,8,Per-bit analysis for 11000010:
4c327b55,bit_manipulation,11011100,11011110,False,11011100,True,accept_exact_global,True,1,8,"Global binary: output = XOR(SHL1(input), SHR4(input))"
0f2dec86,bit_manipulation,10111000,10111000,True,10111000,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL2(input), SHR1(input))"
e36a0065,bit_manipulation,01110110,01110110,True,01110110,True,accept_exact_global,True,0,8,Global unary: output = ROL2(input)
c7844441,equation_transform,:/$^,:/$^,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
21261dc6,equation_transform,-25,-25,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
70bc42af,bit_manipulation,10101010,10101010,True,10101010,True,accept_exact_global,True,0,8,"Global binary: output = OR(ROL5(input), SHL3(input))"
4dbec546,equation_transform,611,611,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
0c2407ef,bit_manipulation,11000011,11000011,True,11000011,True,reject_non_global_per_bit,False,0,8,Per-bit analysis for 10011111:
939273d7,bit_manipulation,11100110,11100110,True,11100010,False,reject_consensus,False,0,8,Per-bit analysis for 01001111:
8082a958,bit_manipulation,00000000,00000000,True,00000000,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL3(input), SHR7(input))"
fd48ee2f,bit_manipulation,10110100,10110100,True,10110100,True,accept_exact_global,True,0,8,Global unary: output = SHL2(input)
4eb990f6,bit_manipulation,00000001,00000001,True,00000001,True,accept_exact_global,True,0,8,Global unary: output = SHR1(input)
85af23eb,bit_manipulation,00001111,00001111,True,00001111,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(SHL3(input), SHL7(input))"
0e009c6d,equation_transform,`?\!,@?`?,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
d2ac699b,bit_manipulation,10001011,10001011,True,10001011,True,accept_exact_global,True,0,8,"Global binary: output = XOR(SHL3(input), SHR4(input))"
b4b73143,equation_transform,>\:,>!!/,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
3a148f6a,bit_manipulation,00100111,00100111,True,00100110,False,reject_unsolved,False,0,7,Per-bit analysis for 10001111:
861cb154,equation_transform,2271,10,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
90feb0c5,equation_transform,:<],?>>>,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
c541eb82,equation_transform,-01,-01,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
b9f1d959,equation_transform,:>,"$""\[""",False,,False,reject_equation_v2_abstain,False,0,,Could not solve
5374b4ba,bit_manipulation,10101100,10101100,True,10101100,True,accept_exact_global,True,0,8,"Global binary: output = OR(SHL5(input), SHR4(input))"
ca5db1c0,equation_transform,^,"\boxed({""'|})",False,,False,reject_equation_v2_abstain,False,0,,Could not solve
16e73f0e,bit_manipulation,00000001,00000001,True,00000001,True,accept_exact_global,True,0,8,"Global binary: output = AND(ROL6(input), SHR4(input))"
87007054,bit_manipulation,10111111,10111111,True,10111111,True,accept_exact_global,True,0,8,"Global binary: output = XNOR(SHL4(input), SHL5(input))"
b8aa3072,bit_manipulation,00000011,00000111,False,00000111,False,reject_consensus,False,0,8,Per-bit analysis for 00101111:
9f1ff166,equation_transform,[,"""]'/",False,,False,reject_equation_v2_abstain,False,0,,Could not solve
82ae858c,bit_manipulation,11001101,11111101,False,11100001,False,reject_consensus,False,0,4,Per-bit analysis for 00110111:
1282c5c5,bit_manipulation,00001110,00001110,True,00001000,False,reject_consensus,False,0,6,Per-bit analysis for 01101110:
432b1110,equation_transform,%[:?,\{<?,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
f333b67f,equation_transform,100,100,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
f7d26b8d,equation_transform,/@,[}}\,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
5ba26f21,bit_manipulation,01011100,01111110,False,00000000,False,reject_consensus,False,0,4,Per-bit analysis for 11101001:
a00fe76a,bit_manipulation,10111011,10111011,True,10111011,True,accept_exact_global,True,0,8,Global unary: output = ROL6(input)
8e56a42e,equation_transform,%/<>,%/<>,True,,False,reject_equation_v2_abstain,False,0,,Could not solve
0e3962f6,bit_manipulation,11111110,11111110,True,11111110,True,accept_exact_global,True,0,8,Global unary: output = ROL3(input)
20f0fac9,equation_transform,2976,65,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
26e48e98,equation_transform,){|,"""%]%{""",False,,False,reject_equation_v2_abstain,False,0,,Could not solve
0290f51a,bit_manipulation,10101111,10101111,True,10101111,True,reject_consensus,False,0,8,Per-bit analysis for 11010001:
c30a782a,bit_manipulation,01000110,01000110,True,01000110,True,accept_exact_global,True,0,8,"Global binary: output = AND_NOT(ROL5(input), SHL4(input))"
3d24aef4,bit_manipulation,10100101,10100101,True,10100101,True,accept_exact_global,True,0,8,"Global binary: output = XOR(ROL3(input), SHR7(input))"
5501c054,equation_transform,[#>#,!##^,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
ea6d926a,equation_transform,87,37,False,,False,reject_equation_v2_abstain,False,0,,Could not solve
