split,id,line_no,family,subcategory,rule_class,negative_type,chosen_box,rejected_box,answer,adapter_prediction,chosen_tokens,rejected_tokens,chosen_rejected_token_ratio,rejected_much_shorter,chosen_box_matches_answer,rejected_box_matches_adapter_prediction,chosen_box_equals_adapter_prediction,chosen_mentions_adapter_prediction,chosen_mentions_public_train_label_audit,chosen_box_count,rejected_box_count,prompt_sha256,source_id
train,v435e_hard_negative_1b019515,87,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,134,20,134,20,31,26,1.192308,False,True,True,False,True,True,1,1,71b8150e46af4cc086257dd6de4a89ffa5d911313e2ab4de17d7b1f0fb2a4ee9,1b019515
train,v435e_hard_negative_1c2e9814,88,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,'?\},"""%^/",'?},"""%^/",35,26,1.346154,False,True,True,False,True,True,1,1,20e17f9cf3c2cbd1c3b77e8a977eb117567ee6745ffb22828443fc6a876bc2f5,1c2e9814
train,v435e_hard_negative_1c4861e6,89,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,993,79,993,79,31,26,1.192308,False,True,True,False,True,True,1,1,1b3dae528f31e038306ecd6f4b0c8fcd7375291371a6414802c39a70c3b244ba,1c4861e6
train,v435e_hard_negative_1cce5949,90,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,[?\},`,[?},`,32,26,1.230769,False,True,True,False,True,True,1,1,ad89c81bdf615e7b9c54fc407e528e2aa598122525a79578d3e7e39a72f75298,1cce5949
train,v435e_hard_negative_1d15b7e6,91,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,|['\{,|[$[,|['{,|[$[,42,26,1.615385,False,True,True,False,True,True,1,1,0c97b696dc21de26ee002d5cf1ab1fe57f4992227b493bc8afa00b9a750d3dff,1d15b7e6
train,v435e_hard_negative_1eaf6228,92,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,483,19,483,19,31,26,1.192308,False,True,True,False,True,True,1,1,d22ce3118709ca60e7847f1f45d035b9e830da39124cdcc30a18ae0cbf6d8397,1eaf6228
train,v435e_hard_negative_1f64478c,93,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,:\{,#!>\\,:{,#!>\,41,26,1.576923,False,True,True,False,True,True,1,1,d976cd94248c3817765117efd9392e85593b1446dafa03b05277c435f8dc9e0c,1f64478c
train,v435e_hard_negative_1f7cf3b9,94,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,\\@:],)\{\\^,\@:],){\^,35,35,1.0,False,True,True,False,False,True,1,1,70c71d4273c20ae6d28acd45b93ebeba725a44a66b49d8dcdcc9406ec967d3d4,1f7cf3b9
train,v435e_hard_negative_1fb37a08,95,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,$!:,|$<$,$!:,|$<$,34,26,1.307692,False,True,True,False,True,True,1,1,f84234ddf469096f692e2c1935ec2bac162c6749b2e88329f276bd2c83283e48,1fb37a08
train,v435e_hard_negative_209d28ca,96,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,171,03,171,03,31,26,1.192308,False,True,True,False,True,True,1,1,fb3a2330b8c6024031d687d17c94d9ae76adfeaf26b640b219c9d17c57ff125b,209d28ca
train,v435e_hard_negative_20e6b2d1,97,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,'',@`](,'',@`](,34,26,1.307692,False,True,True,False,True,True,1,1,30a7a34860fd5e8019528181cc1e75cbd52b908a720c4158e7591eb5cf8102f2,20e6b2d1
train,v435e_hard_negative_212e792d,98,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,)//,%))!,)//,%))!,34,26,1.307692,False,True,True,False,True,True,1,1,353cc2edc1c96fc9cde2c8cccdefdc7871a680c56f6a92d701fb10ebfcc91d21,212e792d
train,v435e_hard_negative_21dff465,99,equation_transform,equation_numeric_operator_to_symbolic,equation_numeric_operator_to_symbolic,hard_negative_adapter_exact_wrong,@9,9,@9,9,31,26,1.192308,False,True,True,False,True,True,1,1,dda8f7bdb2f4e9358e914cae66bb7baf9d851ad0f393ef58bb98b1a9bd4a02c9,21dff465
train,v435e_hard_negative_224efda1,100,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,7,]7,7,]7,32,26,1.230769,False,True,True,False,True,True,1,1,4192749366bb98e7d7769363c234107c4caef4662c11e40bd18b3a548ccdb267,224efda1
train,v435e_hard_negative_228bd26b,101,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,4012,28,4012,28,31,26,1.192308,False,True,True,False,True,True,1,1,73aa4217cdefe9e04e8fad319400ec344e750f296117bebac640f69e306d2882,228bd26b
train,v435e_hard_negative_234e5b9e,102,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,$]|&,)((#,$]|&,)((#,34,26,1.307692,False,True,True,False,True,True,1,1,5238bf19025a4e65f791a9e247746b0327c19b6e6f16d6a5ba0863cdb9c81567,234e5b9e
train,v435e_hard_negative_239771fb,103,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,|)\},"""'|",|)},"""'|",35,26,1.346154,False,True,True,False,False,True,1,1,cd722d12efd5c8a2451cae93c03d1c0e7b8c665d502bc7bc7e603b626c0d1e73,239771fb
train,v435e_hard_negative_23c59364,104,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,>/,"||"">",>/,"||"">",34,26,1.307692,False,True,True,False,True,True,1,1,1975640bacb5bf839da2070aaf76c8ef0f9c92e723bcf3bdc84a792c152be058,23c59364
train,v435e_hard_negative_23f98595,105,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,03,36,03,36,31,26,1.192308,False,True,True,False,True,True,1,1,d14f1cce391f2f67f451d4fe355192399691abe6fc170bb6109a49d4c6f51afd,23f98595
train,v435e_hard_negative_24750c4a,106,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,?)/\{,|/||,?)/{,|/||,42,26,1.615385,False,True,True,False,True,True,1,1,7902f67baf08f42e39de12e3ea0cc509ca33ad010f3eb8ae8b291a282b0b38cd,24750c4a
train,v435e_hard_negative_252d0997,107,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,-/@,)[`/,-/@,)[`/,34,26,1.307692,False,True,True,False,True,True,1,1,1f08e8ceec2a8d5be2146d541906433ff08de62e54b3fa0f1c0f7204032ee317,252d0997
train,v435e_hard_negative_25e89624,108,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,"[""$",>)\\|,"[""$",>)\|,35,26,1.346154,False,True,True,False,False,True,1,1,8199f0ed919777546649d221216de0e0fb24b9ffb30206cca7904fc8399d7bfa,25e89624
train,v435e_hard_negative_25eb7b03,109,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,23,#23,23,#23,32,26,1.230769,False,True,True,False,True,True,1,1,7f7f47e795ffb7c50e5e49eff067c56e3b934ce2781eb0329b58cac1d1557c48,25eb7b03
validation,v435e_hard_negative_01e09228,1,bit_manipulation,bit_adapter_exact_wrong,bit_adapter_exact_wrong,hard_negative_adapter_exact_wrong,10010101,10111001,10010101,10111001,31,26,1.192308,False,True,True,True,True,True,1,1,cf90e097504d962f2057372a76aa18ae36a7e19d33b47971f1c1cc323f9ee607,01e09228
validation,v435e_hard_negative_07d61ec8,2,bit_manipulation,bit_adapter_exact_wrong,bit_adapter_exact_wrong,hard_negative_adapter_exact_wrong,10111101,10011001,10111101,10011001,31,26,1.192308,False,True,True,True,True,True,1,1,c7d7200cc17cf29d2759f74ce6d539da9daa2776c81eafa214c873018f691099,07d61ec8
validation,v435e_hard_negative_00d8b3db,3,equation_transform,equation_numeric_operator_to_symbolic,equation_numeric_operator_to_symbolic,hard_negative_adapter_exact_wrong,17/,17,17/,17,31,26,1.192308,False,True,True,False,True,True,1,1,114479ef76dbb0f37d2cf63fdebf9c0a704370a004633c95fa728486ee9ef551,00d8b3db
validation,v435e_hard_negative_012cab1f,4,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,|@\{,\{`(&,|@{,{`(&,41,34,1.205882,False,True,True,False,True,True,1,1,6f5ef31615e7262a3a2a116d3180511e1cd33c459ebf45ad3c58a86753a745a5,012cab1f
validation,v435e_hard_negative_022c4d73,5,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,!',:!'/,!',:!'/,34,26,1.307692,False,True,True,False,True,True,1,1,45776b2ff4cfebba82fdae4d8974ccf4a8e42b7d7999ee1fc4cb106c7a22c11c,022c4d73
validation,v435e_hard_negative_053b4c86,6,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,(@(],(@]&,(@(],(@]&,34,26,1.307692,False,True,True,False,True,True,1,1,fc02b77dde3dfdd6f8297f58b93597939dd1aa64885de729fadfff235a7edb42,053b4c86
validation,v435e_hard_negative_05bd2dab,7,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,[)),'&?!,[)),'&?!,34,26,1.307692,False,True,True,False,True,True,1,1,ab4449bbfaf0a78b61159ee7af967c8b4341d09b412adee9d1076864352be0ce,05bd2dab
validation,v435e_hard_negative_05c36467,8,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,%%\\,"""&($""",%%\,"""&($""",35,26,1.346154,False,True,True,False,True,True,1,1,19f2edd180f64336bba29089616a65e18ec80927e99321270a66d89838075bba,05c36467
validation,v435e_hard_negative_0625f633,9,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,@@//,))(!,@@//,))(!,34,26,1.307692,False,True,True,False,True,True,1,1,46a00250c64e693069a392ebd913c859de348dbef7ae4f6e0f5fbaca31b7b040,0625f633
validation,v435e_hard_negative_0a2b9109,10,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,-?:,$^[:,-?:,$^[:,34,26,1.307692,False,True,True,False,True,True,1,1,f6e27c15e1bb6d57b030debd78516629e65be3b2c3ee321d5d9dde3502cb2033,0a2b9109
validation,v435e_hard_negative_0f01cece,11,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,@^,:(@`\\,@^,:(@`\,36,26,1.384615,False,True,True,False,True,True,1,1,ab0610591f4f535edc4bfa53042b29434251429e9c5e137815711570510ed8a9,0f01cece
validation,v435e_hard_negative_108067c3,12,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,$$`,['<),$$`,['<),34,26,1.307692,False,True,True,False,True,True,1,1,18d2ac9f142ff0373cc36ea39752a8a38fd0d129a544d0d1e9b8d2da31510599,108067c3
validation,v435e_hard_negative_11fee43b,13,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,]&'[,&/',]&'[,&/',33,26,1.269231,False,True,True,False,True,True,1,1,b0b0348be080dc150ccdbd4c2e2a5a83bb0f67ee171e825caae0be236740869b,11fee43b
validation,v435e_hard_negative_17093b07,14,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,>\{\{,:<`,>{{,:<`,41,26,1.576923,False,True,True,False,True,True,1,1,223d2b44e7e8dea036bf1d2506d2678c5470a9fca8ae1c24c8eca021fd1cc7e2,17093b07
validation,v435e_hard_negative_175fc78a,15,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,!)(',^!![,!)(',^!![,34,26,1.307692,False,True,True,False,True,True,1,1,14ac386a68b9ec7ae9ce478cc921243216f5055fb465583e4c144622651941fc,175fc78a
validation,v435e_hard_negative_1785b35e,16,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,:^:/,(!?!,:^:/,(!?!,34,26,1.307692,False,True,True,False,True,True,1,1,60da28834df7667ba939db4a356b8571a84a1078c1be61b88ec672f16e76e66b,1785b35e
validation,v435e_hard_negative_1a28140b,17,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,%`&,"""#[/""",%`&,"""#[/""",35,26,1.346154,False,True,True,False,True,True,1,1,25cf3a399eea7ffff81f001b4d6807789d08c8a9da27abb3f575768be7c4c96c,1a28140b
validation,v435e_hard_negative_1b3beb8f,18,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,108,65,108,65,31,26,1.192308,False,True,True,False,True,True,1,1,73fcf5d3d2f00042667183776b0dd30cb1e67cbafd87e9685f3efdf004dc3710,1b3beb8f
validation,v435e_hard_negative_1da822f1,19,equation_transform,equation_numeric_operator_to_number,equation_numeric_operator_to_number,hard_negative_adapter_exact_wrong,598,03,598,03,31,26,1.192308,False,True,True,False,True,True,1,1,4850e01714739764308c7815834e7c85240aef1b21336ea7b2890b7307425e6e,1da822f1
validation,v435e_hard_negative_21ee162c,20,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,'&\{,'$/&,'&{,'$/&,41,26,1.576923,False,True,True,False,True,True,1,1,877fa9180540048480df375167a57b68aca05f4a8d9791504e7070aa94ac0011,21ee162c
validation,v435e_hard_negative_223b2899,21,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,<[\{?,??>`,<[{?,??>`,42,26,1.615385,False,True,True,False,True,True,1,1,86bc87caa7085b6b724b72e4878910eea81d6cb5fce2340912295319d8d34cff,223b2899
validation,v435e_hard_negative_226cbdf8,22,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,#[`,) )#,#[`,) )#,33,26,1.269231,False,True,True,False,True,True,1,1,bb9ada2cd6449beaef4ef322aea5275bc6e4b0199a3a35c059bb34d6a3a37d6f,226cbdf8
validation,v435e_hard_negative_236a2204,23,equation_transform,equation_symbolic_short,equation_symbolic_short,hard_negative_adapter_exact_wrong,`>,\{]],`>,{]],33,33,1.0,False,True,True,False,True,True,1,1,9f5bc9b17df7ecdeb14cfc85fa623947750f047d81bafd5a60487dccb061ff41,236a2204
validation,v435e_hard_negative_24b2d8eb,24,equation_transform,equation_symbolic_sequence,equation_symbolic_sequence,hard_negative_adapter_exact_wrong,/[:`,`!/[,/[:`,`!/[,34,26,1.307692,False,True,True,False,True,True,1,1,b83fd2427cec1a7bd295e976fcdace4d4de6b03675b836a1fa25435358f43e42,24b2d8eb
