id,subtype,answer_kind,answer,baseline_prediction,baseline_correct,v269_checkpoint2_prediction,v269_checkpoint2_correct,v269_final_prediction,v269_final_correct,any_candidate_gain,query,example_count,operator_set,prompt_preview
cdec898a,equation_symbolic_punct,symbolic,<?/,>}][?,False,>}][?,False,output: 【>}】【]?】-> 【{>}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?}?},False,False,>}+]?,0,+>?]},"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: )>-}] = -<% %`-/` = / `>+%/ = )? <}+)] = }?/ Now, determine the result for: >}+]?"
cf4c04c0,equation_symbolic_punct,symbolic,-[,@|#|,False,@|#|,False,@|#|,False,False,@|-#|,0,#-@|,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: ${*#{ = '@@{ '{*[[ = $:/[ {$-[# = |( |:-[: = ( ([*:[ = /(: Now, determine the result for: @|-#|"
d0e1010b,equation_symbolic_punct,symbolic,!&&},|&$|,False,|&$|,False,|&$|,False,False,|&*$|,0,$&*|,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: ''+^> = !^& >^+>! = !%^ '#*>| = >}&$ ^'*%| = !$^# Now, determine the result for: |&*$|"
d129b085,equation_symbolic_punct,symbolic,##$,!>``,False,!>``,False,!>``,False,False,!>+,0,!+>,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: @\+!"" = `$$ #\+>! = \@ <@*>"" = @#`] !]*@] = #>`` Now, determine the result for: !>+`"""
d1bd7478,equation_numeric_operator,numeric,30,03,False,3,False,03,False,False,37:67,4,$:=|,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: 89$90 = 8010 88:77 = 11 10|87 = 98 41|87 = 129 Now, determine the result for: 37:67"
d29e19a4,equation_symbolic_punct,symbolic,?|,|''>,False,|''>,False,|''>,False,False,|'$>',0,$'>|,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: >&]?\ = ]&: ?}$|? = #}: &}$>} = ?\ |\+?| = |^#| Now, determine the result for: |'$>'"
d5a03a2e,equation_symbolic_punct,symbolic,>>,""")&&",False,""")&&",False,""")&&",False,False,""""")&&",0,"""&)","In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: ?{+&% = @/^ !?)>^ = & @{`&/ = ?!{ ^{`?? = &> Now, determine the result for: """")&&"
d911e8e1,equation_symbolic_punct,symbolic,:\:,@}<',False,@}<',False,@}<',False,False,@})<',0,')<@},"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: ""#)@& = :#: }'('' = \'""} :>$:} = $} Now, determine the result for: @})<'"
d98d85c0,equation_symbolic_punct,symbolic,?(&@,(@@?,False,(@@?,False,(@@?,False,False,(@+@?,0,(+?@,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: (#-`> = '' |'-'# = || @&+'> = '&&& Now, determine the result for: (@+@?"
e1728524,equation_numeric_operator,numeric,1089,0,False,0,False,0,False,False,99/99,5,&/:=,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: 12&13 = 01 57:58 = 161 06&91 = 14& 64:92 = 67 87&89 = 02 Now, determine the result for: 99/99"
e3890bf7,equation_symbolic_punct,symbolic,{@%],(^@{,False,(^@{,False,(^@{,False,False,(^*{@,0,(*@^{,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: (^}#% = @$( ?^*#? = ^@#^ {(}&? = &{( Now, determine the result for: (^*{@"
e3bf0c2c,equation_symbolic_punct,symbolic,"""`",@`',False,@`'',False,@`'',False,False,@,0,@,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: @"")`[ = ^^`[ /`)@& = \'"""" '')'& = '`& `/)""( = @&\& \/}@` = `[ Now, determine the result for: @`}''"
e3fbc768,equation_symbolic_punct,symbolic,'(^),%??,False,%??,False,%??,False,False,{%/??,0,%/?{,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: ??/:^ = ){)? :'`^) = [ {!`)( = % Now, determine the result for: {%/??"
e4cc7639,equation_numeric_operator,numeric,113,16,False,16,False,16,False,False,48*64,5,!*=[,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: 62[83 = 5146 99[39 = 3861 14[53 = 742 33[43 = 1419 80!25 = 5 Now, determine the result for: 48*64"
e582df31,equation_symbolic_punct,symbolic,}@,"""']@",False,"""']@",False,"""']@",False,False,"""'?]@",0,"""'?@]","In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: }#[""' = :@}' ]]!^"" = #"" ]/?}] = ?@# Now, determine the result for: ""'?]@"
ea6d926a,equation_numeric_operator,numeric,87,37,False,37,False,37,False,False,25+62,4,*+-=,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: 15-77 = 62 78*32 = 2002 41-05 = 8 95*11 = 056 Now, determine the result for: 25+62"
eb1a62f7,equation_symbolic_punct,symbolic,>!>},){>),False,){>),False,){>),False,False,)}*>),0,)*>},"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: )^-{! = -(@ >)+}@ = }}{ %%+?^ = )@{ Now, determine the result for: )}*>)"
ec8b4875,equation_symbolic_punct,symbolic,"|""]",|@<!,False,|@<!,False,|@<!,False,False,|@*<!,0,!*<@|,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: %?*:? = ?"":: ""<*<% = <]]? @:-:: = -"" Now, determine the result for: |@*<!"
edf364da,equation_symbolic_punct,symbolic,$(%,::{[,False,::{[,False,::{[,False,False,::*{[,0,*:[{,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: [!+$! = {:$ ??*!{ = {:[? {|+?] = ][ Now, determine the result for: ::*{["
f7d26b8d,equation_symbolic_punct,symbolic,/@,[}}\,False,[}}\,False,[}}\,False,False,[}-}\,0,-[\},"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: %[-]% = }\ \}-%` = -\} /[+}[ = [`@ ``*$] = /$\] $}*}\ = $[/@ Now, determine the result for: [}-}\"
f9799a68,equation_symbolic_punct,symbolic,&:/?,:^?\,False,:^?\,False,:^?\,False,False,:^*?\,0,*:?\^,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: /&+`& = `&/& |`+`| = `||` ?&+[` = [`?& `[-|$ = &? Now, determine the result for: :^*?\"
f9a33aa1,equation_symbolic_punct,symbolic,/((`,@($/,False,@($/,False,@($/,False,False,@(\$/,0,$(/@\,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: (}\@@ = %(`} }}'%% = '(( &}\$` = }#$# %/'&( = '}/ Now, determine the result for: @(\$/"
fb623471,equation_numeric_operator,numeric,-21,21,False,21,False,21,False,False,08-29,3,*-=,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: 84*57 = 1063 67-37 = 3 77*65 = 3134 Now, determine the result for: 08-29"
fba40625,equation_symbolic_punct,symbolic,'>&,{>?#,False,{>?#,False,{>?#,False,False,{>'?#,0,#'>?{,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: ?>/)] = ?>)] #?'{% = {? >{'#^ = '&& >>`#] = {#?> Now, determine the result for: {>'?#"
fdbdf50c,equation_symbolic_punct,symbolic,"-\""",|?|,False,|?|,False,|?|,False,False,|\-?|,0,-?\|,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: %?-)\ = ^] ??-?? = % <^}""| = ?< ]^(?] = ""'< )'-?"" = ^| Now, determine the result for: |\-?|"
ff121f08,equation_symbolic_punct,symbolic,#<,!%<<,False,!%<<,False,!%<<,False,False,!%+<<,0,!%+<,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples: %`+^< = +<% #!(!< = %#@ `^(%^ = %[`> #^\!! = /# `>\`` = #^` Now, determine the result for: !%+<<"
