id,family,source,status,prediction,answer,baseline_prediction,baseline_correct,candidate_correct,reason,proof
4353cd0b,bit_manipulation,v412_bit_lut_k123,abstain,,00100001,00100001,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [30], ""consistent_counts"": [34], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
7688e06e,equation_transform,v412_equation_vsa_ranked,candidate,55,-55,55,False,False,v412_vsa_ranked_unique_prediction,v412_numeric_vsa:same_op:rev_abs_diff:revop=0:revres=1=>55@44; v412_numeric_vsa:all_ops:rev_abs_diff:revop=0:revres=1=>55@49; v412_numeric_vsa:same_op:rev_sub_ab:revop=0:revres=1=>-55@87; v412_numeric_vsa:all_ops:rev_sub_ab:revop=0:revres=1=>-55@92
30ba0cf4,bit_manipulation,v412_bit_lut_k123,abstain,,01101101,01101101,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [15], ""consistent_counts"": [38], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -6}"
dbd0e3c9,equation_transform,v412_equation_vsa_ranked,abstain,,5631,5631,True,False,no_consistent_vsa_program,"{""program_count"": 2, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
8fbd2477,bit_manipulation,v412_bit_lut_k123,abstain,,01011010,01011010,True,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [4, 9, 9], ""consistent_counts"": [11, 10, 10], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
ba61b815,bit_manipulation,v412_bit_lut_k123,abstain,,00001101,00001101,True,False,ambiguous_lut_prediction_bit_4,"{""accepted_counts"": [20, 69, 69, 69, 16], ""consistent_counts"": [31, 92, 92, 92, 33], ""reason"": ""ambiguous_lut_prediction_bit_4"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -6}"
2e2d60b2,equation_transform,v412_equation_vsa_ranked,abstain,,07,07,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
5f9f0ed7,equation_transform,v412_equation_vsa_ranked,abstain,,}/!},|!@[,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
333d93ec,equation_transform,v412_equation_vsa_ranked,abstain,,7,7,True,False,no_consistent_vsa_program,"{""program_count"": 2, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
74fff108,equation_transform,v412_equation_vsa_ranked,abstain,,49,49,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
c43b5a13,equation_transform,v412_equation_vsa_ranked,abstain,,)|,$):$,False,False,ambiguous_near_top_vsa_predictions,"{""near_predictions"": [""{<"", ""{|""], ""program_count"": 16, ""ranked_count"": 16, ""reason"": ""ambiguous_near_top_vsa_predictions"", ""status"": ""abstain"", ""top_programs"": [{""ood"": 8, ""prediction"": ""{<"", ""probe_count"": 22, ""program_name"": ""$->,&->,(->|,)->{,+->,-->{,/->|,:-><,<->,{->,|->"", ""rule_class"": ""v412_symbolic_transducer"", ""score"": 105, ""undefined"": 0}, {""ood"": 8, ""prediction"": ""{|"", ""probe_count"": 22, ""program_name"": ""$->,&->{,(->,)->{,+->|,-->|,/->,:->,<-><,{->,|->"", ""rule_class"": ""v412_symbolic_transducer"", ""score"": 105, ""undefined"": 0}, {""ood"": 8, ""prediction"": ""{<"", ""probe_count"": 22, ""program_name"": ""$->,&->{,(->|,)->{,+->,-->,/->|,:-><,<->,{->,|->"", ""rule_class"": ""v412_symbolic_transduce"
b0206bb7,equation_transform,v412_equation_vsa_ranked,abstain,,]$!,$){,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
638f93ca,equation_transform,v412_equation_vsa_ranked,abstain,,@,$]<$,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
5b9964c7,bit_manipulation,v412_bit_lut_k123,abstain,,00011011,00011011,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [18, 21], ""consistent_counts"": [32, 51], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -2}"
a6f7139f,bit_manipulation,v412_bit_lut_k123,abstain,,11000000,11000000,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [27], ""consistent_counts"": [42], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
b2fb65cf,bit_manipulation,v412_bit_lut_k123,abstain,,11000011,11000011,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [7, 9], ""consistent_counts"": [8, 11], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
4bfd095a,equation_transform,v412_equation_vsa_ranked,abstain,,{<<<,@/[@,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
7a422e17,equation_transform,v412_equation_vsa_ranked,abstain,,%'!,"#`""",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
7192535b,bit_manipulation,v412_bit_lut_k123,abstain,,00000010,00001010,False,False,ambiguous_lut_prediction_bit_4,"{""accepted_counts"": [29, 41, 41, 6, 19], ""consistent_counts"": [31, 44, 44, 13, 32], ""reason"": ""ambiguous_lut_prediction_bit_4"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
5b2523e6,equation_transform,v412_equation_vsa_ranked,abstain,,&&,><\$,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
dbb611da,bit_manipulation,v412_bit_lut_k123,abstain,,00000001,00000001,True,False,ambiguous_lut_prediction_bit_5,"{""accepted_counts"": [4, 68, 68, 68, 68, 26], ""consistent_counts"": [7, 92, 92, 92, 92, 32], ""reason"": ""ambiguous_lut_prediction_bit_5"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
0fe53bac,equation_transform,v412_equation_vsa_ranked,abstain,,"(""",^?(|,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
07ceed47,bit_manipulation,v412_bit_lut_k123,candidate,10000101,10000101,10000101,True,True,v412_lut_unique_or_top_consensus,"b0:LUT1(7,); b1:LUT1(2,)|LUT1(3,)|LUT1(4,)|LUT1(5,)|LUT1(7,); b2:LUT1(2,)|LUT1(3,)|LUT1(4,)|LUT1(5,)|LUT1(7,); b3:LUT1(0,); b4:LUT1(1,); b5:LUT1(2,); b6:LUT1(3,); b7:LUT1(4,)"
274def88,equation_transform,v412_equation_vsa_ranked,abstain,,92,-92,False,False,no_consistent_vsa_program,"{""program_count"": 1, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
7aa4fdf0,bit_manipulation,v412_bit_lut_k123,abstain,,00000001,00000001,True,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [25, 6, 20], ""consistent_counts"": [38, 10, 36], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
03a3437f,equation_transform,v412_equation_vsa_ranked,abstain,,-!,'}>/,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
f2014638,bit_manipulation,v412_bit_lut_k123,abstain,,10011010,10011010,True,False,ambiguous_lut_prediction_bit_4,"{""accepted_counts"": [32, 22, 21, 28, 26], ""consistent_counts"": [33, 29, 35, 38, 32], ""reason"": ""ambiguous_lut_prediction_bit_4"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
a8ea0e29,bit_manipulation,v412_bit_lut_k123,candidate,00000000,00000000,00000000,True,True,v412_lut_unique_or_top_consensus,"b0:LUT1(7,); b1:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(4,)|LUT1(5,); b2:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(4,)|LUT1(5,); b3:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(4,)|LUT1(5,); b4:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(4,)|LUT1(5,); b5:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(4,)|LUT1(5,); b6:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(4,)|LUT1(5,); b7:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(4,)|LUT1(5,)"
30ac5c8e,equation_transform,v412_equation_vsa_ranked,abstain,,)#?,@\}?,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
3cfc5f9c,bit_manipulation,v412_bit_lut_k123,candidate,00010111,01110111,01110111,True,False,v412_lut_unique_or_top_consensus,"b0:LUT2(1, 4)|LUT2(3, 4)|LUT2(4, 6); b1:LUT2(1, 4)|LUT2(3, 4)|LUT2(4, 6); b2:LUT2(3, 6); b3:LUT2(6, 7); b4:LUT1(7,); b5:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,); b6:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,); b7:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,)"
08d8d7e1,equation_transform,v412_equation_vsa_ranked,abstain,,88,88,True,False,no_consistent_vsa_program,"{""program_count"": 1, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
ff121f08,equation_transform,v412_equation_vsa_ranked,abstain,,#<,!%<<,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
114a7439,bit_manipulation,v412_bit_lut_k123,abstain,,01110001,01110001,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [29], ""consistent_counts"": [42], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
343095d3,bit_manipulation,v412_bit_lut_k123,abstain,,01010100,01010100,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [8, 9], ""consistent_counts"": [10, 12], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
a4dd4cce,bit_manipulation,v412_bit_lut_k123,abstain,,10110010,10110010,True,False,ambiguous_lut_prediction_bit_3,"{""accepted_counts"": [29, 25, 24, 20], ""consistent_counts"": [36, 29, 29, 37], ""reason"": ""ambiguous_lut_prediction_bit_3"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -6}"
6b11c05f,bit_manipulation,v412_bit_lut_k123,abstain,,00100010,00100010,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [6, 28], ""consistent_counts"": [8, 46], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -2}"
42cb233d,equation_transform,v412_equation_vsa_ranked,abstain,,881,881,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
ec8b4875,equation_transform,v412_equation_vsa_ranked,abstain,,"|""]",|@<!,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
e3fbc768,equation_transform,v412_equation_vsa_ranked,abstain,,'(^),{%??,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
6cc5dafb,equation_transform,v412_equation_vsa_ranked,abstain,,)(,^&>),False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
d5a03a2e,equation_transform,v412_equation_vsa_ranked,abstain,,>>,""")&&",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
eea91b82,bit_manipulation,v412_bit_lut_k123,candidate,00101110,00101111,00101111,True,False,v412_lut_unique_or_top_consensus,"b0:LUT2(3, 6); b1:LUT2(4, 7); b2:LUT2(0, 5); b3:LUT2(4, 7); b4:LUT2(2, 7); b5:LUT2(0, 3)|LUT2(0, 6)|LUT2(3, 4)|LUT2(4, 6)|LUT2(4, 7); b6:LUT1(4,); b7:LUT1(5,)"
4736daab,bit_manipulation,v412_bit_lut_k123,abstain,,01000111,01000111,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [16], ""consistent_counts"": [32], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
8bebef83,equation_transform,v412_equation_vsa_ranked,abstain,,3388,3388,True,False,no_consistent_vsa_program,"{""program_count"": 2, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
efc2b69d,bit_manipulation,v412_bit_lut_k123,abstain,,10111100,10111100,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [31], ""consistent_counts"": [45], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
a794d193,bit_manipulation,v412_bit_lut_k123,abstain,,01011101,01011101,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [21], ""consistent_counts"": [33], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -6}"
0f7ddd75,bit_manipulation,v412_bit_lut_k123,abstain,,11110110,11110110,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [15], ""consistent_counts"": [15], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
27cec7a9,equation_transform,v412_equation_vsa_ranked,abstain,,3341,3341,True,False,no_consistent_vsa_program,"{""program_count"": 1, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
a6704625,bit_manipulation,v412_bit_lut_k123,abstain,,00001101,00011111,False,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [11], ""consistent_counts"": [11], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 0}"
d117113e,bit_manipulation,v412_bit_lut_k123,abstain,,00000000,00000000,True,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [52, 52, 11], ""consistent_counts"": [92, 92, 43], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
4aeed935,equation_transform,v412_equation_vsa_ranked,abstain,,1455,1455,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
6f7a9048,bit_manipulation,v412_bit_lut_k123,abstain,,00101000,00101000,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [16], ""consistent_counts"": [30], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -10}"
8740ed31,bit_manipulation,v412_bit_lut_k123,abstain,,01101000,01101000,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [10], ""consistent_counts"": [17], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 10}"
fb623471,equation_transform,v412_equation_vsa_ranked,abstain,,-21,21,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
88b43464,equation_transform,v412_equation_vsa_ranked,abstain,,5311,5311,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
209c43f0,equation_transform,v412_equation_vsa_ranked,abstain,,101,101,True,False,no_consistent_vsa_program,"{""program_count"": 1, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
8ac52d78,bit_manipulation,v412_bit_lut_k123,abstain,,00010000,00010000,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [16], ""consistent_counts"": [23], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 6}"
f507b7f1,bit_manipulation,v412_bit_lut_k123,abstain,,11001100,11011100,False,False,ambiguous_lut_prediction_bit_3,"{""accepted_counts"": [19, 19, 19, 30], ""consistent_counts"": [20, 20, 21, 33], ""reason"": ""ambiguous_lut_prediction_bit_3"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
d129b085,equation_transform,v412_equation_vsa_ranked,abstain,,##$,!>``,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
368f20dd,bit_manipulation,v412_bit_lut_k123,abstain,,10000101,10000101,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [14], ""consistent_counts"": [31], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
e582df31,equation_transform,v412_equation_vsa_ranked,abstain,,}@,"""']@",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
a77be9fa,equation_transform,v412_equation_vsa_ranked,abstain,,"[""",{>$[,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
5a19f71a,bit_manipulation,v412_bit_lut_k123,abstain,,11100010,11100010,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [15], ""consistent_counts"": [18], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 6}"
78d02fc5,bit_manipulation,v412_bit_lut_k123,abstain,,11001001,11001011,False,False,ambiguous_lut_prediction_bit_4,"{""accepted_counts"": [8, 3, 14, 8, 17], ""consistent_counts"": [20, 7, 29, 29, 40], ""reason"": ""ambiguous_lut_prediction_bit_4"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
4166067c,bit_manipulation,v412_bit_lut_k123,candidate,01110110,01110110,01110110,True,True,v412_lut_unique_or_top_consensus,"b0:LUT1(7,); b1:LUT1(7,); b2:LUT1(0,); b3:LUT1(1,); b4:LUT1(2,)|LUT1(5,); b5:LUT1(3,); b6:LUT1(4,); b7:LUT1(2,)|LUT1(5,)"
49fb46e8,bit_manipulation,v412_bit_lut_k123,abstain,,01001110,01001110,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [35], ""consistent_counts"": [40], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
779bb1f3,bit_manipulation,v412_bit_lut_k123,abstain,,10000001,10000001,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [43, 30], ""consistent_counts"": [45, 32], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
e2b02e13,bit_manipulation,v412_bit_lut_k123,abstain,,01111110,01111110,True,False,ambiguous_lut_prediction_bit_4,"{""accepted_counts"": [8, 23, 23, 20, 22], ""consistent_counts"": [11, 29, 29, 29, 36], ""reason"": ""ambiguous_lut_prediction_bit_4"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
f8d6abd1,equation_transform,v412_equation_vsa_ranked,abstain,,5543,5543,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
21245d76,bit_manipulation,v412_bit_lut_k123,abstain,,01111111,01111111,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [2, 8], ""consistent_counts"": [10, 10], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 6}"
4ed6b56f,equation_transform,v412_equation_vsa_ranked,abstain,,"(""/""",!:`(,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
e0eba119,bit_manipulation,v412_bit_lut_k123,abstain,,00010010,00010010,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [24], ""consistent_counts"": [35], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 8}"
55014a7a,bit_manipulation,v412_bit_lut_k123,abstain,,01010000,01010000,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [20], ""consistent_counts"": [30], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 8}"
0fe06e8c,bit_manipulation,v412_bit_lut_k123,abstain,,10010010,10010010,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [19, 14], ""consistent_counts"": [29, 32], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -10}"
f8fc43d2,bit_manipulation,v412_bit_lut_k123,abstain,,11100100,11100100,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [28], ""consistent_counts"": [35], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -6}"
208d7838,equation_transform,v412_equation_vsa_ranked,abstain,,[:,[&<>,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
58c099d2,equation_transform,v412_equation_vsa_ranked,abstain,,-)\,^!#\,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
d40ce15d,bit_manipulation,v412_bit_lut_k123,abstain,,00010000,00010000,True,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [16, 17, 7], ""consistent_counts"": [29, 29, 31], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
3cb3fd89,equation_transform,v412_equation_vsa_ranked,abstain,,[[&],]$$),False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
c711f9dd,bit_manipulation,v412_bit_lut_k123,abstain,,11000000,11000000,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [71, 31], ""consistent_counts"": [92, 36], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
a26065d4,equation_transform,v412_equation_vsa_ranked,abstain,,<',<&<#,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
55d834d1,bit_manipulation,v412_bit_lut_k123,abstain,,00111111,10111111,False,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [17], ""consistent_counts"": [33], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 10}"
194695e8,equation_transform,v412_equation_vsa_ranked,abstain,,%,!\{<,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
4ef88f92,bit_manipulation,v412_bit_lut_k123,abstain,,01010111,01010011,False,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [4, 9, 6], ""consistent_counts"": [7, 9, 11], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
5d77eff6,bit_manipulation,v412_bit_lut_k123,abstain,,00011100,00011100,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [8], ""consistent_counts"": [11], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 0}"
1a7c8520,bit_manipulation,v412_bit_lut_k123,abstain,,01100000,01100110,False,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [4], ""consistent_counts"": [20], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 10}"
1c671acc,bit_manipulation,v412_bit_lut_k123,abstain,,11111101,11111101,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [33], ""consistent_counts"": [40], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
528ec0d8,equation_transform,v412_equation_vsa_ranked,abstain,,-39,39,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
4bb8c6cd,equation_transform,v412_equation_vsa_ranked,abstain,,]}\!,]}\!,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
57712d01,equation_transform,v412_equation_vsa_ranked,abstain,,-/<,$/'{,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
d98d85c0,equation_transform,v412_equation_vsa_ranked,abstain,,?(&@,(@@?,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
b62f2e75,bit_manipulation,v412_bit_lut_k123,abstain,,00111111,00111111,True,False,ambiguous_lut_prediction_bit_4,"{""accepted_counts"": [74, 74, 26, 22, 33], ""consistent_counts"": [92, 92, 29, 29, 51], ""reason"": ""ambiguous_lut_prediction_bit_4"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
7ed40e8a,equation_transform,v412_equation_vsa_ranked,abstain,,180,180,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
491b8ea5,equation_transform,v412_equation_vsa_ranked,abstain,,)!,@|]!,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
eb1a62f7,equation_transform,v412_equation_vsa_ranked,abstain,,>!>},){>),False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
0bb591e6,equation_transform,v412_equation_vsa_ranked,abstain,,%?<,"""$%%""",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
c869b4f6,bit_manipulation,v412_bit_lut_k123,abstain,,10010001,10010001,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [29, 20], ""consistent_counts"": [29, 20], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
