id,subtype,answer,current_prediction,query,examples_count,query_len,answer_len,prediction_len,query_charset,answer_charset,query_symbols,example_input_symbols,example_output_symbols,query_symbols_seen_in_example_inputs,answer_chars_subset_query,answer_chars_subset_example_outputs,answer_is_subsequence_of_query,answer_is_substring_of_query,answer_reverse_is_substring_of_query,edit_distance_query_answer,v324_candidate_rows,v324_incorrect_candidates,v324_abstain_rows,cluster_key,priority_reason
8193e7e0,equation_symbolic_punct,??{`,#?&`,#?*&`,4,5,4,4,#&*?`,?`{,#&*?`,!#&'*+-/?]{,!#&'/?]{,False,False,False,False,False,False,3,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
5bcb572e,equation_symbolic_punct,-!#,"""{!""","""{-{!",3,5,3,4,"!""-{",!#-,"!""-{","!""()*+-[]{",!()/{,True,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
cdec898a,equation_symbolic_punct,<?/,>}][?,>}+]?,4,5,3,5,+>?]},/<?,+>?]},%)+-/<>]`},%)-/<?},False,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
edf364da,equation_symbolic_punct,$(%,::{[,::*{[,3,5,3,4,*:[{,$%(,*:[{,!$*+?[]{|,$:?[]{,False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
0e009c6d,equation_symbolic_punct,`?\!,@?`?,@?'`?,4,5,4,4,'?@`,!?\`,'?@`,%')*>@\`,!#)/>?@\,False,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
b4b73143,equation_symbolic_punct,>\:,>!!/,>!%!/,3,5,3,4,!%/>,:>\,!%/>,"!""#%*/:?[{",!#/?\{,False,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
861cb154,equation_numeric_operator,2271,10,14!24,3,5,4,2,!124,127,!,(`,(,False,False,False,False,False,False,5,0,0,5,equation_numeric_operator|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual
90feb0c5,equation_symbolic_punct,:<],?>>>,?>'>>,3,5,3,4,'>?,:<],'>?,')+:>\]`},):\]`},False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
b9f1d959,equation_symbolic_punct,:>,"$""\[""","$\+""[",5,5,2,5,"""$+[\",:>,"""$+[\","""&(+-:>[\`{","""&->[\`",False,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
ca5db1c0,equation_symbolic_punct,^,"\boxed({""'|})","(""-'|",3,5,1,13,"""'(-|",^,"""'(-|","""%)*-?@^`","""%?^|",False,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=1|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
9f1ff166,equation_symbolic_punct,[,"""]'/","""]-'/",4,5,1,4,"""'-/]",[,"""'-/]","""#'*-/>?]}","""#'/>}",True,False,False,False,False,False,5,0,0,21,equation_symbolic_punct|alen=1|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
432b1110,equation_symbolic_punct,%[:?,\{<?,\{*<?,4,5,4,4,*<?\{,%:?[,*<?\{,%+/@[\]{,%/@[\]{,False,False,False,False,False,False,4,3,3,18,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,v324_had_candidate_but_failed
f7d26b8d,equation_symbolic_punct,/@,[}}\,[}-}\,5,5,2,4,-[\},/@,-[\},$%*+-/[\]`},$-/@[\]`},True,False,True,False,False,False,5,0,0,21,equation_symbolic_punct|alen=2|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
20f0fac9,equation_numeric_operator,2976,65,31%96,4,5,4,2,%1369,2679,%,*],,False,False,False,False,False,False,4,0,0,5,equation_numeric_operator|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual
26e48e98,equation_symbolic_punct,){|,"""%]%{""","""])%{",5,5,3,6,"""%)]{",){|,"""%)]{","""#%()/<@]`{|","""#%)<@]{",True,False,False,False,False,False,4,0,0,21,equation_symbolic_punct|alen=3|qlen=5|qops_seen=1|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,opaque_symbolic_residual
5501c054,equation_symbolic_punct,[#>#,!##^,!#$#^,5,5,4,4,!#$^,#>[,!#$^,"!""#&')[\^{}","!""#>[^",False,False,True,False,False,False,3,0,0,21,equation_symbolic_punct|alen=4|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=1|ans_subseq_q=0,answer_chars_seen_in_outputs
ea6d926a,equation_numeric_operator,87,37,25+62,4,5,2,2,+256,78,+,*-,,False,False,False,False,False,False,5,0,0,5,equation_numeric_operator|alen=2|qlen=5|qops_seen=0|ans_subset_q=0|ans_subset_out=0|ans_subseq_q=0,numeric_operator_residual
