split,id,family,rule_class,negative_type,status,reason,prompt_sha256,prompt_normalized_sha256,chosen_box,rejected_box,reference_id_overlap,reference_prompt_overlap,locked_before_answer_audit,has_adapter_raw_output,has_adapter_decode_config,has_adapter_identity,has_mdl,has_loo,has_renaming,source_dataset
train,v325_train_equation_01_00046_hard_negative_equation_near_miss,equation_transform,colon_absdiff_unreverse_same_len,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,d0a1a6fb6f7cdc1e798543199012b50a8eb953d1c5d83a0912a2367e1a58eec3,ef815d74f45ddb1007d344c4a92659aae3f4a2dea60648a6f2202e9c0f872e54,68,86,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00046_format_negative_no_box,equation_transform,colon_absdiff_unreverse_same_len,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,d0a1a6fb6f7cdc1e798543199012b50a8eb953d1c5d83a0912a2367e1a58eec3,ef815d74f45ddb1007d344c4a92659aae3f4a2dea60648a6f2202e9c0f872e54,68,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00046_format_negative_multiple_boxes,equation_transform,colon_absdiff_unreverse_same_len,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,d0a1a6fb6f7cdc1e798543199012b50a8eb953d1c5d83a0912a2367e1a58eec3,ef815d74f45ddb1007d344c4a92659aae3f4a2dea60648a6f2202e9c0f872e54,68,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00046_format_negative_trailing_text,equation_transform,colon_absdiff_unreverse_same_len,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,d0a1a6fb6f7cdc1e798543199012b50a8eb953d1c5d83a0912a2367e1a58eec3,ef815d74f45ddb1007d344c4a92659aae3f4a2dea60648a6f2202e9c0f872e54,68,68,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00022_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,a17fb3105b6cdf3ba17b16115dcfb1aea8d8ecc6d3af7e31090c7cb2980458a4,f1f8f42c02d789581126029046c450cbfaf8be0e8eb597ae9c92d0dfa94a49f7,65,56,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00022_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,a17fb3105b6cdf3ba17b16115dcfb1aea8d8ecc6d3af7e31090c7cb2980458a4,f1f8f42c02d789581126029046c450cbfaf8be0e8eb597ae9c92d0dfa94a49f7,65,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00022_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,a17fb3105b6cdf3ba17b16115dcfb1aea8d8ecc6d3af7e31090c7cb2980458a4,f1f8f42c02d789581126029046c450cbfaf8be0e8eb597ae9c92d0dfa94a49f7,65,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00022_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,a17fb3105b6cdf3ba17b16115dcfb1aea8d8ecc6d3af7e31090c7cb2980458a4,f1f8f42c02d789581126029046c450cbfaf8be0e8eb597ae9c92d0dfa94a49f7,65,65,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00063_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,4cb887f6eb0350b1db44042ce8c1beff4a34f2ed0bd210d0256713908a6bbb02,3dc1cfa873a03d60fcdd4d40b36a997d38eb926a58f0b97b599a5ad0d213265a,179,971,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00063_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,4cb887f6eb0350b1db44042ce8c1beff4a34f2ed0bd210d0256713908a6bbb02,3dc1cfa873a03d60fcdd4d40b36a997d38eb926a58f0b97b599a5ad0d213265a,179,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00063_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,4cb887f6eb0350b1db44042ce8c1beff4a34f2ed0bd210d0256713908a6bbb02,3dc1cfa873a03d60fcdd4d40b36a997d38eb926a58f0b97b599a5ad0d213265a,179,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00063_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,4cb887f6eb0350b1db44042ce8c1beff4a34f2ed0bd210d0256713908a6bbb02,3dc1cfa873a03d60fcdd4d40b36a997d38eb926a58f0b97b599a5ad0d213265a,179,179,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00046_hard_negative_equation_near_miss,equation_transform,minus_signed_opposite_sign_guarded,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,fac6914b2246c1d10ee4c4eb4b8866efe4dcaf38a0adcee472bf9f43db68ef10,e4f74878948acb64d0e021a9e881cb1a45c8e638532e9d3755031f7f79f1589a,-41,41,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00046_format_negative_no_box,equation_transform,minus_signed_opposite_sign_guarded,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,fac6914b2246c1d10ee4c4eb4b8866efe4dcaf38a0adcee472bf9f43db68ef10,e4f74878948acb64d0e021a9e881cb1a45c8e638532e9d3755031f7f79f1589a,-41,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00046_format_negative_multiple_boxes,equation_transform,minus_signed_opposite_sign_guarded,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,fac6914b2246c1d10ee4c4eb4b8866efe4dcaf38a0adcee472bf9f43db68ef10,e4f74878948acb64d0e021a9e881cb1a45c8e638532e9d3755031f7f79f1589a,-41,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00046_format_negative_trailing_text,equation_transform,minus_signed_opposite_sign_guarded,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,fac6914b2246c1d10ee4c4eb4b8866efe4dcaf38a0adcee472bf9f43db68ef10,e4f74878948acb64d0e021a9e881cb1a45c8e638532e9d3755031f7f79f1589a,-41,-41,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00101_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,63d806f03003bf08a371d665945b59a02ee6a9c824b198dd0fc096cc3b6cdd0d,2a8c145d7b1b8a2b8e6eb70db283b59f198196a547a5beee502aa8f18774fa84,108,801,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00101_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,63d806f03003bf08a371d665945b59a02ee6a9c824b198dd0fc096cc3b6cdd0d,2a8c145d7b1b8a2b8e6eb70db283b59f198196a547a5beee502aa8f18774fa84,108,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00101_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,63d806f03003bf08a371d665945b59a02ee6a9c824b198dd0fc096cc3b6cdd0d,2a8c145d7b1b8a2b8e6eb70db283b59f198196a547a5beee502aa8f18774fa84,108,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00101_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,63d806f03003bf08a371d665945b59a02ee6a9c824b198dd0fc096cc3b6cdd0d,2a8c145d7b1b8a2b8e6eb70db283b59f198196a547a5beee502aa8f18774fa84,108,108,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00158_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,092faa9fabe192a424ec6180105a6c4594d91f70cbd840ce85bea332526a0a74,1745dca2a35683ac2356c75dbc66d17f709dd5531cd65ff73ebf2aa530eac7a1,141,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00158_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,092faa9fabe192a424ec6180105a6c4594d91f70cbd840ce85bea332526a0a74,1745dca2a35683ac2356c75dbc66d17f709dd5531cd65ff73ebf2aa530eac7a1,141,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00158_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,092faa9fabe192a424ec6180105a6c4594d91f70cbd840ce85bea332526a0a74,1745dca2a35683ac2356c75dbc66d17f709dd5531cd65ff73ebf2aa530eac7a1,141,141,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00000_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,5d4afca9cfc2c7299f61b63941df4f3c794335e9b4a4d887dab26d7516c8ea5a,f2f6137e65a902183575d3d0e52f50222bb1f686d79418cc8dbaa35899878644,27,72,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00000_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,5d4afca9cfc2c7299f61b63941df4f3c794335e9b4a4d887dab26d7516c8ea5a,f2f6137e65a902183575d3d0e52f50222bb1f686d79418cc8dbaa35899878644,27,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00000_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,5d4afca9cfc2c7299f61b63941df4f3c794335e9b4a4d887dab26d7516c8ea5a,f2f6137e65a902183575d3d0e52f50222bb1f686d79418cc8dbaa35899878644,27,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00000_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,5d4afca9cfc2c7299f61b63941df4f3c794335e9b4a4d887dab26d7516c8ea5a,f2f6137e65a902183575d3d0e52f50222bb1f686d79418cc8dbaa35899878644,27,27,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00077_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,40f74b3ac5dab52afa54f6ff03cd6fa5b12377ba3c2ed6de64701f23fc3b5d0b,4cd6cf2c32eb6a6781086157e9610ad96502e09cd99fd58e41e83a8a917bfd24,110,011,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00077_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,40f74b3ac5dab52afa54f6ff03cd6fa5b12377ba3c2ed6de64701f23fc3b5d0b,4cd6cf2c32eb6a6781086157e9610ad96502e09cd99fd58e41e83a8a917bfd24,110,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00077_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,40f74b3ac5dab52afa54f6ff03cd6fa5b12377ba3c2ed6de64701f23fc3b5d0b,4cd6cf2c32eb6a6781086157e9610ad96502e09cd99fd58e41e83a8a917bfd24,110,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00077_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,40f74b3ac5dab52afa54f6ff03cd6fa5b12377ba3c2ed6de64701f23fc3b5d0b,4cd6cf2c32eb6a6781086157e9610ad96502e09cd99fd58e41e83a8a917bfd24,110,110,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00064_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,2ee395e4c3894d6d9b1ce30728c3e0a8da37daa7234e27cd60e07f3a381c4892,275cd75dc7411f51481000696d9e180284107f51c4d7575b2f5372faea110465,117,711,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00064_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,2ee395e4c3894d6d9b1ce30728c3e0a8da37daa7234e27cd60e07f3a381c4892,275cd75dc7411f51481000696d9e180284107f51c4d7575b2f5372faea110465,117,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00064_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,2ee395e4c3894d6d9b1ce30728c3e0a8da37daa7234e27cd60e07f3a381c4892,275cd75dc7411f51481000696d9e180284107f51c4d7575b2f5372faea110465,117,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00064_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,2ee395e4c3894d6d9b1ce30728c3e0a8da37daa7234e27cd60e07f3a381c4892,275cd75dc7411f51481000696d9e180284107f51c4d7575b2f5372faea110465,117,117,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00016_hard_negative_equation_near_miss,equation_transform,colon_absdiff_unreverse_same_len,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,9193f963e0f8303c463f9503e41689c866c9d3239c6c31176f91ee12feddbf9b,6a8504b2fd431f6fa5628073f3ffb0aadc6d2bcdd2356f7cd35ebe492788a78b,90,09,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00016_format_negative_no_box,equation_transform,colon_absdiff_unreverse_same_len,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,9193f963e0f8303c463f9503e41689c866c9d3239c6c31176f91ee12feddbf9b,6a8504b2fd431f6fa5628073f3ffb0aadc6d2bcdd2356f7cd35ebe492788a78b,90,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00016_format_negative_multiple_boxes,equation_transform,colon_absdiff_unreverse_same_len,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,9193f963e0f8303c463f9503e41689c866c9d3239c6c31176f91ee12feddbf9b,6a8504b2fd431f6fa5628073f3ffb0aadc6d2bcdd2356f7cd35ebe492788a78b,90,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00016_format_negative_trailing_text,equation_transform,colon_absdiff_unreverse_same_len,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,9193f963e0f8303c463f9503e41689c866c9d3239c6c31176f91ee12feddbf9b,6a8504b2fd431f6fa5628073f3ffb0aadc6d2bcdd2356f7cd35ebe492788a78b,90,90,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00058_hard_negative_equation_near_miss,equation_transform,add_direct_over_model_add_variant,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,7637ec33a602e596c0f466c78dcce3678f2e98ef4b5e81981fc4399339892e3e,d1b73d331c05e2bac38c9cc3593a0cc06c642c9a9472585f8fd3b65d4cf91202,155,551,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00058_format_negative_no_box,equation_transform,add_direct_over_model_add_variant,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,7637ec33a602e596c0f466c78dcce3678f2e98ef4b5e81981fc4399339892e3e,d1b73d331c05e2bac38c9cc3593a0cc06c642c9a9472585f8fd3b65d4cf91202,155,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00058_format_negative_multiple_boxes,equation_transform,add_direct_over_model_add_variant,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,7637ec33a602e596c0f466c78dcce3678f2e98ef4b5e81981fc4399339892e3e,d1b73d331c05e2bac38c9cc3593a0cc06c642c9a9472585f8fd3b65d4cf91202,155,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_02_00058_format_negative_trailing_text,equation_transform,add_direct_over_model_add_variant,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,7637ec33a602e596c0f466c78dcce3678f2e98ef4b5e81981fc4399339892e3e,d1b73d331c05e2bac38c9cc3593a0cc06c642c9a9472585f8fd3b65d4cf91202,155,155,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00081_hard_negative_equation_near_miss,equation_transform,colon_absdiff_unreverse_same_len,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,5cf681cd76bedbcde85accc019604a8bf73262ae6d22c245da2438c004401816,6ef21bf55d383b605d1daba15af9e33c3e94aed9d03e50f7ae1250e598d84c16,2,3,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00081_format_negative_no_box,equation_transform,colon_absdiff_unreverse_same_len,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,5cf681cd76bedbcde85accc019604a8bf73262ae6d22c245da2438c004401816,6ef21bf55d383b605d1daba15af9e33c3e94aed9d03e50f7ae1250e598d84c16,2,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00081_format_negative_multiple_boxes,equation_transform,colon_absdiff_unreverse_same_len,format_negative_multiple_boxes,blocked,rejected_box_count_2;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,5cf681cd76bedbcde85accc019604a8bf73262ae6d22c245da2438c004401816,6ef21bf55d383b605d1daba15af9e33c3e94aed9d03e50f7ae1250e598d84c16,2,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_01_00081_format_negative_trailing_text,equation_transform,colon_absdiff_unreverse_same_len,format_negative_trailing_text,blocked,same_chosen_rejected_box;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,5cf681cd76bedbcde85accc019604a8bf73262ae6d22c245da2438c004401816,6ef21bf55d383b605d1daba15af9e33c3e94aed9d03e50f7ae1250e598d84c16,2,2,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00016_hard_negative_equation_near_miss,equation_transform,minus_signed_opposite_sign_guarded,hard_negative_equation_near_miss,blocked,missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,e872b520a8c0b45e56ce186db2ef0ca2cc5a9b71518be2bf4f010d3ba5153e25,45ddae50b56a36fc7fb2477972463c70ce2f45b4680b27d47e1edb5757e2d838,-38,38,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
train,v325_train_equation_00_00016_format_negative_no_box,equation_transform,minus_signed_opposite_sign_guarded,format_negative_no_box,blocked,rejected_box_count_0;not_hard_negative;missing_adapter_raw_output;missing_adapter_decode_config;missing_adapter_identity;missing_locked_before_answer_audit;missing_mdl_certificate;missing_loo_certificate;missing_renaming_certificate,e872b520a8c0b45e56ce186db2ef0ca2cc5a9b71518be2bf4f010d3ba5153e25,45ddae50b56a36fc7fb2477972463c70ce2f45b4680b27d47e1edb5757e2d838,-38,,False,False,False,False,False,False,False,False,False,v325_equation_no_loss_distill
