topic_id,url,status,title,author,comment_count,weighted_score,keyword_groups_json,action_hits,actionable_notes,cache_source_path,error
683820,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/683820,cache,,,3,28,"{""bit"": 1, ""data"": 8, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 4, ""training"": 1}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\683820.json,
683484,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/683484,cache,,,3,28,"{""bit"": 0, ""data"": 3, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 3, ""training"": 3}",dataset,dataset_source_signal;training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\683484.json,
689284,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/689284,cache,,,2,28,"{""bit"": 0, ""data"": 2, ""equation"": 0, ""solver_verifier"": 3, ""submission"": 2, ""training"": 0}",dataset,dataset_source_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\689284.json,
686431,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/686431,cache,,,3,27,"{""bit"": 0, ""data"": 6, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 5}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\686431.json,
694358,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694358,cache,,,3,27,"{""bit"": 0, ""data"": 4, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 3}",dataset,dataset_source_signal;training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\694358.json,
697746,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/697746,cache,,,5,26,"{""bit"": 1, ""data"": 2, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 5}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\697746.json,
681968,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/681968,cache,,,7,25,"{""bit"": 0, ""data"": 5, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 1}",dataset,dataset_source_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\681968.json,
688482,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/688482,cache,Midpoint Cut-off Date and the Open Progress Prize,huikang,1,24,"{""bit"": 0, ""data"": 2, ""equation"": 0, ""solver_verifier"": 1, ""submission"": 6, ""training"": 0}",dataset,dataset_source_signal;high_priority_author_solution;training_transfer_signal,artifacts\v328_kaggle_discussion_140_audit\raw_topics\688482.json,
682208,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682208,cache,,,4,24,"{""bit"": 0, ""data"": 6, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 0}",dataset,dataset_source_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\682208.json,
683545,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/683545,cache,Can We Train Externally and Upload submission.zip?,alluxia,1,23,"{""bit"": 0, ""data"": 2, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 3, ""training"": 2}",dataset,dataset_source_signal;training_transfer_signal,artifacts\v328_kaggle_discussion_140_audit\raw_topics\683545.json,
688052,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/688052,cache,,,7,23,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 14, ""training"": 3}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\688052.json,
685020,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685020,cache,,,5,22,"{""bit"": 0, ""data"": 2, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 6}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\685020.json,
684490,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/684490,cache,,,5,20,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 5, ""training"": 5}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\684490.json,
681853,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/681853,cache,,,4,20,"{""bit"": 0, ""data"": 2, ""equation"": 0, ""solver_verifier"": 1, ""submission"": 2, ""training"": 0}",dataset,dataset_source_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\681853.json,
683853,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/683853,cache,,,4,20,"{""bit"": 0, ""data"": 2, ""equation"": 0, ""solver_verifier"": 1, ""submission"": 2, ""training"": 0}",tong,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\683853.json,
685922,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685922,cache,,,3,20,"{""bit"": 0, ""data"": 4, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 4}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\685922.json,
691318,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/691318,cache,Why are we seeing 0.84 – 0.86 score variance with the 0.85 winning zip?,svanikkolli,1,19,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 1, ""submission"": 2, ""training"": 1}",tong,high_priority_author_solution,artifacts\v328_kaggle_discussion_140_audit\raw_topics\691318.json,
682878,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682878,cache,,,6,19,"{""bit"": 0, ""data"": 4, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 3}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\682878.json,
687119,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/687119,cache,,,5,19,"{""bit"": 0, ""data"": 4, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 5, ""training"": 2}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\687119.json,
682197,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682197,cache,,,6,18,"{""bit"": 0, ""data"": 4, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",github,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\682197.json,
682926,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682926,cache,,,5,18,"{""bit"": 0, ""data"": 4, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",dataset,dataset_source_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\682926.json,
689257,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/689257,cache,How many examples are there in the public leaderboard?,huikang,1,17,"{""bit"": 0, ""data"": 0, ""equation"": 1, ""solver_verifier"": 0, ""submission"": 9, ""training"": 1}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\689257.json,
685817,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685817,cache,,,5,17,"{""bit"": 0, ""data"": 5, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 7, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\685817.json,
685421,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685421,cache,,,3,17,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 5}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\685421.json,
684748,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/684748,cache,,,4,16,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 4, ""training"": 4}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\684748.json,
684459,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/684459,cache,,,3,16,"{""bit"": 0, ""data"": 6, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 1, ""training"": 1}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\684459.json,
682428,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682428,cache,,,9,13,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 1, ""training"": 4}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\682428.json,
684619,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/684619,cache,,,7,13,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 1, ""training"": 0}",github,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\684619.json,
685380,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685380,cache,Permission denied error for ptxas-blackwell,bauapandey,1,12,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 1, ""training"": 3}",,training_transfer_signal,artifacts\v328_kaggle_discussion_140_audit\raw_topics\685380.json,
684271,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/684271,cache,,,10,12,"{""bit"": 0, ""data"": 4, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 1, ""training"": 1}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\684271.json,
694074,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694074,cache,,,2,11,"{""bit"": 0, ""data"": 3, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 1}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\694074.json,
689383,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/689383,cache,Will This Competition become a Lottery Game after 9 April ,chewkokwahibrainai,1,10,"{""bit"": 0, ""data"": 2, ""equation"": 0, ""solver_verifier"": 1, ""submission"": 2, ""training"": 0}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\689383.json,
692667,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/692667,cache,,,2,10,"{""bit"": 0, ""data"": 1, ""equation"": 1, ""solver_verifier"": 0, ""submission"": 0, ""training"": 1}",,equation_numeric_operator_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\692667.json,
696734,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/696734,cache,,,2,10,"{""bit"": 0, ""data"": 4, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\696734.json,
686591,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/686591,cache,,,2,10,"{""bit"": 0, ""data"": 5, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\686591.json,
685247,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685247,cache,,,5,9,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 1, ""submission"": 3, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\685247.json,
687117,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/687117,cache,,,6,8,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 8, ""training"": 0}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\687117.json,
696854,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/696854,cache,,,5,8,"{""bit"": 0, ""data"": 3, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\696854.json,
686691,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/686691,cache,,,2,8,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 2, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\686691.json,
686615,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/686615,cache,,,2,7,"{""bit"": 0, ""data"": 2, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 1}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\686615.json,
686794,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/686794,cache,RL/GRPO difficulty,darrenamadeusmartin,1,6,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 2}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\686794.json,
681824,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/681824,cache,,,3,6,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 2}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\681824.json,
694350,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694350,cache,,,4,5,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 1}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\694350.json,
687789,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/687789,cache,,,2,5,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 3, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\687789.json,
686839,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/686839,cache,,,2,5,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 1}",,training_transfer_signal,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\686839.json,
682200,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682200,cache,Question about minor participation,monruho,1,4,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 1, ""submission"": 0, ""training"": 0}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\682200.json,
682058,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682058,cache,,,3,4,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\682058.json,
686800,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/686800,cache,,,3,4,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\686800.json,
688278,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/688278,cache,,,2,4,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 4, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\688278.json,
683711,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/683711,cache,[BUG] Utility script permission error,imeintanis,1,3,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 1, ""training"": 0}",,training_transfer_signal,artifacts\v328_kaggle_discussion_140_audit\raw_topics\683711.json,
684469,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/684469,cache,,,3,2,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\684469.json,
681773,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/681773,cache,,,3,2,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 2, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\681773.json,
694213,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694213,cache,,,2,2,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\694213.json,
692815,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/692815,cache,,,2,2,"{""bit"": 0, ""data"": 1, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\692815.json,
694041,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694041,cache,,,3,1,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 1, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\694041.json,
685031,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685031,cache,Open Progress Prize question,lakshmig82,0,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,high_priority_author_solution,artifacts\v328_kaggle_discussion_140_audit\raw_topics\685031.json,
697491,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/697491,cache,"Why a ""Better"" Dataset Scored Worse: Lessons on Logprobs, Gradient Saturation, and SFT Bugs",tahaalam2009,0,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\697491.json,
692877,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/692877,cache,how can I download the model from the /kaggle/working?,mohamedamr992,0,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\692877.json,
691641,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/691641,cache,corrupted or puzzel (numeric equations),sangrampatil5150,0,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\691641.json,
694710,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694710,cache,"How to Cut Nemotron Training from 11 Hours to 5h 40m (And Fix the ""Loss Illusion"")",tahaalam2009,0,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\694710.json,
681821,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/681821,cache,Downloading packeges using pip doesn't work![FIX INCLUDED][FIX DOESN'T WORK ANYMORE] ,luciankucera,1,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\681821.json,
687063,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/687063,cache,Inquiry regarding inference non-determinism and Open Progress Prize fairness,llkh0a,0,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,high_priority_author_solution,artifacts\v328_kaggle_discussion_140_audit\raw_topics\687063.json,
687142,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/687142,cache,Pip install with internet disabled: install dependencies feature,cpmpml,0,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\687142.json,
685971,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685971,cache,"Brand new comprahensive dataset, that teaches model to solve bit problems[created using SOTA techinques][Will improve your model reasoning]",luciankucera,0,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v328_kaggle_discussion_140_audit\raw_topics\685971.json,
682542,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682542,cache,,,5,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\682542.json,
685910,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685910,cache,,,4,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\685910.json,
682375,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682375,cache,,,3,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\682375.json,
682732,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682732,cache,,,3,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\682732.json,
692813,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/692813,cache,,,3,0,"{""bit"": 0, ""data"": 0, ""equation"": 0, ""solver_verifier"": 0, ""submission"": 0, ""training"": 0}",,,artifacts\v332_kaggle_discussion_resume_audit\20260513T_batch01\raw_topics\692813.json,
