id,family,source_role,answer,baseline_public_final,baseline_strict_final_boxed,baseline_public_correct,baseline_strict_correct,candidate_public_final,candidate_strict_final_boxed,candidate_public_correct,candidate_strict_correct,improved,regressed,candidate_exact_one_closed_boxed,candidate_no_box,candidate_multi_box,candidate_malformed_boxed,candidate_public_metric_only_false_gain,candidate_strict_metric_only_false_positive,candidate_truncated,candidate_finish_reason,candidate_completion_tokens,candidate_error_tags
full_eq_057,equation_transform,,100217,110216,110216,False,False,100217,100217,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_eq_058,equation_transform,,100218,110217,110217,False,False,100218,100218,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_eq_059,equation_transform,,100219,110218,110218,False,False,100219,100219,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_eq_060,equation_transform,,100220,110219,110219,False,False,100220,100220,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_eq_061,equation_transform,,100221,110220,110220,False,False,100221,100221,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_eq_062,equation_transform,,100222,110221,110221,False,False,100222,100222,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_eq_063,equation_transform,,100223,110222,110222,False,False,100223,100223,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_eq_064,equation_transform,,100224,110223,110223,False,False,100224,100224,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_eq_065,equation_transform,,100225,110224,110224,False,False,100225,100225,True,True,True,False,True,False,False,False,False,False,False,stop,8,
full_eq_066,equation_transform,,100226,110225,110225,False,False,110225,110225,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_067,equation_transform,,100227,110226,110226,False,False,110226,110226,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_068,equation_transform,,100228,110227,110227,False,False,110227,110227,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_069,equation_transform,,100229,110228,110228,False,False,110228,110228,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_070,equation_transform,,100230,110229,110229,False,False,110229,110229,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_071,equation_transform,,100231,110230,110230,False,False,110230,110230,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_072,equation_transform,,100232,110231,110231,False,False,110231,110231,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_073,equation_transform,,100233,110232,110232,False,False,110232,110232,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_074,equation_transform,,100234,110233,110233,False,False,110233,110233,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_075,equation_transform,,100235,110234,110234,False,False,110234,110234,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_076,equation_transform,,100236,110235,110235,False,False,110235,110235,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_077,equation_transform,,100237,110236,110236,False,False,110236,110236,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_078,equation_transform,,100238,110237,110237,False,False,110237,110237,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_079,equation_transform,,100239,110238,110238,False,False,110238,110238,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_080,equation_transform,,100240,110239,110239,False,False,110239,110239,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_081,equation_transform,,100241,110240,110240,False,False,110240,110240,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_082,equation_transform,,100242,110241,110241,False,False,110241,110241,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_083,equation_transform,,100243,110242,110242,False,False,110242,110242,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_084,equation_transform,,100244,110243,110243,False,False,110243,110243,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_085,equation_transform,,100245,110244,110244,False,False,110244,110244,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_086,equation_transform,,100246,110245,110245,False,False,110245,110245,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_087,equation_transform,,100247,110246,110246,False,False,110246,110246,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_088,equation_transform,,100248,110247,110247,False,False,110247,110247,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_089,equation_transform,,100249,110248,110248,False,False,110248,110248,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_090,equation_transform,,100250,110249,110249,False,False,110249,110249,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_091,equation_transform,,100251,110250,110250,False,False,110250,110250,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_092,equation_transform,,100252,110251,110251,False,False,110251,110251,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_093,equation_transform,,100253,110252,110252,False,False,110252,110252,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_094,equation_transform,,100254,110253,110253,False,False,110253,110253,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_095,equation_transform,,100255,110254,110254,False,False,110254,110254,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_096,equation_transform,,100256,110255,110255,False,False,110255,110255,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_097,equation_transform,,100257,110256,110256,False,False,110256,110256,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_098,equation_transform,,100258,110257,110257,False,False,110257,110257,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_099,equation_transform,,100259,110258,110258,False,False,110258,110258,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_100,equation_transform,,100260,110259,110259,False,False,110259,110259,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_101,equation_transform,,100261,110260,110260,False,False,110260,110260,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_102,equation_transform,,100262,110261,110261,False,False,110261,110261,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_103,equation_transform,,100263,110262,110262,False,False,110262,110262,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_104,equation_transform,,100264,110263,110263,False,False,110263,110263,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_105,equation_transform,,100265,110264,110264,False,False,110264,110264,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_106,equation_transform,,100266,110265,110265,False,False,110265,110265,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_107,equation_transform,,100267,110266,110266,False,False,110266,110266,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_108,equation_transform,,100268,110267,110267,False,False,110267,110267,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_109,equation_transform,,100269,110268,110268,False,False,110268,110268,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_110,equation_transform,,100270,110269,110269,False,False,110269,110269,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_111,equation_transform,,100271,110270,110270,False,False,110270,110270,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_112,equation_transform,,100272,110271,110271,False,False,110271,110271,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_113,equation_transform,,100273,110272,110272,False,False,110272,110272,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_114,equation_transform,,100274,110273,110273,False,False,110273,110273,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_115,equation_transform,,100275,110274,110274,False,False,110274,110274,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_116,equation_transform,,100276,110275,110275,False,False,110275,110275,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_117,equation_transform,,100277,110276,110276,False,False,110276,110276,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_118,equation_transform,,100278,110277,110277,False,False,110277,110277,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_119,equation_transform,,100279,110278,110278,False,False,110278,110278,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_120,equation_transform,,100280,110279,110279,False,False,110279,110279,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_121,equation_transform,,100281,110280,110280,False,False,110280,110280,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_122,equation_transform,,100282,110281,110281,False,False,110281,110281,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_123,equation_transform,,100283,110282,110282,False,False,110282,110282,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_124,equation_transform,,100284,110283,110283,False,False,110283,110283,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_125,equation_transform,,100285,110284,110284,False,False,110284,110284,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_126,equation_transform,,100286,110285,110285,False,False,110285,110285,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_127,equation_transform,,100287,110286,110286,False,False,110286,110286,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_128,equation_transform,,100288,110287,110287,False,False,110287,110287,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_129,equation_transform,,100289,110288,110288,False,False,110288,110288,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_130,equation_transform,,100290,110289,110289,False,False,110289,110289,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_131,equation_transform,,100291,110290,110290,False,False,110290,110290,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_132,equation_transform,,100292,110291,110291,False,False,110291,110291,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_133,equation_transform,,100293,110292,110292,False,False,110292,110292,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_134,equation_transform,,100294,110293,110293,False,False,110293,110293,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_135,equation_transform,,100295,110294,110294,False,False,110294,110294,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_136,equation_transform,,100296,110295,110295,False,False,110295,110295,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_137,equation_transform,,100297,110296,110296,False,False,110296,110296,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_138,equation_transform,,100298,110297,110297,False,False,110297,110297,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_139,equation_transform,,100299,110298,110298,False,False,110298,110298,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_140,equation_transform,,100300,110299,110299,False,False,110299,110299,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_141,equation_transform,,100301,110300,110300,False,False,110300,110300,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_142,equation_transform,,100302,110301,110301,False,False,110301,110301,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_143,equation_transform,,100303,110302,110302,False,False,110302,110302,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_144,equation_transform,,100304,110303,110303,False,False,110303,110303,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_145,equation_transform,,100305,110304,110304,False,False,110304,110304,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_146,equation_transform,,100306,110305,110305,False,False,110305,110305,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_147,equation_transform,,100307,110306,110306,False,False,110306,110306,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_148,equation_transform,,100308,110307,110307,False,False,110307,110307,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_149,equation_transform,,100309,110308,110308,False,False,110308,110308,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_150,equation_transform,,100310,110309,110309,False,False,110309,110309,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_151,equation_transform,,100311,110310,110310,False,False,110310,110310,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_152,equation_transform,,100312,110311,110311,False,False,110311,110311,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_153,equation_transform,,100313,110312,110312,False,False,110312,110312,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_eq_154,equation_transform,,100314,110313,110313,False,False,110313,110313,False,False,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_000,gravity_constant,,100315,100315,100315,True,True,100315,100315,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_001,gravity_constant,,100316,100316,100316,True,True,100316,100316,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_002,gravity_constant,,100317,100317,100317,True,True,100317,100317,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_003,gravity_constant,,100318,100318,100318,True,True,100318,100318,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_004,gravity_constant,,100319,100319,100319,True,True,100319,100319,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_005,gravity_constant,,100320,100320,100320,True,True,100320,100320,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_006,gravity_constant,,100321,100321,100321,True,True,100321,100321,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_007,gravity_constant,,100322,100322,100322,True,True,100322,100322,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_008,gravity_constant,,100323,100323,100323,True,True,100323,100323,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_009,gravity_constant,,100324,100324,100324,True,True,100324,100324,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_010,gravity_constant,,100325,100325,100325,True,True,100325,100325,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_011,gravity_constant,,100326,100326,100326,True,True,100326,100326,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_012,gravity_constant,,100327,100327,100327,True,True,100327,100327,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_013,gravity_constant,,100328,100328,100328,True,True,100328,100328,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_014,gravity_constant,,100329,100329,100329,True,True,100329,100329,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_015,gravity_constant,,100330,100330,100330,True,True,100330,100330,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_016,gravity_constant,,100331,100331,100331,True,True,100331,100331,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_017,gravity_constant,,100332,100332,100332,True,True,100332,100332,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_018,gravity_constant,,100333,100333,100333,True,True,100333,100333,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_019,gravity_constant,,100334,100334,100334,True,True,100334,100334,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_020,gravity_constant,,100335,100335,100335,True,True,100335,100335,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_021,gravity_constant,,100336,100336,100336,True,True,100336,100336,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_022,gravity_constant,,100337,100337,100337,True,True,100337,100337,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_023,gravity_constant,,100338,100338,100338,True,True,100338,100338,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_024,gravity_constant,,100339,100339,100339,True,True,100339,100339,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_025,gravity_constant,,100340,100340,100340,True,True,100340,100340,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_026,gravity_constant,,100341,100341,100341,True,True,100341,100341,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_027,gravity_constant,,100342,100342,100342,True,True,100342,100342,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_028,gravity_constant,,100343,100343,100343,True,True,100343,100343,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_029,gravity_constant,,100344,100344,100344,True,True,100344,100344,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_030,gravity_constant,,100345,100345,100345,True,True,100345,100345,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_031,gravity_constant,,100346,100346,100346,True,True,100346,100346,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_032,gravity_constant,,100347,100347,100347,True,True,100347,100347,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_033,gravity_constant,,100348,100348,100348,True,True,100348,100348,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_034,gravity_constant,,100349,100349,100349,True,True,100349,100349,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_035,gravity_constant,,100350,100350,100350,True,True,100350,100350,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_036,gravity_constant,,100351,100351,100351,True,True,100351,100351,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_037,gravity_constant,,100352,100352,100352,True,True,100352,100352,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_038,gravity_constant,,100353,100353,100353,True,True,100353,100353,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_039,gravity_constant,,100354,100354,100354,True,True,100354,100354,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_040,gravity_constant,,100355,100355,100355,True,True,100355,100355,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_041,gravity_constant,,100356,100356,100356,True,True,100356,100356,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_042,gravity_constant,,100357,100357,100357,True,True,100357,100357,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_043,gravity_constant,,100358,100358,100358,True,True,100358,100358,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_044,gravity_constant,,100359,100359,100359,True,True,100359,100359,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_045,gravity_constant,,100360,100360,100360,True,True,100360,100360,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_046,gravity_constant,,100361,100361,100361,True,True,100361,100361,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_047,gravity_constant,,100362,100362,100362,True,True,100362,100362,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_048,gravity_constant,,100363,100363,100363,True,True,100363,100363,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_049,gravity_constant,,100364,100364,100364,True,True,100364,100364,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_050,gravity_constant,,100365,100365,100365,True,True,100365,100365,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_051,gravity_constant,,100366,100366,100366,True,True,100366,100366,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_052,gravity_constant,,100367,100367,100367,True,True,100367,100367,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_053,gravity_constant,,100368,100368,100368,True,True,100368,100368,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_054,gravity_constant,,100369,100369,100369,True,True,100369,100369,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_055,gravity_constant,,100370,100370,100370,True,True,100370,100370,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_056,gravity_constant,,100371,100371,100371,True,True,100371,100371,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_057,gravity_constant,,100372,100372,100372,True,True,100372,100372,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_058,gravity_constant,,100373,100373,100373,True,True,100373,100373,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_059,gravity_constant,,100374,100374,100374,True,True,100374,100374,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_060,gravity_constant,,100375,100375,100375,True,True,100375,100375,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_061,gravity_constant,,100376,100376,100376,True,True,100376,100376,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_062,gravity_constant,,100377,100377,100377,True,True,100377,100377,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_063,gravity_constant,,100378,100378,100378,True,True,100378,100378,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_064,gravity_constant,,100379,100379,100379,True,True,100379,100379,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_065,gravity_constant,,100380,100380,100380,True,True,100380,100380,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_066,gravity_constant,,100381,100381,100381,True,True,100381,100381,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_067,gravity_constant,,100382,100382,100382,True,True,100382,100382,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_068,gravity_constant,,100383,100383,100383,True,True,100383,100383,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_069,gravity_constant,,100384,100384,100384,True,True,100384,100384,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_070,gravity_constant,,100385,100385,100385,True,True,100385,100385,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_071,gravity_constant,,100386,100386,100386,True,True,100386,100386,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_072,gravity_constant,,100387,100387,100387,True,True,100387,100387,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_073,gravity_constant,,100388,100388,100388,True,True,100388,100388,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_074,gravity_constant,,100389,100389,100389,True,True,100389,100389,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_075,gravity_constant,,100390,100390,100390,True,True,100390,100390,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_076,gravity_constant,,100391,100391,100391,True,True,100391,100391,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_077,gravity_constant,,100392,100392,100392,True,True,100392,100392,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_078,gravity_constant,,100393,100393,100393,True,True,100393,100393,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_079,gravity_constant,,100394,100394,100394,True,True,100394,100394,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_080,gravity_constant,,100395,100395,100395,True,True,100395,100395,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_081,gravity_constant,,100396,100396,100396,True,True,100396,100396,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_082,gravity_constant,,100397,100397,100397,True,True,100397,100397,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_083,gravity_constant,,100398,100398,100398,True,True,100398,100398,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_084,gravity_constant,,100399,100399,100399,True,True,100399,100399,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_085,gravity_constant,,100400,100400,100400,True,True,100400,100400,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_086,gravity_constant,,100401,100401,100401,True,True,100401,100401,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_087,gravity_constant,,100402,100402,100402,True,True,100402,100402,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_088,gravity_constant,,100403,100403,100403,True,True,100403,100403,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_089,gravity_constant,,100404,100404,100404,True,True,100404,100404,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_090,gravity_constant,,100405,100405,100405,True,True,100405,100405,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_091,gravity_constant,,100406,100406,100406,True,True,100406,100406,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_092,gravity_constant,,100407,100407,100407,True,True,100407,100407,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_093,gravity_constant,,100408,100408,100408,True,True,100408,100408,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_094,gravity_constant,,100409,100409,100409,True,True,100409,100409,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_095,gravity_constant,,100410,100410,100410,True,True,100410,100410,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_096,gravity_constant,,100411,100411,100411,True,True,100411,100411,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_097,gravity_constant,,100412,100412,100412,True,True,100412,100412,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_098,gravity_constant,,100413,100413,100413,True,True,100413,100413,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_099,gravity_constant,,100414,100414,100414,True,True,100414,100414,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_100,gravity_constant,,100415,100415,100415,True,True,100415,100415,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_101,gravity_constant,,100416,100416,100416,True,True,100416,100416,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_102,gravity_constant,,100417,100417,100417,True,True,100417,100417,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_103,gravity_constant,,100418,100418,100418,True,True,100418,100418,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_104,gravity_constant,,100419,100419,100419,True,True,100419,100419,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_105,gravity_constant,,100420,100420,100420,True,True,100420,100420,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_106,gravity_constant,,100421,100421,100421,True,True,100421,100421,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_107,gravity_constant,,100422,100422,100422,True,True,100422,100422,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_108,gravity_constant,,100423,100423,100423,True,True,100423,100423,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_109,gravity_constant,,100424,100424,100424,True,True,100424,100424,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_110,gravity_constant,,100425,100425,100425,True,True,100425,100425,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_111,gravity_constant,,100426,100426,100426,True,True,100426,100426,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_112,gravity_constant,,100427,100427,100427,True,True,100427,100427,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_113,gravity_constant,,100428,100428,100428,True,True,100428,100428,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_114,gravity_constant,,100429,100429,100429,True,True,100429,100429,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_115,gravity_constant,,100430,100430,100430,True,True,100430,100430,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_116,gravity_constant,,100431,100431,100431,True,True,100431,100431,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_117,gravity_constant,,100432,100432,100432,True,True,100432,100432,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_118,gravity_constant,,100433,100433,100433,True,True,100433,100433,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_119,gravity_constant,,100434,100434,100434,True,True,100434,100434,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_120,gravity_constant,,100435,100435,100435,True,True,100435,100435,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_121,gravity_constant,,100436,100436,100436,True,True,100436,100436,True,True,False,False,True,False,False,False,False,False,False,stop,8,
full_gravity_122,gravity_constant,,100437,100437,100437,True,True,100437,100437,True,True,False,False,True,False,False,False,False,False,False,stop,8,
