id,family,answer,baseline_prediction,postprocessed_prediction,postprocessor_applied,postprocessor_rule,postprocessor_proof,baseline_correct,postprocessed_correct,gain,loss,truncated
0e897e03,gravity_constant,30.74,30.74,30.74,False,not_attempted,non-equation row,True,True,False,False,False
fa106ea3,gravity_constant,120.02,120.13,120.13,False,not_attempted,non-equation row,True,True,False,False,False
75ecd32c,bit_manipulation,11100011,11100011,11100011,False,not_attempted,non-equation row,True,True,False,False,False
1ef440dc,gravity_constant,16.15,16.15,16.15,False,not_attempted,non-equation row,True,True,False,False,False
cfe89737,numeral_system,XCI,XCI,XCI,False,not_attempted,non-equation row,True,True,False,False,False
5092f0e0,numeral_system,XXIX,XXIX,XXIX,False,not_attempted,non-equation row,True,True,False,False,False
5f135096,text_encryption,the strange teacher explores,the strange teacher explores,the strange teacher explores,False,not_attempted,non-equation row,True,True,False,False,False
dd2549dd,text_encryption,rabbit watches inside garden,rabbit watches inside garden,rabbit watches inside garden,False,not_attempted,non-equation row,True,True,False,False,False
72ab36fc,numeral_system,IX,IX,IX,False,not_attempted,non-equation row,True,True,False,False,False
12e0ac8c,bit_manipulation,10101001,10101001,10101001,False,not_attempted,non-equation row,True,True,False,False,False
a5ea81bb,unit_conversion,13.29,13.29,13.29,False,not_attempted,non-equation row,True,True,False,False,False
6b19d0fd,text_encryption,rabbit studies key,rabbit studies key,rabbit studies key,False,not_attempted,non-equation row,True,True,False,False,False
7b1f2422,unit_conversion,47.86,47.85,47.85,False,not_attempted,non-equation row,True,True,False,False,False
1029ef5a,gravity_constant,33.22,33.22,33.22,False,not_attempted,non-equation row,True,True,False,False,False
386b6d03,equation_transform,671,18,18,False,query_operator_unseen,"query_op=""'"" not present in examples",False,False,False,False,False
2ead53dc,bit_manipulation,00000101,00000101,00000101,False,not_attempted,non-equation row,True,True,False,False,False
00ed1836,gravity_constant,24.28,24.28,24.28,False,not_attempted,non-equation row,True,True,False,False,False
63491be4,text_encryption,turtle draws the colorful secret,turtle draws the colorful secret,turtle draws the colorful secret,False,not_attempted,non-equation row,True,True,False,False,False
a7b9b0bf,numeral_system,XXXVII,XXXVII,XXXVII,False,not_attempted,non-equation row,True,True,False,False,False
57f6878e,equation_transform,%{{,|@(!,|@(!,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
05ca617c,bit_manipulation,11011011,01011011,01011011,False,not_attempted,non-equation row,False,False,False,False,False
157f8266,text_encryption,bird watches inside island,bird watches inside island,bird watches inside island,False,not_attempted,non-equation row,True,True,False,False,False
6890870d,bit_manipulation,01110000,01110000,01110000,False,not_attempted,non-equation row,True,True,False,False,False
7104dd31,numeral_system,XXVII,XXVII,XXVII,False,not_attempted,non-equation row,True,True,False,False,False
1c566511,bit_manipulation,01010010,01010010,01010010,False,not_attempted,non-equation row,True,True,False,False,False
00efa37c,text_encryption,turtle watches the mysterious garden,turtle watches the mysterious garden,turtle watches the mysterious garden,False,not_attempted,non-equation row,True,True,False,False,False
bc83b0a1,equation_transform,(/&{,(/&{,(/&{,False,not_numeric_query,query is not a numeric binary expression,True,True,False,False,False
03e3c7b6,unit_conversion,40.32,40.33,40.33,False,not_attempted,non-equation row,True,True,False,False,False
d855f20e,gravity_constant,4.54,4.54,4.54,False,not_attempted,non-equation row,True,True,False,False,False
f1d60ece,unit_conversion,71.35,71.35,71.35,False,not_attempted,non-equation row,True,True,False,False,False
a361a1b7,equation_transform,:46,46,46,False,query_operator_unseen,query_op=':' not present in examples,False,False,False,False,False
4f655edc,gravity_constant,101.14,101.12,101.12,False,not_attempted,non-equation row,True,True,False,False,False
51309101,numeral_system,C,C,C,False,not_attempted,non-equation row,True,True,False,False,False
906f7b85,numeral_system,LXIV,LXIV,LXIV,False,not_attempted,non-equation row,True,True,False,False,False
34f49b7d,gravity_constant,105.55,105.56,105.56,False,not_attempted,non-equation row,True,True,False,False,False
04f569be,numeral_system,LXXXVII,LXXXVII,LXXXVII,False,not_attempted,non-equation row,True,True,False,False,False
d911e8e1,equation_transform,:\:,@}<',@}<',False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
4353cd0b,bit_manipulation,00100001,00100001,00100001,False,not_attempted,non-equation row,True,True,False,False,False
7688e06e,equation_transform,-55,55,-55,True,minus_signed_opposite_sign_guarded,candidate=-55; baseline=55,False,True,True,False,False
30ba0cf4,bit_manipulation,01101101,01101101,01101101,False,not_attempted,non-equation row,True,True,False,False,False
dbd0e3c9,equation_transform,5631,5631,5631,False,operator_not_guarded,query_op='*',True,True,False,False,False
8fbd2477,bit_manipulation,01011010,01011010,01011010,False,not_attempted,non-equation row,True,True,False,False,False
ba61b815,bit_manipulation,00001101,00001101,00001101,False,not_attempted,non-equation row,True,True,False,False,False
2e2d60b2,equation_transform,07,07,07,False,add_no_unique_direct_variant,direct_add=[]; baseline=07,True,True,False,False,False
5f9f0ed7,equation_transform,}/!},|!@[,|!@[,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
333d93ec,equation_transform,7,7,7,False,minus_signed_ambiguous,signed_predictions=[],True,True,False,False,False
74fff108,equation_transform,49,49,49,False,operator_not_guarded,query_op='^',True,True,False,False,False
c43b5a13,equation_transform,)|,$):$,$):$,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
b0206bb7,equation_transform,]$!,$){,$){,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
638f93ca,equation_transform,@,$<]$,$<]$,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
12fe3d99,gravity_constant,17.8,17.8,17.8,False,not_attempted,non-equation row,True,True,False,False,False
9bee3f4d,gravity_constant,64.19,64.2,64.2,False,not_attempted,non-equation row,True,True,False,False,False
5b9964c7,bit_manipulation,00011011,00011011,00011011,False,not_attempted,non-equation row,True,True,False,False,False
cff450fd,unit_conversion,38.42,38.43,38.43,False,not_attempted,non-equation row,True,True,False,False,False
a6f7139f,bit_manipulation,11000000,11000000,11000000,False,not_attempted,non-equation row,True,True,False,False,False
b2fb65cf,bit_manipulation,11000011,11000011,11000011,False,not_attempted,non-equation row,True,True,False,False,False
52545905,unit_conversion,13.14,13.15,13.15,False,not_attempted,non-equation row,True,True,False,False,False
4bfd095a,equation_transform,{<<<,@/[@,@/[@,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
7a422e17,equation_transform,%'!,"#`{""","#`{""",False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
3dd5fcd2,gravity_constant,52.28,52.27,52.27,False,not_attempted,non-equation row,True,True,False,False,False
ba469498,unit_conversion,46.87,46.86,46.86,False,not_attempted,non-equation row,True,True,False,False,False
7192535b,bit_manipulation,00000010,00001010,00001010,False,not_attempted,non-equation row,False,False,False,False,False
5b2523e6,equation_transform,&&,><\$,><\$,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
dbb611da,bit_manipulation,00000001,00000001,00000001,False,not_attempted,non-equation row,True,True,False,False,False
0fe53bac,equation_transform,"(""",^?(|,^?(|,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
a1cc9071,text_encryption,wizard writes the secret mirror,wizard writes the secret mirror,wizard writes the secret mirror,False,not_attempted,non-equation row,True,True,False,False,False
acc0955e,text_encryption,bird dreams the dark treasure,bird dreams the dark treasure,bird dreams the dark treasure,False,not_attempted,non-equation row,True,True,False,False,False
07ceed47,bit_manipulation,10000101,10000101,10000101,False,not_attempted,non-equation row,True,True,False,False,False
274def88,equation_transform,92,-92,92,True,minus_signed_opposite_sign_guarded,candidate=92; baseline=-92,False,True,True,False,False
7aa4fdf0,bit_manipulation,00000001,00000001,00000001,False,not_attempted,non-equation row,True,True,False,False,False
270c6986,numeral_system,XXIX,XXIX,XXIX,False,not_attempted,non-equation row,True,True,False,False,False
9db72c8e,numeral_system,IX,IX,IX,False,not_attempted,non-equation row,True,True,False,False,False
357974d4,gravity_constant,31.16,31.16,31.16,False,not_attempted,non-equation row,True,True,False,False,False
03a3437f,equation_transform,-!,'}/>,'}/>,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
d61269a7,gravity_constant,85.79,85.78,85.78,False,not_attempted,non-equation row,True,True,False,False,False
327cb428,gravity_constant,60.72,60.72,60.72,False,not_attempted,non-equation row,True,True,False,False,False
67aa8dc6,text_encryption,turtle dreams beyond forest,turtle dreams beyond forest,turtle dreams beyond forest,False,not_attempted,non-equation row,True,True,False,False,False
f2014638,bit_manipulation,10011010,10011010,10011010,False,not_attempted,non-equation row,True,True,False,False,False
0d3974ba,unit_conversion,40.11,40.12,40.12,False,not_attempted,non-equation row,True,True,False,False,False
a72514a7,text_encryption,queen sees secret,queen sees secret,queen sees secret,False,not_attempted,non-equation row,True,True,False,False,False
a8ea0e29,bit_manipulation,00000000,00000000,00000000,False,not_attempted,non-equation row,True,True,False,False,False
1d32836c,gravity_constant,28.01,28.01,28.01,False,not_attempted,non-equation row,True,True,False,False,False
8995b70e,text_encryption,teacher follows the magical treasure,teacher follows the magical treasure,teacher follows the magical treasure,False,not_attempted,non-equation row,True,True,False,False,False
27282440,unit_conversion,43.72,43.71,43.71,False,not_attempted,non-equation row,True,True,False,False,False
30ac5c8e,equation_transform,)#?,@\}?,@\}?,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
bfcb26ab,text_encryption,the curious queen studies,the curious queen studies,the curious queen studies,False,not_attempted,non-equation row,True,True,False,False,False
1564de32,numeral_system,VIII,VIII,VIII,False,not_attempted,non-equation row,True,True,False,False,False
8d791e8b,unit_conversion,40.70,40.70,40.70,False,not_attempted,non-equation row,True,True,False,False,False
ae554b7f,unit_conversion,13.87,13.87,13.87,False,not_attempted,non-equation row,True,True,False,False,False
53df550e,numeral_system,XXV,XXV,XXV,False,not_attempted,non-equation row,True,True,False,False,False
dd7893f2,unit_conversion,9.52,9.52,9.52,False,not_attempted,non-equation row,True,True,False,False,False
3cfc5f9c,bit_manipulation,01110111,01110111,01110111,False,not_attempted,non-equation row,True,True,False,False,False
7969952e,unit_conversion,6.31,6.31,6.31,False,not_attempted,non-equation row,True,True,False,False,False
e0ee5c99,text_encryption,bird discovers garden,bird discovers garden,bird discovers garden,False,not_attempted,non-equation row,True,True,False,False,False
9cd69c91,numeral_system,XIX,XIX,XIX,False,not_attempted,non-equation row,True,True,False,False,False
08d8d7e1,equation_transform,88,88,88,False,add_no_unique_direct_variant,direct_add=[]; baseline=88,True,True,False,False,False
ff121f08,equation_transform,#<,!%<<,!%<<,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
5e5c4b8d,unit_conversion,20.73,20.74,20.74,False,not_attempted,non-equation row,True,True,False,False,False
58e63752,gravity_constant,35.87,35.87,35.87,False,not_attempted,non-equation row,True,True,False,False,False
c5c16455,gravity_constant,73.06,73.06,73.06,False,not_attempted,non-equation row,True,True,False,False,False
a4a91d08,gravity_constant,63.43,63.42,63.42,False,not_attempted,non-equation row,True,True,False,False,False
c83ef461,gravity_constant,88.25,88.25,88.25,False,not_attempted,non-equation row,True,True,False,False,False
114a7439,bit_manipulation,01110001,01110001,01110001,False,not_attempted,non-equation row,True,True,False,False,False
9108ad00,text_encryption,teacher found beyond castle,teacher found beyond castle,teacher found beyond castle,False,not_attempted,non-equation row,True,True,False,False,False
fd663423,gravity_constant,73.18,73.18,73.18,False,not_attempted,non-equation row,True,True,False,False,False
fc83f7b4,numeral_system,VII,VII,VII,False,not_attempted,non-equation row,True,True,False,False,False
79c84e68,text_encryption,mouse sees the magical crystal,mouse sees the magical crystal,mouse sees the magical crystal,False,not_attempted,non-equation row,True,True,False,False,False
343095d3,bit_manipulation,01010100,01010100,01010100,False,not_attempted,non-equation row,True,True,False,False,False
f598a715,text_encryption,the dark bird discovers,the dark bird discovers,the dark bird discovers,False,not_attempted,non-equation row,True,True,False,False,False
ddb4bc42,unit_conversion,32.01,32.00,32.00,False,not_attempted,non-equation row,True,True,False,False,False
9da4282a,gravity_constant,41.78,41.77,41.77,False,not_attempted,non-equation row,True,True,False,False,False
e03315c8,numeral_system,VII,VII,VII,False,not_attempted,non-equation row,True,True,False,False,False
cb2d7718,numeral_system,LII,LII,LII,False,not_attempted,non-equation row,True,True,False,False,False
81042133,gravity_constant,152.24,152.24,152.24,False,not_attempted,non-equation row,True,True,False,False,False
37d90651,unit_conversion,17.41,17.41,17.41,False,not_attempted,non-equation row,True,True,False,False,False
7672adf0,text_encryption,queen discovers book,queen discovers book,queen discovers book,False,not_attempted,non-equation row,True,True,False,False,False
a4dd4cce,bit_manipulation,10110010,10110010,10110010,False,not_attempted,non-equation row,True,True,False,False,False
f7f91582,numeral_system,LXXXVI,LXXXVI,LXXXVI,False,not_attempted,non-equation row,True,True,False,False,False
6b11c05f,bit_manipulation,00100010,00100010,00100010,False,not_attempted,non-equation row,True,True,False,False,False
e9461e93,unit_conversion,33.61,33.60,33.60,False,not_attempted,non-equation row,True,True,False,False,False
0da5e774,numeral_system,LXXXIX,LXXXIX,LXXXIX,False,not_attempted,non-equation row,True,True,False,False,False
42cb233d,equation_transform,881,881,881,False,add_no_unique_direct_variant,direct_add=[]; baseline=881,True,True,False,False,False
eca3925a,gravity_constant,44.07,44.07,44.07,False,not_attempted,non-equation row,True,True,False,False,False
0e653f2b,unit_conversion,25.28,25.28,25.28,False,not_attempted,non-equation row,True,True,False,False,False
ec8b4875,equation_transform,"|""]",|@<!,|@<!,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
1950808e,text_encryption,turtle studies near island,turtle studies near island,turtle studies near island,False,not_attempted,non-equation row,True,True,False,False,False
ad789984,numeral_system,XLIV,XLIV,XLIV,False,not_attempted,non-equation row,True,True,False,False,False
98f3c5cf,numeral_system,XLIV,XLIV,XLIV,False,not_attempted,non-equation row,True,True,False,False,False
8f16da79,unit_conversion,16.53,16.54,16.54,False,not_attempted,non-equation row,True,True,False,False,False
e3fbc768,equation_transform,'(^),%??,%??,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
6cc5dafb,equation_transform,)(,^&>),^&>),False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
2764222d,text_encryption,bird draws the wise story,bird draws the wise story,bird draws the wise story,False,not_attempted,non-equation row,True,True,False,False,False
d5a03a2e,equation_transform,>>,""")&&",""")&&",False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
eea91b82,bit_manipulation,00101111,00101111,00101111,False,not_attempted,non-equation row,True,True,False,False,False
13912aeb,text_encryption,the dark alice discovers,the dark alice discovers,the dark alice discovers,False,not_attempted,non-equation row,True,True,False,False,False
4736daab,bit_manipulation,01000111,01000111,01000111,False,not_attempted,non-equation row,True,True,False,False,False
288437a0,numeral_system,I,I,I,False,not_attempted,non-equation row,True,True,False,False,False
a919756f,numeral_system,XCIII,XCIII,XCIII,False,not_attempted,non-equation row,True,True,False,False,False
96c231d2,text_encryption,wizard draws crystal,wizard draws crystal,wizard draws crystal,False,not_attempted,non-equation row,True,True,False,False,False
bdd2f990,gravity_constant,23.23,23.23,23.23,False,not_attempted,non-equation row,True,True,False,False,False
8bebef83,equation_transform,3388,3388,3388,False,operator_not_guarded,query_op='{',True,True,False,False,False
62daec42,text_encryption,king follows key,king follows key,king follows key,False,not_attempted,non-equation row,True,True,False,False,False
ac2189ae,gravity_constant,158.41,158.39,158.39,False,not_attempted,non-equation row,True,True,False,False,False
22045c05,text_encryption,queen found key,queen found key,queen found key,False,not_attempted,non-equation row,True,True,False,False,False
efc2b69d,bit_manipulation,10111100,10111100,10111100,False,not_attempted,non-equation row,True,True,False,False,False
1b3891f3,text_encryption,the clever hatter imagines,the clever hatter imagines,the clever hatter imagines,False,not_attempted,non-equation row,True,True,False,False,False
44415184,gravity_constant,12.04,12.04,12.04,False,not_attempted,non-equation row,True,True,False,False,False
6799cb43,gravity_constant,6.11,6.11,6.11,False,not_attempted,non-equation row,True,True,False,False,False
a794d193,bit_manipulation,01011101,01011101,01011101,False,not_attempted,non-equation row,True,True,False,False,False
0f7ddd75,bit_manipulation,11110110,11110110,11110110,False,not_attempted,non-equation row,True,True,False,False,False
27cec7a9,equation_transform,3341,3341,3341,False,colon_no_unique_unreverse,candidate_predictions=[],True,True,False,False,False
a6704625,bit_manipulation,00001101,00011111,00011111,False,not_attempted,non-equation row,False,False,False,False,False
6ff5f86d,numeral_system,XIV,XIV,XIV,False,not_attempted,non-equation row,True,True,False,False,False
19291958,numeral_system,LXXXVII,LXXXVII,LXXXVII,False,not_attempted,non-equation row,True,True,False,False,False
d117113e,bit_manipulation,00000000,00000000,00000000,False,not_attempted,non-equation row,True,True,False,False,False
4aeed935,equation_transform,1455,1455,1455,False,operator_not_guarded,query_op='*',True,True,False,False,False
c04024c2,gravity_constant,144.53,144.52,144.52,False,not_attempted,non-equation row,True,True,False,False,False
6f7a9048,bit_manipulation,00101000,00101000,00101000,False,not_attempted,non-equation row,True,True,False,False,False
4246eb0b,gravity_constant,7.62,7.62,7.62,False,not_attempted,non-equation row,True,True,False,False,False
8740ed31,bit_manipulation,01101000,01111000,01111000,False,not_attempted,non-equation row,False,False,False,False,False
4688f0fa,gravity_constant,47.86,47.86,47.86,False,not_attempted,non-equation row,True,True,False,False,False
095b3eab,text_encryption,knight draws the curious potion,knight draws the curious potion,knight draws the curious potion,False,not_attempted,non-equation row,True,True,False,False,False
522f94ac,text_encryption,the dark dragon follows,the dark dragon follows,the dark dragon follows,False,not_attempted,non-equation row,True,True,False,False,False
5473bb28,text_encryption,mouse draws beyond school,mouse draws beyond school,mouse draws beyond school,False,not_attempted,non-equation row,True,True,False,False,False
1cf8fadd,numeral_system,LI,LI,LI,False,not_attempted,non-equation row,True,True,False,False,False
fb623471,equation_transform,-21,21,21,False,minus_signed_ambiguous,"signed_predictions=['-12', '-21']",False,False,False,False,False
b2285221,numeral_system,XLVII,XLVII,XLVII,False,not_attempted,non-equation row,True,True,False,False,False
88b43464,equation_transform,5311,5311,5311,False,add_no_unique_direct_variant,direct_add=[]; baseline=5311,True,True,False,False,False
209c43f0,equation_transform,101,101,101,False,operator_not_guarded,query_op='^',True,True,False,False,False
eee99d16,gravity_constant,83.25,83.25,83.25,False,not_attempted,non-equation row,True,True,False,False,False
af593008,text_encryption,knight chases secret,knight chases secret,knight chases secret,False,not_attempted,non-equation row,True,True,False,False,False
cb7e15f1,text_encryption,the silver knight dreams,the silver knight dreams,the silver knight dreams,False,not_attempted,non-equation row,True,True,False,False,False
3a221bb6,text_encryption,student explores under castle,student explores under castle,student explores under castle,False,not_attempted,non-equation row,True,True,False,False,False
8ac52d78,bit_manipulation,00010000,00010000,00010000,False,not_attempted,non-equation row,True,True,False,False,False
677055ae,unit_conversion,25.07,25.07,25.07,False,not_attempted,non-equation row,True,True,False,False,False
f507b7f1,bit_manipulation,11001100,11011100,11011100,False,not_attempted,non-equation row,False,False,False,False,False
51ac2b8c,gravity_constant,113.81,113.81,113.81,False,not_attempted,non-equation row,True,True,False,False,False
4c3c612c,unit_conversion,12.18,12.18,12.18,False,not_attempted,non-equation row,True,True,False,False,False
606609ad,text_encryption,the colorful mouse sees,the colorful mouse sees,the colorful mouse sees,False,not_attempted,non-equation row,True,True,False,False,False
fd5bb962,unit_conversion,73.45,73.44,73.44,False,not_attempted,non-equation row,True,True,False,False,False
e040cfe6,text_encryption,knight draws the mysterious door,knight draws the mysterious door,knight draws the mysterious door,False,not_attempted,non-equation row,True,True,False,False,False
305e1cb5,unit_conversion,15.27,15.26,15.26,False,not_attempted,non-equation row,True,True,False,False,False
0b1e1afc,gravity_constant,78.08,78.06,78.06,False,not_attempted,non-equation row,True,True,False,False,False
3fca2abc,numeral_system,LXXIII,LXXIII,LXXIII,False,not_attempted,non-equation row,True,True,False,False,False
37c4e709,unit_conversion,33.17,33.15,33.15,False,not_attempted,non-equation row,True,True,False,False,False
90b06730,text_encryption,princess studies around cave,princess studies around cave,princess studies around cave,False,not_attempted,non-equation row,True,True,False,False,False
d9a4924d,unit_conversion,53.22,53.20,53.20,False,not_attempted,non-equation row,True,True,False,False,False
d129b085,equation_transform,##$,!>``,!>``,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
050492a9,unit_conversion,73.06,73.07,73.07,False,not_attempted,non-equation row,True,True,False,False,False
e78796d3,gravity_constant,158.41,158.4,158.4,False,not_attempted,non-equation row,True,True,False,False,False
368f20dd,bit_manipulation,10000101,10000101,10000101,False,not_attempted,non-equation row,True,True,False,False,False
7b060b56,gravity_constant,22.59,22.59,22.59,False,not_attempted,non-equation row,True,True,False,False,False
0c4e7430,numeral_system,XLVI,XLVI,XLVI,False,not_attempted,non-equation row,True,True,False,False,False
1e6792e6,unit_conversion,30.30,30.28,30.28,False,not_attempted,non-equation row,True,True,False,False,False
c87a87ec,unit_conversion,28.07,28.08,28.08,False,not_attempted,non-equation row,True,True,False,False,False
8c352bcf,numeral_system,XIV,XIV,XIV,False,not_attempted,non-equation row,True,True,False,False,False
e582df31,equation_transform,}@,"""']@","""']@",False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
f67b8172,gravity_constant,24.16,24.16,24.16,False,not_attempted,non-equation row,True,True,False,False,False
826b7024,unit_conversion,9.59,9.58,9.58,False,not_attempted,non-equation row,True,True,False,False,False
98724121,text_encryption,the hidden hatter creates,the hidden hatter creates,the hidden hatter creates,False,not_attempted,non-equation row,True,True,False,False,False
f622a8c3,unit_conversion,46.64,46.65,46.65,False,not_attempted,non-equation row,True,True,False,False,False
5e84cf1a,text_encryption,princess explores potion,princess explores potion,princess explores potion,False,not_attempted,non-equation row,True,True,False,False,False
a77be9fa,equation_transform,"[""",{>$[,{>$[,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
cd84db78,unit_conversion,29.42,29.40,29.40,False,not_attempted,non-equation row,True,True,False,False,False
b7b61c0b,gravity_constant,32.57,32.57,32.57,False,not_attempted,non-equation row,True,True,False,False,False
5a19f71a,bit_manipulation,11100010,11100010,11100010,False,not_attempted,non-equation row,True,True,False,False,False
c455f908,text_encryption,turtle creates key,turtle creates key,turtle creates key,False,not_attempted,non-equation row,True,True,False,False,False
1a6c0053,gravity_constant,3.53,3.53,3.53,False,not_attempted,non-equation row,True,True,False,False,False
78d02fc5,bit_manipulation,11001001,11001011,11001011,False,not_attempted,non-equation row,False,False,False,False,False
4166067c,bit_manipulation,01110110,01110110,01110110,False,not_attempted,non-equation row,True,True,False,False,False
b2cbea0f,gravity_constant,176.57,176.56,176.56,False,not_attempted,non-equation row,True,True,False,False,False
8e922a3a,gravity_constant,16.48,16.48,16.48,False,not_attempted,non-equation row,True,True,False,False,False
4027a3ae,text_encryption,student reads puzzle,student reads puzzle,student reads puzzle,False,not_attempted,non-equation row,True,True,False,False,False
4601649f,gravity_constant,93.92,93.91,93.91,False,not_attempted,non-equation row,True,True,False,False,False
49fb46e8,bit_manipulation,01001110,01001110,01001110,False,not_attempted,non-equation row,True,True,False,False,False
e3b8096e,gravity_constant,29.29,29.29,29.29,False,not_attempted,non-equation row,True,True,False,False,False
63b63698,unit_conversion,18.16,18.16,18.16,False,not_attempted,non-equation row,True,True,False,False,False
00208201,unit_conversion,16.65,16.65,16.65,False,not_attempted,non-equation row,True,True,False,False,False
f7074a8f,numeral_system,LXXIX,LXXIX,LXXIX,False,not_attempted,non-equation row,True,True,False,False,False
105255db,numeral_system,XLIX,XLIX,XLIX,False,not_attempted,non-equation row,True,True,False,False,False
985ec868,unit_conversion,46.18,46.16,46.16,False,not_attempted,non-equation row,True,True,False,False,False
779bb1f3,bit_manipulation,10000001,10000001,10000001,False,not_attempted,non-equation row,True,True,False,False,False
2bd4edeb,text_encryption,the wise hatter draws,the wise hatter draws,the wise hatter draws,False,not_attempted,non-equation row,True,True,False,False,False
9a291cc3,unit_conversion,39.55,39.56,39.56,False,not_attempted,non-equation row,True,True,False,False,False
e2b02e13,bit_manipulation,01111110,01111110,01111110,False,not_attempted,non-equation row,True,True,False,False,False
354e4fb6,numeral_system,LXXXIX,LXXXIX,LXXXIX,False,not_attempted,non-equation row,True,True,False,False,False
ca9db731,unit_conversion,36.34,36.36,36.36,False,not_attempted,non-equation row,True,True,False,False,False
3dd50b34,numeral_system,LXXIII,LXXIII,LXXIII,False,not_attempted,non-equation row,True,True,False,False,False
dbc31a23,gravity_constant,28.12,28.12,28.12,False,not_attempted,non-equation row,True,True,False,False,False
f8d6abd1,equation_transform,5543,5543,5543,False,colon_no_unique_unreverse,candidate_predictions=[],True,True,False,False,False
1d79fe85,text_encryption,rabbit chases in garden,rabbit chases in garden,rabbit chases in garden,False,not_attempted,non-equation row,True,True,False,False,False
3d6a080f,gravity_constant,36.04,36.04,36.04,False,not_attempted,non-equation row,True,True,False,False,False
21245d76,bit_manipulation,01111111,01111111,01111111,False,not_attempted,non-equation row,True,True,False,False,False
4ed6b56f,equation_transform,"(""/""",!:`(,!:`(,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
1df786ed,text_encryption,the magical student draws,the magical student draws,the magical student draws,False,not_attempted,non-equation row,True,True,False,False,False
328f099c,unit_conversion,22.49,22.49,22.49,False,not_attempted,non-equation row,True,True,False,False,False
0aaf8d39,numeral_system,LXI,LXI,LXI,False,not_attempted,non-equation row,True,True,False,False,False
f1e4b165,unit_conversion,26.55,26.55,26.55,False,not_attempted,non-equation row,True,True,False,False,False
e0eba119,bit_manipulation,00010010,00010010,00010010,False,not_attempted,non-equation row,True,True,False,False,False
6df4b5e1,gravity_constant,90.92,90.91,90.91,False,not_attempted,non-equation row,True,True,False,False,False
55014a7a,bit_manipulation,01010000,01010000,01010000,False,not_attempted,non-equation row,True,True,False,False,False
c8d6d308,unit_conversion,54.90,54.92,54.92,False,not_attempted,non-equation row,True,True,False,False,False
73a82df5,gravity_constant,41.24,41.23,41.23,False,not_attempted,non-equation row,True,True,False,False,False
8d5d4262,gravity_constant,53.22,53.22,53.22,False,not_attempted,non-equation row,True,True,False,False,False
eba7b40a,text_encryption,the golden cat sees,the golden cat sees,the golden cat sees,False,not_attempted,non-equation row,True,True,False,False,False
ef904eeb,unit_conversion,32.29,32.30,32.30,False,not_attempted,non-equation row,True,True,False,False,False
0fe06e8c,bit_manipulation,10010010,10010010,10010010,False,not_attempted,non-equation row,True,True,False,False,False
f53719ce,unit_conversion,27.38,27.38,27.38,False,not_attempted,non-equation row,True,True,False,False,False
75421960,numeral_system,XXXIV,XXXIV,XXXIV,False,not_attempted,non-equation row,True,True,False,False,False
11a3d729,numeral_system,XXXII,XXXII,XXXII,False,not_attempted,non-equation row,True,True,False,False,False
8387401f,gravity_constant,177.24,177.23,177.23,False,not_attempted,non-equation row,True,True,False,False,False
5ba5b166,numeral_system,XLIX,XLIX,XLIX,False,not_attempted,non-equation row,True,True,False,False,False
e04f0fb4,numeral_system,LXVIII,LXVIII,LXVIII,False,not_attempted,non-equation row,True,True,False,False,False
4a7f0ede,numeral_system,LXVIII,LXVIII,LXVIII,False,not_attempted,non-equation row,True,True,False,False,False
b414004c,unit_conversion,68.26,68.25,68.25,False,not_attempted,non-equation row,True,True,False,False,False
89af5175,gravity_constant,29.78,29.78,29.78,False,not_attempted,non-equation row,True,True,False,False,False
476f0bb7,numeral_system,LXXVI,LXXVI,LXXVI,False,not_attempted,non-equation row,True,True,False,False,False
6e318a02,numeral_system,XXII,XXII,XXII,False,not_attempted,non-equation row,True,True,False,False,False
8e715328,numeral_system,XLIX,XLIX,XLIX,False,not_attempted,non-equation row,True,True,False,False,False
539bea51,unit_conversion,40.61,40.60,40.60,False,not_attempted,non-equation row,True,True,False,False,False
f8fc43d2,bit_manipulation,11100100,11100100,11100100,False,not_attempted,non-equation row,True,True,False,False,False
208d7838,equation_transform,[:,[&<>,[&<>,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
