id,family,answer,baseline_public_final,baseline_strict_final_boxed,baseline_public_correct,baseline_strict_correct,candidate_public_correct,candidate_strict_correct,candidate_exact_one_closed_boxed,candidate_truncated
equation_0101,equation_transform,equation_answer_0101,wrong_equation_0101,wrong_equation_0101,False,False,False,False,True,False
equation_0102,equation_transform,equation_answer_0102,wrong_equation_0102,wrong_equation_0102,False,False,False,False,True,False
equation_0103,equation_transform,equation_answer_0103,wrong_equation_0103,wrong_equation_0103,False,False,False,False,True,False
equation_0104,equation_transform,equation_answer_0104,wrong_equation_0104,wrong_equation_0104,False,False,False,False,True,False
equation_0105,equation_transform,equation_answer_0105,wrong_equation_0105,wrong_equation_0105,False,False,False,False,True,False
equation_0106,equation_transform,equation_answer_0106,wrong_equation_0106,wrong_equation_0106,False,False,False,False,True,False
equation_0107,equation_transform,equation_answer_0107,wrong_equation_0107,wrong_equation_0107,False,False,False,False,True,False
equation_0108,equation_transform,equation_answer_0108,wrong_equation_0108,wrong_equation_0108,False,False,False,False,True,False
equation_0109,equation_transform,equation_answer_0109,wrong_equation_0109,wrong_equation_0109,False,False,False,False,True,False
equation_0110,equation_transform,equation_answer_0110,wrong_equation_0110,wrong_equation_0110,False,False,False,False,True,False
equation_0111,equation_transform,equation_answer_0111,wrong_equation_0111,wrong_equation_0111,False,False,False,False,True,False
equation_0112,equation_transform,equation_answer_0112,wrong_equation_0112,wrong_equation_0112,False,False,False,False,True,False
equation_0113,equation_transform,equation_answer_0113,wrong_equation_0113,wrong_equation_0113,False,False,False,False,True,False
equation_0114,equation_transform,equation_answer_0114,wrong_equation_0114,wrong_equation_0114,False,False,False,False,True,False
equation_0115,equation_transform,equation_answer_0115,wrong_equation_0115,wrong_equation_0115,False,False,False,False,True,False
equation_0116,equation_transform,equation_answer_0116,wrong_equation_0116,wrong_equation_0116,False,False,False,False,True,False
equation_0117,equation_transform,equation_answer_0117,wrong_equation_0117,wrong_equation_0117,False,False,False,False,True,False
equation_0118,equation_transform,equation_answer_0118,wrong_equation_0118,wrong_equation_0118,False,False,False,False,True,False
equation_0119,equation_transform,equation_answer_0119,wrong_equation_0119,wrong_equation_0119,False,False,False,False,True,False
equation_0120,equation_transform,equation_answer_0120,wrong_equation_0120,wrong_equation_0120,False,False,False,False,True,False
equation_0121,equation_transform,equation_answer_0121,wrong_equation_0121,wrong_equation_0121,False,False,False,False,True,False
equation_0122,equation_transform,equation_answer_0122,wrong_equation_0122,wrong_equation_0122,False,False,False,False,True,False
equation_0123,equation_transform,equation_answer_0123,wrong_equation_0123,wrong_equation_0123,False,False,False,False,True,False
equation_0124,equation_transform,equation_answer_0124,wrong_equation_0124,wrong_equation_0124,False,False,False,False,True,False
equation_0125,equation_transform,equation_answer_0125,wrong_equation_0125,wrong_equation_0125,False,False,False,False,True,False
equation_0126,equation_transform,equation_answer_0126,wrong_equation_0126,wrong_equation_0126,False,False,False,False,True,False
equation_0127,equation_transform,equation_answer_0127,wrong_equation_0127,wrong_equation_0127,False,False,False,False,True,False
equation_0128,equation_transform,equation_answer_0128,wrong_equation_0128,wrong_equation_0128,False,False,False,False,True,False
equation_0129,equation_transform,equation_answer_0129,wrong_equation_0129,wrong_equation_0129,False,False,False,False,True,False
equation_0130,equation_transform,equation_answer_0130,wrong_equation_0130,wrong_equation_0130,False,False,False,False,True,False
equation_0131,equation_transform,equation_answer_0131,wrong_equation_0131,wrong_equation_0131,False,False,False,False,True,False
equation_0132,equation_transform,equation_answer_0132,wrong_equation_0132,wrong_equation_0132,False,False,False,False,True,False
equation_0133,equation_transform,equation_answer_0133,wrong_equation_0133,wrong_equation_0133,False,False,False,False,True,False
equation_0134,equation_transform,equation_answer_0134,wrong_equation_0134,wrong_equation_0134,False,False,False,False,True,False
equation_0135,equation_transform,equation_answer_0135,wrong_equation_0135,wrong_equation_0135,False,False,False,False,True,False
equation_0136,equation_transform,equation_answer_0136,wrong_equation_0136,wrong_equation_0136,False,False,False,False,True,False
equation_0137,equation_transform,equation_answer_0137,wrong_equation_0137,wrong_equation_0137,False,False,False,False,True,False
equation_0138,equation_transform,equation_answer_0138,wrong_equation_0138,wrong_equation_0138,False,False,False,False,True,False
equation_0139,equation_transform,equation_answer_0139,wrong_equation_0139,wrong_equation_0139,False,False,False,False,True,False
equation_0140,equation_transform,equation_answer_0140,wrong_equation_0140,wrong_equation_0140,False,False,False,False,True,False
equation_0141,equation_transform,equation_answer_0141,wrong_equation_0141,wrong_equation_0141,False,False,False,False,True,False
equation_0142,equation_transform,equation_answer_0142,wrong_equation_0142,wrong_equation_0142,False,False,False,False,True,False
equation_0143,equation_transform,equation_answer_0143,wrong_equation_0143,wrong_equation_0143,False,False,False,False,True,False
equation_0144,equation_transform,equation_answer_0144,wrong_equation_0144,wrong_equation_0144,False,False,False,False,True,False
equation_0145,equation_transform,equation_answer_0145,wrong_equation_0145,wrong_equation_0145,False,False,False,False,True,False
equation_0146,equation_transform,equation_answer_0146,wrong_equation_0146,wrong_equation_0146,False,False,False,False,True,False
equation_0147,equation_transform,equation_answer_0147,wrong_equation_0147,wrong_equation_0147,False,False,False,False,True,False
equation_0148,equation_transform,equation_answer_0148,wrong_equation_0148,wrong_equation_0148,False,False,False,False,True,False
equation_0149,equation_transform,equation_answer_0149,wrong_equation_0149,wrong_equation_0149,False,False,False,False,True,False
equation_0150,equation_transform,equation_answer_0150,wrong_equation_0150,wrong_equation_0150,False,False,False,False,True,False
equation_0151,equation_transform,equation_answer_0151,wrong_equation_0151,wrong_equation_0151,False,False,False,False,True,False
equation_0152,equation_transform,equation_answer_0152,wrong_equation_0152,wrong_equation_0152,False,False,False,False,True,False
equation_0153,equation_transform,equation_answer_0153,wrong_equation_0153,wrong_equation_0153,False,False,False,False,True,False
equation_0154,equation_transform,equation_answer_0154,wrong_equation_0154,wrong_equation_0154,False,False,False,False,True,False
gravity_0000,gravity_constant,gravity_answer_0000,gravity_answer_0000,gravity_answer_0000,True,True,True,True,True,False
gravity_0001,gravity_constant,gravity_answer_0001,gravity_answer_0001,gravity_answer_0001,True,True,True,True,True,False
gravity_0002,gravity_constant,gravity_answer_0002,gravity_answer_0002,gravity_answer_0002,True,True,True,True,True,False
gravity_0003,gravity_constant,gravity_answer_0003,gravity_answer_0003,gravity_answer_0003,True,True,True,True,True,False
gravity_0004,gravity_constant,gravity_answer_0004,gravity_answer_0004,gravity_answer_0004,True,True,True,True,True,False
gravity_0005,gravity_constant,gravity_answer_0005,gravity_answer_0005,gravity_answer_0005,True,True,True,True,True,False
gravity_0006,gravity_constant,gravity_answer_0006,gravity_answer_0006,gravity_answer_0006,True,True,True,True,True,False
gravity_0007,gravity_constant,gravity_answer_0007,gravity_answer_0007,gravity_answer_0007,True,True,True,True,True,False
gravity_0008,gravity_constant,gravity_answer_0008,gravity_answer_0008,gravity_answer_0008,True,True,True,True,True,False
gravity_0009,gravity_constant,gravity_answer_0009,gravity_answer_0009,gravity_answer_0009,True,True,True,True,True,False
gravity_0010,gravity_constant,gravity_answer_0010,gravity_answer_0010,gravity_answer_0010,True,True,True,True,True,False
gravity_0011,gravity_constant,gravity_answer_0011,gravity_answer_0011,gravity_answer_0011,True,True,True,True,True,False
gravity_0012,gravity_constant,gravity_answer_0012,gravity_answer_0012,gravity_answer_0012,True,True,True,True,True,False
gravity_0013,gravity_constant,gravity_answer_0013,gravity_answer_0013,gravity_answer_0013,True,True,True,True,True,False
gravity_0014,gravity_constant,gravity_answer_0014,gravity_answer_0014,gravity_answer_0014,True,True,True,True,True,False
gravity_0015,gravity_constant,gravity_answer_0015,gravity_answer_0015,gravity_answer_0015,True,True,True,True,True,False
gravity_0016,gravity_constant,gravity_answer_0016,gravity_answer_0016,gravity_answer_0016,True,True,True,True,True,False
gravity_0017,gravity_constant,gravity_answer_0017,gravity_answer_0017,gravity_answer_0017,True,True,True,True,True,False
gravity_0018,gravity_constant,gravity_answer_0018,gravity_answer_0018,gravity_answer_0018,True,True,True,True,True,False
gravity_0019,gravity_constant,gravity_answer_0019,gravity_answer_0019,gravity_answer_0019,True,True,True,True,True,False
gravity_0020,gravity_constant,gravity_answer_0020,gravity_answer_0020,gravity_answer_0020,True,True,True,True,True,False
gravity_0021,gravity_constant,gravity_answer_0021,gravity_answer_0021,gravity_answer_0021,True,True,True,True,True,False
gravity_0022,gravity_constant,gravity_answer_0022,gravity_answer_0022,gravity_answer_0022,True,True,True,True,True,False
gravity_0023,gravity_constant,gravity_answer_0023,gravity_answer_0023,gravity_answer_0023,True,True,True,True,True,False
gravity_0024,gravity_constant,gravity_answer_0024,gravity_answer_0024,gravity_answer_0024,True,True,True,True,True,False
gravity_0025,gravity_constant,gravity_answer_0025,gravity_answer_0025,gravity_answer_0025,True,True,True,True,True,False
gravity_0026,gravity_constant,gravity_answer_0026,gravity_answer_0026,gravity_answer_0026,True,True,True,True,True,False
gravity_0027,gravity_constant,gravity_answer_0027,gravity_answer_0027,gravity_answer_0027,True,True,True,True,True,False
gravity_0028,gravity_constant,gravity_answer_0028,gravity_answer_0028,gravity_answer_0028,True,True,True,True,True,False
gravity_0029,gravity_constant,gravity_answer_0029,gravity_answer_0029,gravity_answer_0029,True,True,True,True,True,False
gravity_0030,gravity_constant,gravity_answer_0030,gravity_answer_0030,gravity_answer_0030,True,True,True,True,True,False
gravity_0031,gravity_constant,gravity_answer_0031,gravity_answer_0031,gravity_answer_0031,True,True,True,True,True,False
gravity_0032,gravity_constant,gravity_answer_0032,gravity_answer_0032,gravity_answer_0032,True,True,True,True,True,False
gravity_0033,gravity_constant,gravity_answer_0033,gravity_answer_0033,gravity_answer_0033,True,True,True,True,True,False
gravity_0034,gravity_constant,gravity_answer_0034,gravity_answer_0034,gravity_answer_0034,True,True,True,True,True,False
gravity_0035,gravity_constant,gravity_answer_0035,gravity_answer_0035,gravity_answer_0035,True,True,True,True,True,False
gravity_0036,gravity_constant,gravity_answer_0036,gravity_answer_0036,gravity_answer_0036,True,True,True,True,True,False
gravity_0037,gravity_constant,gravity_answer_0037,gravity_answer_0037,gravity_answer_0037,True,True,True,True,True,False
gravity_0038,gravity_constant,gravity_answer_0038,gravity_answer_0038,gravity_answer_0038,True,True,True,True,True,False
gravity_0039,gravity_constant,gravity_answer_0039,gravity_answer_0039,gravity_answer_0039,True,True,True,True,True,False
gravity_0040,gravity_constant,gravity_answer_0040,gravity_answer_0040,gravity_answer_0040,True,True,True,True,True,False
gravity_0041,gravity_constant,gravity_answer_0041,gravity_answer_0041,gravity_answer_0041,True,True,True,True,True,False
gravity_0042,gravity_constant,gravity_answer_0042,gravity_answer_0042,gravity_answer_0042,True,True,True,True,True,False
gravity_0043,gravity_constant,gravity_answer_0043,gravity_answer_0043,gravity_answer_0043,True,True,True,True,True,False
gravity_0044,gravity_constant,gravity_answer_0044,gravity_answer_0044,gravity_answer_0044,True,True,True,True,True,False
gravity_0045,gravity_constant,gravity_answer_0045,gravity_answer_0045,gravity_answer_0045,True,True,True,True,True,False
gravity_0046,gravity_constant,gravity_answer_0046,gravity_answer_0046,gravity_answer_0046,True,True,True,True,True,False
gravity_0047,gravity_constant,gravity_answer_0047,gravity_answer_0047,gravity_answer_0047,True,True,True,True,True,False
gravity_0048,gravity_constant,gravity_answer_0048,gravity_answer_0048,gravity_answer_0048,True,True,True,True,True,False
gravity_0049,gravity_constant,gravity_answer_0049,gravity_answer_0049,gravity_answer_0049,True,True,True,True,True,False
gravity_0050,gravity_constant,gravity_answer_0050,gravity_answer_0050,gravity_answer_0050,True,True,True,True,True,False
gravity_0051,gravity_constant,gravity_answer_0051,gravity_answer_0051,gravity_answer_0051,True,True,True,True,True,False
gravity_0052,gravity_constant,gravity_answer_0052,gravity_answer_0052,gravity_answer_0052,True,True,True,True,True,False
gravity_0053,gravity_constant,gravity_answer_0053,gravity_answer_0053,gravity_answer_0053,True,True,True,True,True,False
gravity_0054,gravity_constant,gravity_answer_0054,gravity_answer_0054,gravity_answer_0054,True,True,True,True,True,False
gravity_0055,gravity_constant,gravity_answer_0055,gravity_answer_0055,gravity_answer_0055,True,True,True,True,True,False
gravity_0056,gravity_constant,gravity_answer_0056,gravity_answer_0056,gravity_answer_0056,True,True,True,True,True,False
gravity_0057,gravity_constant,gravity_answer_0057,gravity_answer_0057,gravity_answer_0057,True,True,True,True,True,False
gravity_0058,gravity_constant,gravity_answer_0058,gravity_answer_0058,gravity_answer_0058,True,True,True,True,True,False
gravity_0059,gravity_constant,gravity_answer_0059,gravity_answer_0059,gravity_answer_0059,True,True,True,True,True,False
gravity_0060,gravity_constant,gravity_answer_0060,gravity_answer_0060,gravity_answer_0060,True,True,True,True,True,False
gravity_0061,gravity_constant,gravity_answer_0061,gravity_answer_0061,gravity_answer_0061,True,True,True,True,True,False
gravity_0062,gravity_constant,gravity_answer_0062,gravity_answer_0062,gravity_answer_0062,True,True,True,True,True,False
gravity_0063,gravity_constant,gravity_answer_0063,gravity_answer_0063,gravity_answer_0063,True,True,True,True,True,False
gravity_0064,gravity_constant,gravity_answer_0064,gravity_answer_0064,gravity_answer_0064,True,True,True,True,True,False
gravity_0065,gravity_constant,gravity_answer_0065,gravity_answer_0065,gravity_answer_0065,True,True,True,True,True,False
gravity_0066,gravity_constant,gravity_answer_0066,gravity_answer_0066,gravity_answer_0066,True,True,True,True,True,False
gravity_0067,gravity_constant,gravity_answer_0067,gravity_answer_0067,gravity_answer_0067,True,True,True,True,True,False
gravity_0068,gravity_constant,gravity_answer_0068,gravity_answer_0068,gravity_answer_0068,True,True,True,True,True,False
gravity_0069,gravity_constant,gravity_answer_0069,gravity_answer_0069,gravity_answer_0069,True,True,True,True,True,False
gravity_0070,gravity_constant,gravity_answer_0070,gravity_answer_0070,gravity_answer_0070,True,True,True,True,True,False
gravity_0071,gravity_constant,gravity_answer_0071,gravity_answer_0071,gravity_answer_0071,True,True,True,True,True,False
gravity_0072,gravity_constant,gravity_answer_0072,gravity_answer_0072,gravity_answer_0072,True,True,True,True,True,False
gravity_0073,gravity_constant,gravity_answer_0073,gravity_answer_0073,gravity_answer_0073,True,True,True,True,True,False
gravity_0074,gravity_constant,gravity_answer_0074,gravity_answer_0074,gravity_answer_0074,True,True,True,True,True,False
gravity_0075,gravity_constant,gravity_answer_0075,gravity_answer_0075,gravity_answer_0075,True,True,True,True,True,False
gravity_0076,gravity_constant,gravity_answer_0076,gravity_answer_0076,gravity_answer_0076,True,True,True,True,True,False
gravity_0077,gravity_constant,gravity_answer_0077,gravity_answer_0077,gravity_answer_0077,True,True,True,True,True,False
gravity_0078,gravity_constant,gravity_answer_0078,gravity_answer_0078,gravity_answer_0078,True,True,True,True,True,False
gravity_0079,gravity_constant,gravity_answer_0079,gravity_answer_0079,gravity_answer_0079,True,True,True,True,True,False
gravity_0080,gravity_constant,gravity_answer_0080,gravity_answer_0080,gravity_answer_0080,True,True,True,True,True,False
gravity_0081,gravity_constant,gravity_answer_0081,gravity_answer_0081,gravity_answer_0081,True,True,True,True,True,False
gravity_0082,gravity_constant,gravity_answer_0082,gravity_answer_0082,gravity_answer_0082,True,True,True,True,True,False
gravity_0083,gravity_constant,gravity_answer_0083,gravity_answer_0083,gravity_answer_0083,True,True,True,True,True,False
gravity_0084,gravity_constant,gravity_answer_0084,gravity_answer_0084,gravity_answer_0084,True,True,True,True,True,False
gravity_0085,gravity_constant,gravity_answer_0085,gravity_answer_0085,gravity_answer_0085,True,True,True,True,True,False
gravity_0086,gravity_constant,gravity_answer_0086,gravity_answer_0086,gravity_answer_0086,True,True,True,True,True,False
gravity_0087,gravity_constant,gravity_answer_0087,gravity_answer_0087,gravity_answer_0087,True,True,True,True,True,False
gravity_0088,gravity_constant,gravity_answer_0088,gravity_answer_0088,gravity_answer_0088,True,True,True,True,True,False
gravity_0089,gravity_constant,gravity_answer_0089,gravity_answer_0089,gravity_answer_0089,True,True,True,True,True,False
gravity_0090,gravity_constant,gravity_answer_0090,gravity_answer_0090,gravity_answer_0090,True,True,True,True,True,False
gravity_0091,gravity_constant,gravity_answer_0091,gravity_answer_0091,gravity_answer_0091,True,True,True,True,True,False
gravity_0092,gravity_constant,gravity_answer_0092,gravity_answer_0092,gravity_answer_0092,True,True,True,True,True,False
gravity_0093,gravity_constant,gravity_answer_0093,gravity_answer_0093,gravity_answer_0093,True,True,True,True,True,False
gravity_0094,gravity_constant,gravity_answer_0094,gravity_answer_0094,gravity_answer_0094,True,True,True,True,True,False
gravity_0095,gravity_constant,gravity_answer_0095,gravity_answer_0095,gravity_answer_0095,True,True,True,True,True,False
gravity_0096,gravity_constant,gravity_answer_0096,gravity_answer_0096,gravity_answer_0096,True,True,True,True,True,False
gravity_0097,gravity_constant,gravity_answer_0097,gravity_answer_0097,gravity_answer_0097,True,True,True,True,True,False
gravity_0098,gravity_constant,gravity_answer_0098,gravity_answer_0098,gravity_answer_0098,True,True,True,True,True,False
gravity_0099,gravity_constant,gravity_answer_0099,gravity_answer_0099,gravity_answer_0099,True,True,True,True,True,False
gravity_0100,gravity_constant,gravity_answer_0100,gravity_answer_0100,gravity_answer_0100,True,True,True,True,True,False
gravity_0101,gravity_constant,gravity_answer_0101,gravity_answer_0101,gravity_answer_0101,True,True,True,True,True,False
gravity_0102,gravity_constant,gravity_answer_0102,gravity_answer_0102,gravity_answer_0102,True,True,True,True,True,False
gravity_0103,gravity_constant,gravity_answer_0103,gravity_answer_0103,gravity_answer_0103,True,True,True,True,True,False
gravity_0104,gravity_constant,gravity_answer_0104,gravity_answer_0104,gravity_answer_0104,True,True,True,True,True,False
gravity_0105,gravity_constant,gravity_answer_0105,gravity_answer_0105,gravity_answer_0105,True,True,True,True,True,False
gravity_0106,gravity_constant,gravity_answer_0106,gravity_answer_0106,gravity_answer_0106,True,True,True,True,True,False
gravity_0107,gravity_constant,gravity_answer_0107,gravity_answer_0107,gravity_answer_0107,True,True,True,True,True,False
gravity_0108,gravity_constant,gravity_answer_0108,gravity_answer_0108,gravity_answer_0108,True,True,True,True,True,False
gravity_0109,gravity_constant,gravity_answer_0109,gravity_answer_0109,gravity_answer_0109,True,True,True,True,True,False
gravity_0110,gravity_constant,gravity_answer_0110,gravity_answer_0110,gravity_answer_0110,True,True,True,True,True,False
gravity_0111,gravity_constant,gravity_answer_0111,gravity_answer_0111,gravity_answer_0111,True,True,True,True,True,False
gravity_0112,gravity_constant,gravity_answer_0112,gravity_answer_0112,gravity_answer_0112,True,True,True,True,True,False
gravity_0113,gravity_constant,gravity_answer_0113,gravity_answer_0113,gravity_answer_0113,True,True,True,True,True,False
gravity_0114,gravity_constant,gravity_answer_0114,gravity_answer_0114,gravity_answer_0114,True,True,True,True,True,False
gravity_0115,gravity_constant,gravity_answer_0115,gravity_answer_0115,gravity_answer_0115,True,True,True,True,True,False
gravity_0116,gravity_constant,gravity_answer_0116,gravity_answer_0116,gravity_answer_0116,True,True,True,True,True,False
gravity_0117,gravity_constant,gravity_answer_0117,gravity_answer_0117,gravity_answer_0117,True,True,True,True,True,False
gravity_0118,gravity_constant,gravity_answer_0118,gravity_answer_0118,gravity_answer_0118,True,True,True,True,True,False
gravity_0119,gravity_constant,gravity_answer_0119,gravity_answer_0119,gravity_answer_0119,True,True,True,True,True,False
gravity_0120,gravity_constant,gravity_answer_0120,gravity_answer_0120,gravity_answer_0120,True,True,True,True,True,False
gravity_0121,gravity_constant,gravity_answer_0121,gravity_answer_0121,gravity_answer_0121,True,True,True,True,True,False
gravity_0122,gravity_constant,gravity_answer_0122,gravity_answer_0122,gravity_answer_0122,True,True,True,True,True,False
gravity_0123,gravity_constant,gravity_answer_0123,gravity_answer_0123,gravity_answer_0123,True,True,True,True,True,False
gravity_0124,gravity_constant,gravity_answer_0124,gravity_answer_0124,gravity_answer_0124,True,True,True,True,True,False
gravity_0125,gravity_constant,gravity_answer_0125,gravity_answer_0125,gravity_answer_0125,True,True,True,True,True,False
gravity_0126,gravity_constant,gravity_answer_0126,gravity_answer_0126,gravity_answer_0126,True,True,True,True,True,False
gravity_0127,gravity_constant,gravity_answer_0127,gravity_answer_0127,gravity_answer_0127,True,True,True,True,True,False
gravity_0128,gravity_constant,gravity_answer_0128,gravity_answer_0128,gravity_answer_0128,True,True,True,True,True,False
gravity_0129,gravity_constant,gravity_answer_0129,gravity_answer_0129,gravity_answer_0129,True,True,True,True,True,False
gravity_0130,gravity_constant,gravity_answer_0130,gravity_answer_0130,gravity_answer_0130,True,True,True,True,True,False
gravity_0131,gravity_constant,gravity_answer_0131,gravity_answer_0131,gravity_answer_0131,True,True,True,True,True,False
gravity_0132,gravity_constant,gravity_answer_0132,gravity_answer_0132,gravity_answer_0132,True,True,True,True,True,False
gravity_0133,gravity_constant,gravity_answer_0133,gravity_answer_0133,gravity_answer_0133,True,True,True,True,True,False
gravity_0134,gravity_constant,gravity_answer_0134,gravity_answer_0134,gravity_answer_0134,True,True,True,True,True,False
gravity_0135,gravity_constant,gravity_answer_0135,gravity_answer_0135,gravity_answer_0135,True,True,True,True,True,False
gravity_0136,gravity_constant,gravity_answer_0136,gravity_answer_0136,gravity_answer_0136,True,True,True,True,True,False
gravity_0137,gravity_constant,gravity_answer_0137,gravity_answer_0137,gravity_answer_0137,True,True,True,True,True,False
gravity_0138,gravity_constant,gravity_answer_0138,gravity_answer_0138,gravity_answer_0138,True,True,True,True,True,False
gravity_0139,gravity_constant,gravity_answer_0139,gravity_answer_0139,gravity_answer_0139,True,True,True,True,True,False
unit_0000,unit_conversion,unit_answer_0000,unit_answer_0000,unit_answer_0000,True,True,True,True,True,False
unit_0001,unit_conversion,unit_answer_0001,unit_answer_0001,unit_answer_0001,True,True,True,True,True,False
unit_0002,unit_conversion,unit_answer_0002,unit_answer_0002,unit_answer_0002,True,True,True,True,True,False
unit_0003,unit_conversion,unit_answer_0003,unit_answer_0003,unit_answer_0003,True,True,True,True,True,False
unit_0004,unit_conversion,unit_answer_0004,unit_answer_0004,unit_answer_0004,True,True,True,True,True,False
unit_0005,unit_conversion,unit_answer_0005,unit_answer_0005,unit_answer_0005,True,True,True,True,True,False
unit_0006,unit_conversion,unit_answer_0006,unit_answer_0006,unit_answer_0006,True,True,True,True,True,False
unit_0007,unit_conversion,unit_answer_0007,unit_answer_0007,unit_answer_0007,True,True,True,True,True,False
unit_0008,unit_conversion,unit_answer_0008,unit_answer_0008,unit_answer_0008,True,True,True,True,True,False
unit_0009,unit_conversion,unit_answer_0009,unit_answer_0009,unit_answer_0009,True,True,True,True,True,False
unit_0010,unit_conversion,unit_answer_0010,unit_answer_0010,unit_answer_0010,True,True,True,True,True,False
unit_0011,unit_conversion,unit_answer_0011,unit_answer_0011,unit_answer_0011,True,True,True,True,True,False
unit_0012,unit_conversion,unit_answer_0012,unit_answer_0012,unit_answer_0012,True,True,True,True,True,False
unit_0013,unit_conversion,unit_answer_0013,unit_answer_0013,unit_answer_0013,True,True,True,True,True,False
unit_0014,unit_conversion,unit_answer_0014,unit_answer_0014,unit_answer_0014,True,True,True,True,True,False
unit_0015,unit_conversion,unit_answer_0015,unit_answer_0015,unit_answer_0015,True,True,True,True,True,False
unit_0016,unit_conversion,unit_answer_0016,unit_answer_0016,unit_answer_0016,True,True,True,True,True,False
unit_0017,unit_conversion,unit_answer_0017,unit_answer_0017,unit_answer_0017,True,True,True,True,True,False
unit_0018,unit_conversion,unit_answer_0018,unit_answer_0018,unit_answer_0018,True,True,True,True,True,False
unit_0019,unit_conversion,unit_answer_0019,unit_answer_0019,unit_answer_0019,True,True,True,True,True,False
unit_0020,unit_conversion,unit_answer_0020,unit_answer_0020,unit_answer_0020,True,True,True,True,True,False
unit_0021,unit_conversion,unit_answer_0021,unit_answer_0021,unit_answer_0021,True,True,True,True,True,False
unit_0022,unit_conversion,unit_answer_0022,unit_answer_0022,unit_answer_0022,True,True,True,True,True,False
unit_0023,unit_conversion,unit_answer_0023,unit_answer_0023,unit_answer_0023,True,True,True,True,True,False
unit_0024,unit_conversion,unit_answer_0024,unit_answer_0024,unit_answer_0024,True,True,True,True,True,False
unit_0025,unit_conversion,unit_answer_0025,unit_answer_0025,unit_answer_0025,True,True,True,True,True,False
unit_0026,unit_conversion,unit_answer_0026,unit_answer_0026,unit_answer_0026,True,True,True,True,True,False
unit_0027,unit_conversion,unit_answer_0027,unit_answer_0027,unit_answer_0027,True,True,True,True,True,False
unit_0028,unit_conversion,unit_answer_0028,unit_answer_0028,unit_answer_0028,True,True,True,True,True,False
unit_0029,unit_conversion,unit_answer_0029,unit_answer_0029,unit_answer_0029,True,True,True,True,True,False
unit_0030,unit_conversion,unit_answer_0030,unit_answer_0030,unit_answer_0030,True,True,True,True,True,False
unit_0031,unit_conversion,unit_answer_0031,unit_answer_0031,unit_answer_0031,True,True,True,True,True,False
unit_0032,unit_conversion,unit_answer_0032,unit_answer_0032,unit_answer_0032,True,True,True,True,True,False
unit_0033,unit_conversion,unit_answer_0033,unit_answer_0033,unit_answer_0033,True,True,True,True,True,False
unit_0034,unit_conversion,unit_answer_0034,unit_answer_0034,unit_answer_0034,True,True,True,True,True,False
unit_0035,unit_conversion,unit_answer_0035,unit_answer_0035,unit_answer_0035,True,True,True,True,True,False
unit_0036,unit_conversion,unit_answer_0036,unit_answer_0036,unit_answer_0036,True,True,True,True,True,False
unit_0037,unit_conversion,unit_answer_0037,unit_answer_0037,unit_answer_0037,True,True,True,True,True,False
unit_0038,unit_conversion,unit_answer_0038,unit_answer_0038,unit_answer_0038,True,True,True,True,True,False
unit_0039,unit_conversion,unit_answer_0039,unit_answer_0039,unit_answer_0039,True,True,True,True,True,False
unit_0040,unit_conversion,unit_answer_0040,unit_answer_0040,unit_answer_0040,True,True,True,True,True,False
unit_0041,unit_conversion,unit_answer_0041,unit_answer_0041,unit_answer_0041,True,True,True,True,True,False
unit_0042,unit_conversion,unit_answer_0042,unit_answer_0042,unit_answer_0042,True,True,True,True,True,False
unit_0043,unit_conversion,unit_answer_0043,unit_answer_0043,unit_answer_0043,True,True,True,True,True,False
unit_0044,unit_conversion,unit_answer_0044,unit_answer_0044,unit_answer_0044,True,True,True,True,True,False
unit_0045,unit_conversion,unit_answer_0045,unit_answer_0045,unit_answer_0045,True,True,True,True,True,False
unit_0046,unit_conversion,unit_answer_0046,unit_answer_0046,unit_answer_0046,True,True,True,True,True,False
unit_0047,unit_conversion,unit_answer_0047,unit_answer_0047,unit_answer_0047,True,True,True,True,True,False
unit_0048,unit_conversion,unit_answer_0048,unit_answer_0048,unit_answer_0048,True,True,True,True,True,False
unit_0049,unit_conversion,unit_answer_0049,unit_answer_0049,unit_answer_0049,True,True,True,True,True,False
unit_0050,unit_conversion,unit_answer_0050,unit_answer_0050,unit_answer_0050,True,True,True,True,True,False
unit_0051,unit_conversion,unit_answer_0051,unit_answer_0051,unit_answer_0051,True,True,True,True,True,False
unit_0052,unit_conversion,unit_answer_0052,unit_answer_0052,unit_answer_0052,True,True,True,True,True,False
unit_0053,unit_conversion,unit_answer_0053,unit_answer_0053,unit_answer_0053,True,True,True,True,True,False
unit_0054,unit_conversion,unit_answer_0054,unit_answer_0054,unit_answer_0054,True,True,True,True,True,False
unit_0055,unit_conversion,unit_answer_0055,unit_answer_0055,unit_answer_0055,True,True,True,True,True,False
unit_0056,unit_conversion,unit_answer_0056,unit_answer_0056,unit_answer_0056,True,True,True,True,True,False
unit_0057,unit_conversion,unit_answer_0057,unit_answer_0057,unit_answer_0057,True,True,True,True,True,False
unit_0058,unit_conversion,unit_answer_0058,unit_answer_0058,unit_answer_0058,True,True,True,True,True,False
unit_0059,unit_conversion,unit_answer_0059,unit_answer_0059,unit_answer_0059,True,True,True,True,True,False
unit_0060,unit_conversion,unit_answer_0060,unit_answer_0060,unit_answer_0060,True,True,True,True,True,False
