path,column,strategy,rows,correct,equation_transform_correct,bit_manipulation_correct,delta_total,delta_equation,delta_bit,gains_vs_baseline,losses_vs_baseline,gain_ids,loss_ids
artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,raw_output,first_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
artifacts\v342_acc_first_diagnostic\v290_checkpoint6_baseline_predictions.csv,raw_output,last_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,raw_output,first_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
artifacts\v342_acc_first_diagnostic\v341_checkpoint2_predictions.csv,raw_output,last_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,raw_output,first_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
artifacts\v347_v346_failure_audit\input\v346_checkpoint2_predictions.csv,raw_output,last_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,raw_output,first_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
artifacts\v352_hf_a100_v351_bit_transfer_launch\eval_v352_checkpoint2\predictions.csv,raw_output,last_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,raw_output,first_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
artifacts\v368_hf_a100_v367_bit_ternary_launch\eval_checkpoint1\predictions.csv,raw_output,last_line,315,0,0,0,-192,-56,-136,0,192,,00fdc0be;01248b76;0290f51a;0440e6ab;07ceed47;08d8d7e1;08df5363;0c2407ef;0dfd7674;0e3962f6;0f2dec86;0f7ddd75;0fe06e8c;114a7439;1282c5c5;12e0ac8c;12e947ca;16e73f0e;1c566511;1c671acc;1d08947a;1f7407ed;20052c2f;209c43f0;20cdbdb1;21245d76;21261dc6;21519be7;27cec7a9;29e458d6;2a5d4790;2af7134e;2e2d60b2;2ead53dc;2facfaa4;30ba0cf4;333d93ec;3383d4ec;339149c9;343095d3;34c563c5;3595c82c;368f20dd;39c237c7;3a148f6a;3a67aa26;3a90fdf6;3c12aeb9;3c424916;3cd80c64;3cfc5f9c;3d24aef4;3ee36e0a;3fa49035;3feeabea;4166067c;41e6cbfc;42cb233d;4353cd0b;44398869;455b6b61;46dd0f22;4736daab;48ae04f6;49fb46e8;4aeed935;4bb8c6cd;4dbec546;4e4fb429;4eb990f6;53329505;5374b4ba;54b895c1;55014a7a;56343b77;575f9709;59bee375;5a19f71a;5b9964c7;5cbe919f;5d77eff6;5dffe751;5e67b1a1;64890e18;6890870d;691608b9;69aa57b3;6b11c05f;6f7a9048;70bc42af;710cf035;72336119;7306613b;74fff108;75ecd32c;779bb1f3;78616706;791056ce;7a79ac09;7aa4fdf0;7ac90433;7e5b8c12;7ed40e8a;7ef4d5d6;8082a958;8243c91e;839e7350;84030b0b;85af23eb;87007054;8740ed31;88b43464;892d73b5;89dfa4c2;8abcff0f;8ac52d78;8bebef83;8c0f9291;8c1529e1;8c9fcc6b;8df3daad;8e56a42e;8fbd2477;939273d7;963e85bb;9aa8dc92;9d3e7f1a;9f2fae58;a00fe76a;a1523a63;a1d2bb0c;a365e304;a4dd4cce;a6f7139f;a794d193;a8ea0e29;ab71eaa0;b1bc3731;b26d8818;b2fb65cf;b4342b90;b43d9cd5;b62f2e75;b69391b8;ba61b815;bc7618a7;bc83b0a1;bca238ee;bcdf9198;bfee75d5;c30a782a;c541eb82;c7077b21;c711f9dd;c7844441;c869b4f6;ced947c8;d117113e;d204b9cc;d26f22c3;d2ac699b;d3b20e29;d40ce15d;d50746e7;d6187157;d6e5cd59;d6e6f8b5;dbb611da;dbd0e3c9;dc7f150a;ddc5aefe;de91def4;dea42835;e0eba119;e2b02e13;e36a0065;e518256e;e641791f;ed24e7af;eea91b82;eeb60061;ef2fe526;efc2b69d;f2014638;f2b23d11;f333b67f;f3971b9a;f8d6abd1;f8fc43d2;fb5a7b9e;fd48ee2f;fe6d3aa3
