id,family,answer,baseline_prediction,tong_prediction,current_solver_prediction,baseline_correct,tong_correct,current_solver_correct,tong_gain_vs_baseline,tong_loss_vs_baseline,current_solver_gain_vs_baseline,current_solver_loss_vs_baseline,tong_trace_sha256,tong_trace_chars,tong_status,current_solver_status,prompt_sha256
3ace787f,bit_manipulation,11111011,11111011,11111111,11111010,True,False,False,False,True,False,True,a739bb8f0367128e9b2f7b7c78ef13025289a462abd6760bd3d774e17bbb2fd9,8867,ok,ok,70c6a236dd1de8c360090177fcb87fabb7bcd7ee8327ba70868ef11b5111447e
dc7f150a,bit_manipulation,11001011,11001011,11001011,11001011,True,True,True,False,False,False,False,8aa55ed73df227936fcb7659387b830570d278604f304420e7a2fbb7b091346b,8080,ok,ok,3e0b8cb166eb203740f8d5a388cb187f0c7570d8191821470663080993dceb3c
12e947ca,bit_manipulation,00111110,00111110,00111110,00111110,True,True,True,False,False,False,False,751db0318178d42b030f36671034d60cf9bb56ce70448cd3d0bdf5288a71758c,9063,ok,ok,ffe2a2ec71b2fd79f22618d73c3d55ad28aa2e442af98d6ebdda94777e88af51
2a5d4790,bit_manipulation,11111111,11111111,11111111,11111111,True,True,True,False,False,False,False,4a52f62b1471d73bf084922b70407473f844ef013e0d39c92a42bdae3388cf57,8457,ok,ok,557f05e1e72b17dcda3e6164a49ad43f21c072bcf928d6ca0a91946a58f83762
59bee375,bit_manipulation,10010101,10010101,10010101,10010101,True,True,True,False,False,False,False,0d03ac736de567c99cb9090ca1095396627d4dcf9327ed721b67973082261f81,8760,ok,ok,51624519c3d76dcb23d1e1cff4e1eccda7f42c37997fd53f3452b29dc39115ae
fe6d3aa3,bit_manipulation,10100010,10100010,10100010,10100010,True,True,True,False,False,False,False,742ecc855220aeccbe3aed0b6867f2f218d2b28dcf37909483324661e43973fd,8978,ok,ok,6ef09211a46ddec6dde56772f5b4bc00695d4e3950bdfd50134b2f1efc357b7b
01248b76,bit_manipulation,11000101,11000101,11000101,11000101,True,True,True,False,False,False,False,fbd33a79a6782a2cf9dafb1d319c2ed9ea2e8948a9512362f72f7335c89defbb,8450,ok,ok,adf28d12acf1c1ea0a2caefd1a9c5ce18796c350560252a46feaffd73fd3e19b
0dfd7674,bit_manipulation,01001110,01001110,01001110,01001110,True,True,True,False,False,False,False,20ef3f79eb24b6b6f670c507160a13624650bf7f0697880b540a68828feb682f,8996,ok,ok,e7a4dc2b198f4cc7320fe5057413588b3ea2d7e969142416b8368042cc4ab8ee
8243c91e,bit_manipulation,01000101,01000101,01000101,00000001,True,True,False,False,False,False,True,8bc392cc267782e7f163f5e027d9ed3d8549b830b6366fdc16d7915b596d58ce,9195,ok,ok,941a9cb72fcc3358e505f5917a2548a2704deb7e6ebcf7596bebda0f1b8be5c9
ef2fe526,bit_manipulation,01011010,01011010,01011011,01011010,True,False,True,False,True,False,False,87e02504ac5efaf2074672ca7d4f16b6fdcbfff3320abe7a9b11c94da6883b18,9087,ok,ok,b49e009931e28ef98d6eeabcf23833a032d7749826f51d00f9157e992c9452fa
9d3e7f1a,bit_manipulation,01101010,01101010,01101010,01101010,True,True,True,False,False,False,False,3a08846b28f2136bc7cfa81a306e380c38eb1299678d8e5776489590e327669d,8576,ok,ok,96b67e54e2ff87294ef20e6024591f9c8df935b72938584911fa2319b4e77f3e
00fdc0be,bit_manipulation,11111111,11111111,11111111,11111111,True,True,True,False,False,False,False,a149dc068cc798fc00a2b87d66025e45b06b1cbf591b5b358b99e4177b24620e,9023,ok,ok,99d6e4e5ace6226494558d02960027f6f4defce031aca8a2278599826f384ec1
3a7dd604,bit_manipulation,01001010,01001010,01001011,01001011,True,False,False,False,True,False,True,577640eb0f6ea34e1a6c14ee7790fbec0f3d0dc6e8cef7aeb2d4936250290b63,8820,ok,ok,1c4bdc9f2eca56be91c80a44e16b93b6550d934b1fb21d10fbd309ce99603003
3feeabea,bit_manipulation,10010010,10010010,10010010,10010010,True,True,True,False,False,False,False,2fbc1e5655353c3c9821a3dda97ddea40abdb61c171561d93b5d2fdf918225d9,8697,ok,ok,d36aa97b4fb053a7965d77e2aea79553da0774e1530d2b714d804c27cc64c57b
4ada9150,bit_manipulation,01111011,01111011,01111011,01111011,True,True,True,False,False,False,False,45f790520a604da8f0188c354e34e9b47517febd2455c04799d4997d8027f8ca,8879,ok,ok,2ba715237130fc9ade7493258cffde41c01e2b6be01e2d9e5c3987b39e4704aa
455b6b61,bit_manipulation,00111011,00111011,00111011,00111011,True,True,True,False,False,False,False,154a9256f98abbade4055cdfb16c91d9cb1f799f8d6eda78917b1a7bf630f64f,8629,ok,ok,e58698bc651da06677e9b7ebc9abe8677aadbfee727de1c46525f4b9a7d433e2
1d08947a,bit_manipulation,10010100,10010100,10010100,10010100,True,True,True,False,False,False,False,7ca2d21d1b98eed340a84c0772e64cca94fc2d4eeaf4290df330054c16b9ffd9,8000,ok,ok,7a0fe9a65160208fa8abec7f145fa9c9b01ef1dd03acf71a9c087d06719a0be9
d26f22c3,bit_manipulation,11101100,11101100,11101100,11101000,True,True,False,False,False,False,True,f956944aaa6784e5e796b332488acdde1d12b60fe278531ddbcd8d17b5fcd380,8521,ok,ok,a47f581fac16e56af42c0a47a3566c79d7f0e2ea10a563e7b5910c7905d290f6
a6192d29,bit_manipulation,00001000,00001000,01111110,00000000,True,False,False,False,True,False,True,4bd0bcac6b8738c4ca9d856ec17395cf4b67d071d9a5dd98b951e771acfe172b,9743,ok,ok,b263740cb7c4e024f9c91822096b72f9786b81085425f6298bc6d19f12e4a018
eeb60061,bit_manipulation,00000101,00000101,00000101,00000101,True,True,True,False,False,False,False,2ac22b4520efb57eb4fd4656df7319c7310982961901dfb4fa1d82ed411c6483,8564,ok,ok,1a5693265ef303d14e6cc30c17f0c7dd732beb34a1dae60e8a1eb2f7d2e1807c
048cc279,bit_manipulation,01010000,01010000,01111000,10100000,True,False,False,False,True,False,True,a5e9536e058593368d3da1a03a67036cc185e3c96eb45232724f0c74acb5161c,8805,ok,ok,d07049a262cc8af1ec3df8801b34e63253e9e197d01bd0b9a4b3ae0088c79b98
20052c2f,bit_manipulation,01100110,01100110,01100110,01100110,True,True,True,False,False,False,False,5665d6818793268f51b92a110a56bf1220afc10b0d67ed7211f3927dbc197f7f,8617,ok,ok,d20908974c3e1d25e520ad28d9548fbe6999c0047351b3bbf31c5af9b5beca3b
89dfa4c2,bit_manipulation,00111010,00111010,00111010,00111010,True,True,True,False,False,False,False,642a91d6ff8b8c5c359506a4c5f9befb2f41b1b4105986f8dd39d727991c74d7,8913,ok,ok,32cd5d16964b43b57741ff09f7bf184af348aaaef71acaa0f8d812d4985d1fc8
53329505,bit_manipulation,11011111,11011111,11011111,11011111,True,True,True,False,False,False,False,ec3c9d7b227e4616241495a4cdbe309b92ffa06794914f9bd6680d2f90909f40,8420,ok,ok,6ea0843f05c86a66a090037dabcb43de7cebef7bd0de58ad954c5b62a4a48f77
ced947c8,bit_manipulation,01001011,01001011,01001011,01001011,True,True,True,False,False,False,False,c494a84576dc26d4472ded0902287582362f84f615ae15d0f2394d03413ae555,9110,ok,ok,90d3d0cd8534d4e9b371e97bfce38fd92756f61a283db97d9cafe46a7d186238
0440e6ab,bit_manipulation,01100000,01100000,01100000,01100000,True,True,True,False,False,False,False,e7f420deb2f66837a37f9b8f4ed9f62a95139246b68833eb885b94258d519b3d,8705,ok,ok,fce9534a38f1e2a1f0ab4c61844ab6f5b2b797654f1050faa349a6324ebd56e2
e641791f,bit_manipulation,00010001,00010001,00010001,00010001,True,True,True,False,False,False,False,b41524a92a30a7c9de29172cd7b5e5e6ca44cbd5288ab4b3df45e9ce0898055c,8248,ok,ok,bd4d55b44d756197b25f3260e2b296f495b73c89f89a681509748c26dd740d23
bcdf9198,bit_manipulation,11111111,11111111,11111111,11111111,True,True,True,False,False,False,False,0f1d1e2a1aa83388929bf86155489753d677ad473d9bd3798f431ba8d8156dc9,9171,ok,ok,4bfe9667d7341d8762b132d1d174c573c031b9d0712c8cc1ee40bfe57a8abbb9
20cdbdb1,bit_manipulation,11100001,11100001,11100001,11100001,True,True,True,False,False,False,False,a595ea5b59424874c0aaec685304d24e29dd2ba9dd81da357c080478324f1591,9131,ok,ok,37964bfaa42ccefce89a9f62f5c81943d691ca4d001b840a387a55f707fa42e7
48ae04f6,bit_manipulation,00000010,00000010,00000010,00000010,True,True,True,False,False,False,False,ae9ccb533d9a230a6a04777da5ccc5b6bc1c91ce0b1840cd58f0ba14b1bec951,9221,ok,ok,022e737e3ffffa91472ecc0567c9198e0176db9cf4fdc00bfe8e4823be0a91c9
3595c82c,bit_manipulation,10011011,10011011,10011011,10011011,True,True,True,False,False,False,False,1c18d099d54edc278bf38749d3ea7e8c06f09c2e324b03e64d20df30ed0da926,8475,ok,ok,13fcf57929ca3dbe9c87f02aeb6999ce119d26b294e6b3d65f2786e40f31af9c
bca238ee,bit_manipulation,00000000,00000000,00000000,00000000,True,True,True,False,False,False,False,19d082a71fbebcb8e7f6c8e3005deb7843b4f78c21fe94d827891dc10bb91ef6,8829,ok,ok,5603e547254dffc017063548460a5badd49aa54983885274e8b5090a870a1325
5dffe751,bit_manipulation,01100000,01100000,01100000,01100000,True,True,True,False,False,False,False,f54bab56d541bb0840778f52dec26821c231942be10e29b90bbcd4c226ee9c7d,8021,ok,ok,1f2988d63a42fbd1214159853be632d3c6c03f6160fd278ad548042c8e10b923
06120e47,bit_manipulation,11110010,11110010,11111110,11110001,True,False,False,False,True,False,True,19df41e82b826c70b7c45dbc5ff19f38aaa48531cb41f031d96faa6a9edc1960,9109,ok,ok,7623e543c82be685915b1a57a8a3b8bf581fa9cc3137ddccc4ffb6bd6139b586
1f7407ed,bit_manipulation,00101101,00101101,00101101,00101100,True,True,False,False,False,False,True,1130ba94cd9d7d4282613519e5e16720150485b0a0a90a3ba9b47b9c06fbd164,9258,ok,ok,0b72eae7de8757d0add1b9e59cf5ff30abc2bb9ebcaa3469e1050060504fad34
46dd0f22,bit_manipulation,01010000,01010000,01010000,01010000,True,True,True,False,False,False,False,06c6b35734646f57034e08b4a7c434a26e01cf19ef2fc2e0618aefa2bbc0613c,8540,ok,ok,5fb6d8744e920676e62380f9f8900254c5fd46a45c989d14d1fea553cec9dd12
d6e5cd59,bit_manipulation,01101111,01101111,01101111,01101111,True,True,True,False,False,False,False,ea830ade84496508046754d652543b93a2cdbf8760615383307f37aade8182eb,9276,ok,ok,64ff3a7a8902a087b6fa7ed37d9d58b60ea9c2a2b092bee2e94bf79bc793e34d
e1f3ffbb,bit_manipulation,11111010,11111010,11111011,11111011,True,False,False,False,True,False,True,3dbc75833b5b282de1107cb32548fb72c164f32d4c5edf95eccb8e1d35cbab59,8242,ok,ok,5ca89f712b1fdd80386b5acb87a94528af6fa94878128bd231870462d2ac4d71
4c327b55,bit_manipulation,11011100,11011100,11011110,11011100,True,False,True,False,True,False,False,d120b3bf5a64c63f8a79e1905e86d8d6437731a25d1aa88e7c177c067ad97a2d,8854,ok,ok,aae8f396b7fb3499be4cc922c6f5ef4d96e8ada714a39e244374f6830533e3f2
0f2dec86,bit_manipulation,10111000,10111000,10111000,10111000,True,True,True,False,False,False,False,891a8376c83ba3b40fcb4754ae1c414d0472b681fc4d07ce8efcbdaf3b436bc1,8425,ok,ok,3babff2d476136853ed0ede24793b8eae68cfb020d29934124900b9f701c232a
e36a0065,bit_manipulation,01110110,01110110,01110110,01110110,True,True,True,False,False,False,False,345d9e81554554fec8d60e132f2463149629c49a5f0aa43909cf55246340a3b6,8540,ok,ok,ae082409ce5423656295aba839c94e0ac2e19904380d7b88e206c7904d9fdddc
70bc42af,bit_manipulation,10101010,10101010,10101010,10101010,True,True,True,False,False,False,False,8775f07a888272263fe75dbce6a8a7e3829694a32980484d915e9e65f7ca23c6,8624,ok,ok,e4bd520a575662e831187b29e808a196bbd06e76e1ea90d870b8deb9b73a2be8
0c2407ef,bit_manipulation,11000011,11000011,11000011,11000011,True,True,True,False,False,False,False,329f192408771c073a07b4d89fdc09c5af0a49fb95674e96757d5cda15ad141c,8928,ok,ok,7837849cac529e3d447ae14a8e96e900d6c52b9a353287a76200f4ee900edcfb
939273d7,bit_manipulation,11100110,11100110,11100110,11100010,True,True,False,False,False,False,True,c53fcf0f01fce17827a3916df8ffc4c3d806c67200e37553e60164063d03bfa7,8859,ok,ok,37f73f24949a31cf286cfd187797d4028524fe1d64ef6900399a9488a0c1e282
8082a958,bit_manipulation,00000000,00000000,00000000,00000000,True,True,True,False,False,False,False,77774f08904b3a8580d8c3686d7ba2bc1b0e7054e9da259de07786ea762335fa,8715,ok,ok,99a5004c3b431a66a63180d9c427dfc1d50b54c67044d4ff2ffecb326686a3e2
fd48ee2f,bit_manipulation,10110100,10110100,10110100,10110100,True,True,True,False,False,False,False,c601784a7a1dce3c2607d4299869d0ee1385e5067c15584cdd074f983e4328c5,8801,ok,ok,db40955ec4580cb74fcf9c181f8a42144516c2ef3b1f2ec487b23cdc16f0b826
4eb990f6,bit_manipulation,00000001,00000001,00000001,00000001,True,True,True,False,False,False,False,4481ccfab212fe8708fe64987f1766e76e137171f45ab349b399be1f01b56f35,8573,ok,ok,b734236a671b83e3bedca93947fd5cf394b347856d973de5bc7439d566b8d23f
85af23eb,bit_manipulation,00001111,00001111,00001111,00001111,True,True,True,False,False,False,False,cd34a1046fac6a9dba748d17499eb50026b35a7f1f0530d04e185d7a3cc32c9a,8735,ok,ok,cb6cf2d4b27f2bedcda70cf09b94c4238c4121f567d8538d2a22d99de77faf92
d2ac699b,bit_manipulation,10001011,10001011,10001011,10001011,True,True,True,False,False,False,False,2c1d7bb101fd1552f007b32cb032fa217712275c425fb3ca175be8ab41c977de,8638,ok,ok,d9d1e005589c552ce9c10ed307f8dbb14043170ed3bf202d5de84cf2c945bab5
3a148f6a,bit_manipulation,00100111,00100111,00100111,00100110,True,True,False,False,False,False,True,de29fc4bc3b946e741722ef3e84e88ad242d39f6a24c1b08550cec84ac82af36,9423,ok,ok,1d56c0f2099243a9c9b924725352668bade80134ac2f9e9696964744556da0ff
5374b4ba,bit_manipulation,10101100,10101100,10101100,10101100,True,True,True,False,False,False,False,3e426fa6cff9162fa29310fa3b7c9e8acd86a5aa091227184819abf39d114ab0,8821,ok,ok,431e5fce4cfc12a9be98e5c9468c0590452256a4f5fab704f3b898d06f9d1c71
16e73f0e,bit_manipulation,00000001,00000001,00000001,00000001,True,True,True,False,False,False,False,fa4e6595370b788288487c1873bdb129da8f85b0c02d0a2d9f9d89b25f136fcf,9440,ok,ok,e1902d2959219ced0c1dc43be67803fda94b56a611f62d3008066bc9ca351192
87007054,bit_manipulation,10111111,10111111,10111111,10111111,True,True,True,False,False,False,False,112c91617fa4caabea79f2216aae36c1ba450f6dd50565377f3618c4664d5338,8844,ok,ok,8c28b32c61dbb0d691a3f1f968779841f116443d05f4b78506a01f6f1bbbbd6f
b8aa3072,bit_manipulation,00000011,00000011,00001111,00000111,True,False,False,False,True,False,True,899ca65e4273c842569debb6a3f3f78f5a6b29985af7cbcf2a802ca43bca4a0c,8498,ok,ok,5537172922985ab623795823e4f6ff67d7cf3f05be8433c72c066ee037bbc15a
82ae858c,bit_manipulation,11001101,11001101,11111101,11100001,True,False,False,False,True,False,True,f87298216a879e40160694c811c2e56943c6d5d04c6f08f6325f797970c34413,9682,ok,ok,68de8358dfc0070ed78b1d06bdabf6e90c48427b594053e356e612449ee11e7e
1282c5c5,bit_manipulation,00001110,00001110,00001110,00001000,True,True,False,False,False,False,True,61c00d3f7848c354cd40384dc596e0ba50d05f8fa0d5bdb64ec6b86c6aa84e6b,8694,ok,ok,7f13648d6b89a71d79a87703bec20e7bf5c7f9ee97268a1eb196ae1388ac4565
5ba26f21,bit_manipulation,01011100,01011100,01111110,00000000,True,False,False,False,True,False,True,633613cd26b9314af72a91b10e0b96de0ebcfb6986f373b28b0aad46c4f6e264,9088,ok,ok,e174f0e2158776031c73af81fc4e5e5664658e26f73ecbe5e67f0681cfc6d126
a00fe76a,bit_manipulation,10111011,10111011,10111011,10111011,True,True,True,False,False,False,False,8a7e178fe49e0ecc613ebad709e3164db5e7b349d1d0439e7adbb92304703535,8488,ok,ok,117a2a0f282c9e0f4e55c4fe7e9a4cabc67567c7dc7639726f1be03e9c21c6f2
0e3962f6,bit_manipulation,11111110,11111110,11111110,11111110,True,True,True,False,False,False,False,3699f4c63dea1f04e11acb46c8aef4e510b44889bf07730367c173e28623481f,8796,ok,ok,1914dc5e4c06ae6b18bbbb3dbdd9e7c70e549c4b92dec87754c28ba5c70c6b68
0290f51a,bit_manipulation,10101111,10101111,10101111,10101111,True,True,True,False,False,False,False,47e2bb09d883d26d4e2f7ddf048bfa38bc26cbf3f188f3f9f55d47665d5cb696,9178,ok,ok,76d53dea5e471acd1116825109c8652aeb321af09a046432f45f8821afd6780a
c30a782a,bit_manipulation,01000110,01000110,01000110,01000110,True,True,True,False,False,False,False,9109341887725c5a0b4ecfee56bd757738ea137ec78ce6cab5f1d4017c8d6f9a,9201,ok,ok,00558a91b931229fc42760546ced1b16f12594d007dbd61f4e820001b32d129f
3d24aef4,bit_manipulation,10100101,10100101,10100101,10100101,True,True,True,False,False,False,False,a934b503fece198c9c8fc9f08251f994870499658b79c4d28e8af355adb10712,8385,ok,ok,9cbb953148946041057239c829327bd0e5ff8df25e8c7dc533671ab3f4e4f872
