row_no,source_path,id,family,status,accepted,block_reason,prompt_sha256,prompt_normalized_sha256,assistant_sha256,assistant_chars,boxed_count,reference_id_overlap,reference_prompt_sha_overlap,reference_normalized_prompt_overlap,reference_13gram_overlap_count
2408,C:\Users\davis\Downloads\sft_reconstructed.jsonl,413d1b7a,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,2e9edc8b4c4c34ccc2ae7707a62c76d11d1548f119b6f261708ec0730ccfd780,eee703f6b9abd09f3280c80fc210c9b63563c47eea5c7bd0140871925d08e202,b066260687a59a7b18f84fd12bea01950426cfd8a928895477aa81f691c9484e,279,4,False,False,False,4
2409,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4145ec70,bit_manipulation,rule_found,True,,05fc8a5e3ae3b4ca18b0d9f01f0298f121e47eab2a4d8c9914ec85c9df3b6247,1063aba55893ee35520719d537b255bf18daea9ac7f1b8ebf4903fa2bcf09018,5f62ea669674a79d02d8ef2f4aafa91dc74d534847072be214ac48ce87b1b101,8565,5,False,False,False,0
2410,C:\Users\davis\Downloads\sft_reconstructed.jsonl,414c2259,unit_conversion,rule_found,False,non_target_family,a7df86f2f69d6aec6e2be21f88f201d4f7144d1558de909e20138d5814736c44,6e0b3b646e644889756106c3cd3026c8078671b3d953896ffb54eeee54b70cdd,64db8943f8d1e44b2d9069bf2a7dc05d048091a4bff56fd429c8c99c5a13b103,2667,5,False,False,False,0
2411,C:\Users\davis\Downloads\sft_reconstructed.jsonl,414f87c2,text_encryption,rule_found,False,non_target_family,075966f3de0475093ca8f1c266f0d88dd1d39a61efaf7bd4327868d6192b350f,cce9de2ac735da374398e7ff80867e518594c62a0dc6201ac085928ce9561ff6,efb9dbdb3cd3a15d7a35fdc21be195bacdf356412d392f8f1c9c0c3e95bc832d,5888,5,False,False,False,0
2412,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41554020,equation_transform,rule_unknown,False,status_not_allowed;reference_13gram_overlap,4f1ab0d48d2f86eb035e44538e250c3fddcdc5081e5ba6c519b0783065d78abb,9f296c914ad06dab3ae728a06d013387aa09c44d0ad84572f72bb69723510cbc,1138429bd44b17edac7822d4bc4b634ea31470009de39089127be5cbbfeb474f,1574,5,False,False,False,1
2413,C:\Users\davis\Downloads\sft_reconstructed.jsonl,415910a5,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,8eae6428713373fefcebc603c894355e9791843131c09fda9f71d2c90879a5fb,76e73386c0761f452ad86393642d0aa13894b9326ee444923b2214291b66af4f,351159b7f4113a192a1a688ffb7756ed0cca188a14317e5e5b8073850afba5cf,4295,5,False,False,False,19
2414,C:\Users\davis\Downloads\sft_reconstructed.jsonl,415ba721,numeral_system,rule_found,False,non_target_family,e8173e54a3a7d1a3ad25633845df642db9b57b371e2bb2fe86a1e1b68a279990,a0dec7bbc40488285b124943ae3413e5fde8ea9aa7e2e048e3d71bba0278263e,b2076ca900e766e6f1b690497621d2f841912a9d3e36f7df86e3a2a4278d51a4,217,4,False,False,False,0
2415,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4166067c,bit_manipulation,rule_found,False,reference_id_overlap;reference_13gram_overlap,73ef86bf31dd2a12046bc677beab3cb0859e85199458d2ccf36e1667b0a88b70,5b54748cf61945cf0a86e21c8a791bf908d77f39930df58b4b8483cd2049a787,802f95e10b5686fe721d991e8615d84d5b717bab7bf5f1e982149ff12f587fe2,8366,5,True,False,False,36
2416,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41671d43,bit_manipulation,rule_found,False,reference_13gram_overlap,45f97f6e1d371cad3c4a091a08bc734037cfd5722ea977e4011468f193f11aab,780c5b00505a4597b32202616d27e4a5e4b5fc6e042cc021eed9e950076f413f,0c9bc33c344b2fa67e0e4ed34b5f91efe5624773737ae6e1630550216aa7a060,8292,5,False,False,False,3
2417,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4176d785,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,78d0f276ef003d5413d7cc3ad937851a6e7ae0db51fac92b0aca726b7f96a527,001b90ecf1d34d742bcd564d3a00726c9d7896a209038e5d6a6a887871ccdf25,a6c2d893b61f35464f8d9635e45a877e74e58533dc780a03db1f7d99577782ea,4315,5,False,False,False,2
2418,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4179c322,equation_transform,rule_found,False,reference_13gram_overlap,1a7a8f3e090453c458249c3651b5fa9b6a1019bbe1208edeea14a0f24b9411b5,2149548d5aa0ef67c2444bcdb0f750e361c69c20702e7826d89438fc5c47f36b,4106c01f7054f9ee443386051f150bfcd10bfb9e63ef87d75223759613835dd8,10656,5,False,False,False,2
2419,C:\Users\davis\Downloads\sft_reconstructed.jsonl,418895f5,equation_transform,rule_found,True,,544acc6727632c8f29db2a7c90da84bf54b5c7ddcf47deee771c78cc604bb95b,4de2616dba13e66b59e654092fd3d094ea19f65dba638df3dc3bd623dd32200f,c903397614f4718c561584601f05b3fa82ef7dfd4e398323d9624c74365f64da,10234,5,False,False,False,0
2420,C:\Users\davis\Downloads\sft_reconstructed.jsonl,418aedaf,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,ef540c67bd3bf40cce002077cf3a2bd8cc03ba9c418cc87d79465fedb21114f0,014ba5ad78f51d04d098bee41516b4a39351af256706b0d87578b5cb7506d7c6,f8067a0b721622055309500b248b6b273572c56a007c6ff4c23a6d51b1b43a5e,349,4,False,False,False,4
2421,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4195699e,bit_manipulation,rule_found,False,reference_13gram_overlap,c6c4a88da93a2095aa82264afec557aac4f26c9a5a2f571fccdb0bea1773b0f2,0b443b3b04d7f576ecfda7e8545968693f7fdae7182f85049b5fa7160caf3973,958dd553852b5f3367914c011ee1c759a19fa48a6df861ea04d5206d63274ef8,8899,5,False,False,False,3
2422,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41a0797d,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,9cd5f2610415013495b55b79d1b7f79c4ab5c5bce56ce1acd9efe7d9b2aca738,eb28902523261aad700954010583ba3d7d046defe535c71096239e0638a18d90,0f918f792fb75608a6846da2140bc5a4fa069a7e1dbce8607605e27bd3ac3130,317,4,False,False,False,4
2423,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41a344c7,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,df1d21ff89c9548097e9825c5cab6716022bf7af92bf5f65e4ef3dc43b66f907,4ede6dbb71d7b3731abdd720e16ed5a5bd0babcbe4a60e8491897cc69a75c310,b2767086874f6998348946fe2a6bb0f2c6db65611cd5d4c803628409345cd5b3,247,4,False,False,False,4
2424,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41a702a8,bit_manipulation,rule_found,True,,2cbcffc63088e10734da28111ba7c3f533ecd3c9481ff7f5ee55a5c0c922914a,f970c3cd70bb49d1b9cd03f2a54bfd92867aec3e302805c026d0c274fb67c50f,5c9b0e09348c44c39b7d644ada2013873969cda7202268417c2a1daf329ce50c,9717,5,False,False,False,0
2425,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41a8a9f0,equation_transform,rule_unknown,False,status_not_allowed;reference_13gram_overlap,b7572d09c2445bc71182feebc34a8925969c1ba023ecfc5c71d80ed3da3ef394,868708e105309b1d4b2b68ca0226defe449b1cc9f4cdc2699f68f87863d0b354,6216d217f77b8642910df0e6d68ca032b65ba34b839845dc296675f8a921cc55,1360,5,False,False,False,1
2426,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41ac5119,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,f6ec61e08d064a9fb1c16fd103a8143c779f5eeb2d508abf7a61552361c2c2fb,51f98d8f19cc0bdc333458efd598c48d673acd032cc8f358432553f276ba762b,82ccefed89fa165332ab24cf6c1e54fb7b4a955379d23164e0196307f36459e0,314,4,False,False,False,4
2427,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41b892f7,text_encryption,rule_found,False,non_target_family,677157be97c8fbdce64d5e4aeefa82ef8d015cae2c83b12d184d82f6b62a56e1,ce06719634fb1fc50a8dae029a228b69c3ca90a86e14093db4e19c329fbe64e4,cda3cf881e60d5d2d6bf90bb7e7196399d4dfc2c5eff30b599fc5222542551b8,5195,5,False,False,False,0
2428,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41babefd,equation_transform,rule_found,True,,7e448f6926f49df8224d1745afec524059dcc650b9553db14f92f0852e8bb718,9d8b56a3222d19134084dd8a5fa159b6996c0aa3a080eb5e0131fc4eb1d18976,ccd1f49da9d94c58e0abb8473fd006068cd5cc2c262963ab7ac11c12470e9d61,10607,5,False,False,False,0
2429,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41beb86c,bit_manipulation,rule_found,True,,ef4c836bfd08b3f096c293f215b45ef5c29945e45b444949fbc2295fb8d39b36,220b4090729667d6535b0683d8293a8e9c543a397df5d10a42f3e8faa443a62a,f4b143766d3c02da76e09d8c16825e874cd155ea4fa31e91ed411c6816948699,8260,5,False,False,False,0
2430,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41d02358,gravity_constant,rule_found,False,non_target_family,740b9698b558c2feb570a9921b07c9f836ea035bc06da6950324b3c690eb6b00,aa720799a937785b21f0a63aacc3239940adff4efb0fcba1cdda76d79215cd21,aff223269a566202a700589ffe0406546595de0053d8339242520d3015d945ba,4920,5,False,False,False,0
2431,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41d26d0e,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,7e16da7542c4bec94c6d33fc3e1f4aa72f4e2b5f0d8c5b099a59300d555be3b5,d0d1f938f2f05f549902dcec40a1c836087cf9053c5db59864602f878612fec3,a2ab1f0edde48531e5215e0b4b7c3c03f461af803f48f48ff9d8b1281825d3ed,2662,5,False,False,False,5
2432,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41dc6441,text_encryption,rule_found,False,non_target_family,9571ee50b387d024fd5b38d87424e37923fb509292b501bd02c2e4029c9b27bf,d98772bad68b802115e2561f855502efe066835d3cd13d343ca05c8cb3936279,83223c9406fb797be77d4784df007c037d572a2dc5bb36ebbb3c68e7291ead28,5382,5,False,False,False,0
2433,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41e6cbfc,equation_transform,rule_found,False,reference_id_overlap;reference_13gram_overlap,651bbbb8220c46f3e58a3cb6385eec9be4d666ce7747b4d6b2ee8c4f368598bf,8a4bfaee5eb02ab4cedade5b02f9cf892087040b81e5153c6eb714c79fa36a3b,c2674cd14697dfee29d413b92ea942ceaa606cdfeb0ca658524e74ce752aff13,10851,5,True,False,False,29
2434,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41ea3fca,text_encryption,rule_found,False,non_target_family,3c346958e86c2ddd2a91aee7c9f78d8bce975b563d30372e7a442a8a3d13a316,66c8c5e8281e9907133583ee14dc934300f54f216c75f26bc9ad2d6814ac9c91,3d6f969f3ccc82f7c8bc6e3528a7dfb9499800a02e11fc5d9e614479e167c7d0,5628,5,False,False,False,0
2435,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41ec1ace,text_encryption,rule_found,False,non_target_family,6f592b7a66cdb2fa57f240a6eeaaaf5cda7f4ab3205fe1a97dc41930553d6005,6d30f626d2ace338181ab0a9aa8996b057b8b426766b689aa87656bd27bb7abb,7e88d26c9e737dbeb1df9abc291faa4b96f18a982bac2784aa2ccebfdca7b434,7527,5,False,False,False,0
2436,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41f134ff,unit_conversion,rule_found,False,non_target_family,787051aa99ed8ebb2a97e02cf6a89a7191ba49c45a3bc6a27417a965051c1ba9,9e5bbab7cac58936b31813cba3776504959a96d422dff8167f8a0dc51b65280e,59a272bcd7f65c1574e5b2b5d52f3f17054a3e92dfd5e1cc54ffdf6aa79ea62b,3503,5,False,False,False,0
2437,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41f574f5,bit_manipulation,rule_found,True,,f68d356390af068cae9a98a3e2ca6ef0f1f8ee1267f437422b9d9f985a3aeb78,4b4ad9258244a857e689db8e6c3bada4a85c841494206d9c0021e34fa2e7f00c,706f8a035dea3b6eb184d6f5eaceb2d5e9ce23d2779f3de567485ea53b3679a1,8309,5,False,False,False,0
2438,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41fac383,text_encryption,rule_found,False,non_target_family,df3df7b410c78032b8fcc21f7cdd477d04ceb8519d8002c6c7af78203853fb32,e955c7dd6c159f1efd4314366f0c7e19869badba1d341bc32c823a6d454dc134,52aac6a88c57179cdd2ab301fe762ebc76795dc923d8a7c83e1dfc7add25c1b8,5588,5,False,False,False,0
2439,C:\Users\davis\Downloads\sft_reconstructed.jsonl,41fafef0,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,5cc2eba9edac501fd59b69dc2ac15bcd0be85ae8f4e6c0e7882f5b2409e7fddc,55b1ff83c0c4d007600903881a3cfa60713a52b8c9028c2f960ea38afb005435,b2767086874f6998348946fe2a6bb0f2c6db65611cd5d4c803628409345cd5b3,247,4,False,False,False,4
2440,C:\Users\davis\Downloads\sft_reconstructed.jsonl,420594b0,unit_conversion,rule_found,False,non_target_family,b0ab90cc6d202fe3d5debfb012e737cc52e5c706651db1155c277ea23bc63d09,b8f206c2788a4f58617113621d5d115ab62787f88d56b2fba5b9f4204e49c81f,3d7cfe309f119aa1e5217aa7b11f0ff5194d62f36500b4c0b316271dd8f62ea8,3343,5,False,False,False,0
2441,C:\Users\davis\Downloads\sft_reconstructed.jsonl,420648ce,numeral_system,rule_found,False,non_target_family,86dc9c25923a83627148b4a1891149b3e5bc2b8226a4d675e65d50b2e5f45a21,c4dd8de2414749ff3e2c4053e34a71cf038f49cfa36da9b1e0a893da095ac892,7172b19e96f15f7bce7d32e8974e9d6efc5c114c36a34f657cfebc1a27ad7afc,352,4,False,False,False,0
2442,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42068cf8,text_encryption,rule_found,False,non_target_family,983a6bd2ba3062b7ea562f3d3f269de3d4a388e7ef86aea0e48134476a2f8a69,c57f2ebd05a069900764826846679934365b134b2a1714eed284935ef8f291fa,583a1f7277a1b5cee7309c39f5c819795de5281c462b2ef6a75b8403c4268c86,4023,5,False,False,False,0
2443,C:\Users\davis\Downloads\sft_reconstructed.jsonl,420d5352,equation_transform,rule_unknown,False,status_not_allowed,4f472ed7e141a5fb31a908a444d23d4550d30e1b02ba508ff9e51408c92a94e7,cb328735766d7c0a9a1f6c08d681f0e83c96b63ae729550c62e48d590754b913,19659dd87b26c48303c5316a120bf4bfb8a69fff4a40c3d59b49c96ed79ae803,1358,5,False,False,False,0
2444,C:\Users\davis\Downloads\sft_reconstructed.jsonl,420ea7ee,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,6c985555b7a94371c400dcfb71faa4f3a31725af8517e2195e358f7a8306e7bd,4806e10be5fb0b169cf29e3b0db841dde7a990c4c2d643789048afdd29bd5a57,619c12e975812e12f86ebca98c75a64e5a87ad0d39d0d4e639b15b16069e6083,3839,5,False,False,False,2
2445,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4210f55a,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,42f3765e08fe6929854fa5e232dbb136d2dcc1f30950e9245d833b09e37a7832,093b1389a5dcf2fe4d2a8cfc535a5823cad23dcf4737826f83cc4a3bf8ddcc00,83efd5604506b6221055d46d790f2b8c93f599edbc39be62d1c35ad660c122c2,244,4,False,False,False,4
2446,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42116e6e,bit_manipulation,rule_found,True,,fc508b131a96fb7a185c9e123ef18747e0f8a22cf13b5288c300f8db1ea9681e,ec05f4c19bd51effc820172d29bf80c3de2c463ab7d5d532ee6a6e2d41f64e3b,8db741394a1ed707108587b9ea1e800ebbbcf260950e7f1809fa6365433cdc57,8100,5,False,False,False,0
2447,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42153944,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,d40056addbef6de9838158e9faa1209955e4550b88bc21bd32b7ae191438641e,bda969d88908a34835afda4147fc5a0e5c5632d77d7f510f1bddfc823bfa1828,057d798d37ea6638206bf40b96d23696d820eddbe9d8d22a9be45b3003494413,276,4,False,False,False,4
2448,C:\Users\davis\Downloads\sft_reconstructed.jsonl,421cb2a3,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,9e5d210897608c401bcee092cd24e1a00c36a5292e408efbe24dfdb5796e5e72,07d37938bd05730c40b4929733de1215fbf963867a44023eb42a82ef9c831b9c,bd846b2bc96ab1fb534c341b977037493f8dd9c3555cab74492511de4eecc7cf,2441,5,False,False,False,2
2449,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42299964,unit_conversion,rule_found,False,non_target_family,caddb0234dc8fdbc70d5d407fc68b0d999d32c97ccbdcd0b391a2bf070d2d025,65b2711f3b52b85b88d3dbed744d8803515fd6a34167db8f460581694fa385aa,b8547ea4f5b1a42ad5f4eb5b319f99544e5e3ee0e1307b7aa20adf8bb98a102d,3544,5,False,False,False,0
2450,C:\Users\davis\Downloads\sft_reconstructed.jsonl,422bc5b4,equation_transform,rule_found,True,,2c171647e1ba088cd7b69fadd78714b077e943b71cb3d71c3b3dcd82c1678664,79fccfb89202c343d8be0251a890ba896f52319a6d33574e7e91a34a021409c7,79cab8806441b7a547aaebf4de2522d00d8a1c4e9dd8289f9d0d4b9328853a65,10200,5,False,False,False,0
2451,C:\Users\davis\Downloads\sft_reconstructed.jsonl,423a75de,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,d1eabe258c136b4bf40772a7b0792284efa15bd14fc62ca4d2de63855229e74b,1ddbae54430a20966719559d0a5f951cb0d12a95a268b46a899720224bb0d951,1681bf5c8b3360721c4c4302843bffe0ae046bc56bafddba85d8dfb504c749b8,381,4,False,False,False,4
2452,C:\Users\davis\Downloads\sft_reconstructed.jsonl,423cc0d5,text_encryption,rule_found,False,non_target_family,c5b73aa142ba404e682784fcbb785e96defab25948b9be217d0596db0323a6ca,19533160b124d5e6809d2aecc5a8b2c1131de6132dd7261fe70fb475419474d3,9f09b0446a8e47ed07df1ae0f07d13a744658710ca1de8de3e78aff2de053145,7088,5,False,False,False,0
2453,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4245e455,equation_transform,rule_found,True,,187fdc064451bb8d6fb7bef14a54e690c036935aeab04f5b3a78201a4b47352b,2ff6ef0d23ad7edb1b66fc05d75dc5c866288615a6bcb2b48ed5295599b9a021,1c6a85d10c20af1a73e55675dbfa99c9b26ddd55609fa41ceba0a360283393b7,11414,5,False,False,False,0
2454,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4246eb0b,gravity_constant,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,994cd6511144ce9309b7c12348aa9d477819e722a88de11a773d3284f9cc558c,00cf308b227d603d3a7b7f939712164a5f61df01fc21022a2d5331c669a1a622,544742405241d1c3a64809ae0388f571a43f1a586726493055fd5ad3d2df7ed1,3733,5,True,False,False,69
2455,C:\Users\davis\Downloads\sft_reconstructed.jsonl,424b50d1,equation_transform,rule_unknown,False,status_not_allowed,0d951f6841eff12a5ddf1c7254c70ba01ab04bdfe5505857c3d03d3607a41ce1,74b481271341488a488980ca18e268d3faa4396b7f47c252bfb8c3ce8e619cf6,62271e670edee756657b9073b40084b9222854475a57958bfc16af4880a78fd8,1572,5,False,False,False,0
2456,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42553fde,equation_transform,rule_found,True,,700566a9171e0ee51e83c59fc54e5a9f4c005fd85a3bb5995a9569ac4edfe196,7e0d8b151952b9bf09d5e30ff2e8f792541c529c8c21e669662c4050974de108,ef006a23ca367fa42ca6cf7434f1e51e47c412c853eb2e7188528a529e8e72e9,10470,5,False,False,False,0
2457,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4265fac8,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,b0ad0a585eebe09baecd7d0a1522714836dc64bd6ad2316600e58257be8da641,574640cf12e85ff6c8886f5e0b75cc8ad537f43667435210998daa2965c44b83,8a94892622d7c21385b651b542fa5c5c4a2beba8a116f2b1172001a2da56ef71,2844,5,False,False,False,17
2458,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42691ce6,text_encryption,rule_found,False,non_target_family,3f10fedf73dabf8941aca9cbafa733b669c370e1a2d7b6063ba710d614f05de5,1f3cbd44c1892fd8a70493bf057b71efb4cf8803244a89bcebe913bec8fc3d04,2e089164916acddca64cc60473c8320ccc4883d97df9851c020697fe9c1c0296,8647,5,False,False,False,0
2459,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42716da3,numeral_system,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,bb34fabdd2b39b81581646852a6672eeae18842c5fc5660d7b444d8ebfe40084,ad1d96dd9cc07af2b8cf320eadc68f6fffd1aaf8cca496db93d1bfe1a7e26907,869d5a934a57486e10e842343d675e395f6a1f448efb27d67a50d91edf211427,215,4,True,False,False,32
2460,C:\Users\davis\Downloads\sft_reconstructed.jsonl,427a095d,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,3013bb15e6b0fa87180c32daae3b1224a897c1cb3ff6287a02f2f2f13f319699,56ce94de6b1b6138607498153627c534015325cccdc08fb8a27a4ff770ba1d85,f8067a0b721622055309500b248b6b273572c56a007c6ff4c23a6d51b1b43a5e,349,4,False,False,False,4
2461,C:\Users\davis\Downloads\sft_reconstructed.jsonl,427ba852,equation_transform,rule_found,True,,ebab63313aa1d89185bb2ddc82be9ba4f77cfc00f473d69930ecc8dbd38c604d,55b5c9ab4d6d2baf0947c497f868a7f788e77712a782f0ba79b19332cd96fb98,2c263bd0b1033bb204d52d8361e968459ff25f6e563eec8f653b8b2f686375e5,10670,5,False,False,False,0
2462,C:\Users\davis\Downloads\sft_reconstructed.jsonl,427d4619,unit_conversion,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,70b35ad7c84604a0f3b955bcb299b778b93c21d6df36741eccf948674c09eac4,0d187397f833074efe473e0fef4928377366b5e371739d32b0f24b790a94e752,5b11d40954a3686386e4d1129ab01a1fe7b862e42eea76268436c7155f93881e,2511,5,True,False,False,41
2463,C:\Users\davis\Downloads\sft_reconstructed.jsonl,427d5643,text_encryption,rule_found,False,non_target_family,62e86c7d92c233c69153247b4fec025ceb26209dd737d35e94062b9182217728,7d80ee77ce3fdf2367be632c96961a21827ef523c93c98cd93390355c7884689,d807ea6eaa7a68f77e81c1e04df674187c2f5356ae62404d82989d4c9c300166,5595,5,False,False,False,0
2464,C:\Users\davis\Downloads\sft_reconstructed.jsonl,428a7e80,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,6014371629a1380cea04b9d968c1b7e1ba69ee746d930ad3921c9d76e83ed99a,9e913669e42c9281d8f76e4d1e2ee5a7491d56135f6ff59830934175b0de1f1d,bb5eab1e57816d9c53c2ac3ea27cb872d4590c1ca1ebe17d43887220d7a930b4,4019,5,False,False,False,2
2465,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4290fdab,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,bd72422c82602a278bc56ed6344ee875dba94f690a27f12507c00f58bccbc838,9277a5797bcbbb4e84f531efddd021cb3e6dff81f0a0f68fc5e2412f3e57e640,4919ae2102e07c37ba577475f6201274b81312890a8e1a59ba7bd9c6b124327f,282,4,False,False,False,4
2466,C:\Users\davis\Downloads\sft_reconstructed.jsonl,4292f351,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,acb1ba79ca5d7bad8751210d060dfa5c36b18ca1c9f587d2e7574aded88b884a,d8175ebe68ae21953d556304a62dcf140e85d9e2d0e8b8c6cd8c7f1e237540c0,c3aa3619d6ffc13ed674bdb653255ad94b2b2c5a3f2b3f4c818a58979daeadf3,5184,5,False,False,False,13
2467,C:\Users\davis\Downloads\sft_reconstructed.jsonl,429feb7b,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,10512457770b9d9fff8facb052628a45542c8314e554576ebd52a9bd5448b8e1,9916ae89323971671f60c78b998593ffe03686017d0ae218cc9d6abe1dd7eb01,e7283a1daeb441a6f85324a9cdab3f472749867ee30b9545877bcfabb0df91a4,322,4,False,False,False,4
2468,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42a048bd,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,a48685ac872b25cfebe946c7808fad1fa73555e45434f8c4f819887d2262d67e,e34640de7479d2b7ef6534fa85648c7ea95add692fce57e8eb2f0dc841066c02,51fb05dbb946976dd1a019565325266d91c5479643f303db2a941296a2b51b22,357,4,False,False,False,4
2469,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42abd32f,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,3348e5ccb4cb8f93cdc1e498071f9df4bdd3994e8e0ec2fe070c76b947ae5bc0,7ff72de3676dce1cd3dc6c900183ac552ecc34872ca07cc3dee4729be1a707f3,02d46e0f0f5615f397223af5558a1644db2bd18a81b0e1b1db9a17570844ab7b,218,4,False,False,False,4
2470,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42bde66c,equation_transform,rule_unknown,False,status_not_allowed,5957af7f57ef8137ee51d82aa7af664fd2029679692ed893e398bebc56da5108,db587883cf24217622f5b5626d8963a68612704486cfd2dfe976ad0aa0fd7a9f,84fab04d7233b0c2b7e2519efebe3e45c345b0734e753f0e769ff5d3bd89f9c8,1149,5,False,False,False,0
2471,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42c48e76,numeral_system,rule_found,False,non_target_family,b17e362d02fd2dc8db902d6a072e7b0ae86f8c2a1c243a2de0aee8d0f12f1fda,5c4c85d65b93780e053126c889edadd39d6878b530adbd928948e1d0d5195026,e628ccff36c9acb1026849a0f6d58729d36536a83da7b6cc00443d4de79ae01b,257,4,False,False,False,0
2472,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42cb233d,equation_transform,rule_found,False,reference_id_overlap;reference_13gram_overlap,9d77d47202bd87ad6ba2fb8dad9171811a8b08558929129a392172b19bf9913d,16a48d7dbe5ce8702ccf9b26142835dd4cc1637655d9cf117153d0d743a51ee8,1b325643d3900f31483ad4800b208ccd209aa424a7db579076708d1aeb48058b,10233,5,True,False,False,26
2473,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42d4dcf7,equation_transform,rule_found,False,reference_13gram_overlap,29418c8fd2de81d16840af77a6d9d6565e132dd2154e691d9e1c990f7d7072f4,2860710a66ef6403d594f07b1e9cb7463e226b267ef8e7fcbc268eeed1cb9bdf,f084f3fd4d0ebd9825dd3c4f8badb37976d3e011cdd7a6a9eb458db5da8daeb5,11033,5,False,False,False,1
2474,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42dd5593,text_encryption,rule_found,False,non_target_family,bf925009bed2b0a06a5976b55dbaa5bb49f24cab119fd1bd2a43bb46898c77b6,122b0fd5e03f393aaf8f50631e90241342fbd136e506048583a7663c7d0afc27,ff57211e65e7107f7448081f7d807141adadb85598a98f1a77bea6e869ca5da7,8295,5,False,False,False,0
2475,C:\Users\davis\Downloads\sft_reconstructed.jsonl,42e06571,text_encryption,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,e4056349081c7b277de4c64735efb63def5e0675f09e9b5307e85c47f1a32061,4a7cf60ac037f980491ed4504bcebb00fd8b9ec8e83c0f174c4509c5046034a1,169818f4791541aaf9642156cc585478a821156fba5874110f4264bde6ac3cbb,9429,5,True,False,False,40
