uuid,source_dataset,kg1_relevance,status,expected,prediction,proof,question_sha256
42f87ca4-7d5d-49c8-a337-0652253ce256,number_format,numeral_or_bit_support,verified_match,125623903.542,125623903.542,numeric candidate comparison,32fe459f92271d0afac0e4673e8444360eaba574e56d418842be281db5d42b19
c0c9188e-460a-45b8-b57b-2c6f61e41506,cryptarithm,equation_transform,verified_match,"C=2,E=6,K=0,N=5,O=3,Q=1,Y=8,Z=7","C=2,E=6,K=0,N=5,O=3,Q=1,Y=8,Z=7",provided mapping verifier,4b314bd5fbc03086e56b33bf0c446380428d61655c9a5dd774e498d10eea466c
d7342d77-3fad-48e2-9865-725d2f193571,bitwise_arithmetic,bit_manipulation,verified_match,0x651369b6b800,0x651369b6b800,safe integer AST,27d7927c145de7236957660651f45e22be5ca0ed53c868f04285eb6183d36989
bb326bd9-e376-4540-89da-fc0fad633397,base_conversion,numeral_or_bit_support,verified_match,3343,3343,base conversion parser,ec427bd732b78f403511446ae4c69626b20dbb7561dc78d267b591941ad2d7e8
ac28163f-f86a-4695-83df-513e27e4552d,count_bits,bit_manipulation,verified_match,17,17,binary popcount,1ac21817c665b89ccd1d7f9772ac0bcc4dc625dbfd749e978552d606b25b6bff
e3dbd97f-95fc-4af8-b62a-474faa4bc453,binary_alternation,bit_manipulation,verified_match,5,5,binary alternation swaps,f3cb49776b1d6161bd59b2afe8f3cedbf63ddf75be2b990b109fa049ec089d7c
be1db423-a67e-4b4f-acd0-d7f3a08b772a,binary_alternation,bit_manipulation,verified_match,5,5,binary alternation swaps,d721d66ec55bf99c22906f6efa5bad65820bc65ac48de5bde7582fc800cf55aa
e63804f6-07fb-4fe5-9f49-388497160824,cryptarithm,equation_transform,verified_match,"A=0,C=4,D=9,I=8,M=2,N=3,S=6,T=1,U=5","A=0,C=4,D=9,I=8,M=2,N=3,S=6,T=1,U=5",provided mapping verifier,280c582e0061ac7b6b3d56fa159cfa93c301f7f2579a6f24b85f278666dbcb81
9004666b-a4f3-4092-9673-df409a321620,base_conversion,numeral_or_bit_support,verified_match,23,23,base conversion parser,696823ca171eabc48d69f6d794cf87c5a230c02e7169a93d4e37b12049243d14
74859a61-1d8a-4535-b1e2-be9048ab697c,cryptarithm,equation_transform,verified_match,"D=3,E=6,L=5,Q=2,S=9,T=0,W=8,X=1,Y=4","D=3,E=6,L=5,Q=2,S=9,T=0,W=8,X=1,Y=4",provided mapping verifier,7af3b6d3c814a2446f3c4bbaa642567571971d8fbd2f5f801aec6ff30836edf7
26166a36-0d4e-4fdf-95f0-c771d9d09061,count_bits,bit_manipulation,verified_match,15,15,binary popcount,6543527f791bdef9a7ed85a101791cbfa08c9f15b8111627f1b63c04acd07584
75a81472-a7ae-4cd3-9c8e-467eaff4a8e6,polynomial_multiplication,equation_transform,unsupported,-287*y**5 - 518*y**4 + 4182*y**3 + 7548*y**2,,no local verifier for source,1b8860e43cf9b0aa8b0bb2cca1120450b19054033252ea91485fb798d45b9fd2
07d7a947-8a2c-48b7-b7ef-8f86435c327b,number_format,numeral_or_bit_support,verified_match,503294644.391,503294644.391,numeric candidate comparison,6f2f9c24cb4ebf54e2ecff3457b783318c4371fd38281e5474900a3e89ebfc70
f7e74275-f56c-4b35-8c58-f439ac29c367,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,99414246f556f6498eb012a9ed1033416dc44396de3ef8bfed8e0d8d29908ed1
52c9daf1-5393-46fb-a74c-effda93deab9,bitwise_arithmetic,bit_manipulation,verified_match,0x1b6bb,0x1b6bb,safe integer AST,25053d7ce7a8200c155ac40ba69f4c59496bfe7831202c22ca565da9d28d0a50
2516cb9a-0df2-4d04-bdac-a9137f052cd9,cryptarithm,equation_transform,verified_match,"A=8,B=0,C=4,E=5,G=2,L=9,M=1,Q=7","A=8,B=0,C=4,E=5,G=2,L=9,M=1,Q=7",provided mapping verifier,2974c1eecc8d36de9078a55637109cca094027a7067be870ba149e486920a74d
1feec5ed-9531-4128-9677-8f1caaab0b11,number_format,numeral_or_bit_support,verified_match,324686899.402,324686899.402,numeric candidate comparison,f7d41360c7d293f3dbbd41e3bbe34694a50af3708e15fe7e07d199d8b6e93eb6
55c8b365-108f-4fb0-ba14-e5d326109a47,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,f4616447b259dc71238cc68d2ad921e9e1f37b81b18fcb20b247d0c5c9ba0587
9d6ed6c1-d60f-4324-b3fb-43c9e5af7232,number_format,numeral_or_bit_support,verified_match,454614559.233,454614559.233,numeric candidate comparison,7f0294c87181e82a634f4612e02d565107c6b8ec3ec340c3ba1a16fef292aadb
d5cff3bc-2ad8-4adc-b51b-0cfa6ec99970,binary_alternation,bit_manipulation,verified_match,6,6,binary alternation swaps,0711e0f41aad59d5cbdcf25bf4d90f92bbcd798cc9cfdf33b28342213da3d772
bf1672b5-df26-4add-b3c6-f531770044a8,number_format,numeral_or_bit_support,verified_match,317208143.361,317208143.361000,numeric candidate comparison,e4b3880272fd0458e4e7e5cab284c0af83d1aec6cd1f4a670cde1444b9cdc190
cf004ba1-174a-4c76-a429-2384cfe27bb6,count_bits,bit_manipulation,verified_match,13,13,binary popcount,7b946b7e395c4bdac1012a00ee8b7bcdaf9d3ff0886c95e03f7bfc7ef76d6f45
b132cf39-2cb4-4e24-97cf-4ecb2c4c7a11,binary_alternation,bit_manipulation,verified_match,5,5,binary alternation swaps,dc5a08ba92f4ab3e289f97c1b9e19f12fe30c2298a6d05e68d8792e5ae308641
648910ca-dfa2-4aee-8ca4-7b7a39cf035d,bitwise_arithmetic,bit_manipulation,verified_match,0x2945,0x2945,safe integer AST,6fc428ee261daac84cccf0bab25eeb7688575bfe87f5e2a6fbdc6de511343b36
3e6ce20f-7850-4abb-bf7e-58d53d0a0eab,count_bits,bit_manipulation,verified_match,14,14,binary popcount,cbe977643c5e5b63115e579f16a7c8c76bb1f823b4958f9bec80ab14b5f5f0a5
2e961421-8059-465b-a7e2-64833a2734e7,polynomial_multiplication,equation_transform,unsupported,49200*y**7 + 337840*y**6 - 599256*y**5 - 137408*y**4 - 580920*y**3 + 1030428*y**2 + 90804*y,,no local verifier for source,59cbf905de7a1be3b00f1b202778783b16d3e9048163f800c09f7b3b7e9c9c64
d236388e-7256-4b34-abf3-d670d62dd498,number_format,numeral_or_bit_support,verified_match,929158511.0159999,929158511.016000,numeric candidate comparison,b969824f51d09457a0f51511d0e0e79ebc39064739872eeeb80040cb548052c8
036d14db-1650-472a-a35f-d394ea206662,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,35dfaed89efd31e4d80c49dce18f74a8a61b32032edbdb19a46ec16692066333
196969a5-5469-491a-80f4-6e140a8ab470,cryptarithm,equation_transform,verified_match,"A=5,D=9,E=8,J=2,N=1,Q=7,U=3,W=6,X=0,Y=4","A=5,D=9,E=8,J=2,N=1,Q=7,U=3,W=6,X=0,Y=4",provided mapping verifier,5bfd51a3b14f4decd393c05f4c3c9fe400f4563d0668030be53d8000de9f70a5
ec50d0be-2246-473d-a9d0-3918dfde971c,polynomial_multiplication,equation_transform,unsupported,1056*y**4 - 88*y**3,,no local verifier for source,6aa0b101b22501ae71e60a6f9a30afb18e871c97e2902b94b3e3440420f0289a
23ecbb9f-d059-4915-a6d9-c92539f08352,simple_equations,equation_transform,verified_match,55,55,linear equation by finite difference,7dda29cfecbeb71c117a30a295cbaa5c791af7fd63a7d1916e8185a599bd6622
72181087-0bbf-4722-98e0-73da4d363bd6,cryptarithm,equation_transform,verified_match,"E=8,F=2,H=0,I=3,Q=4,V=6","E=8,F=2,H=0,I=3,Q=4,V=6",provided mapping verifier,2779948bc7eb3d5bbd1ca3b0589eff9a10bfcec7bd5f46c10086b4a3b56d3f83
3a4cc0f7-4d13-4418-915b-2c762f0ad852,polynomial_multiplication,equation_transform,unsupported,2300*z**4 - 414*z**3 - 1610*z**2,,no local verifier for source,d95338cf4b134dda25b1bf7379a0445cd88ed03473356325f69eea217957b5ef
8875e068-79e7-43cb-9fc8-c6ae968fa0b3,polynomial_multiplication,equation_transform,unsupported,-1551*z**4 + 429*z**3 + 1175*z**2 - 3286*z + 819,,no local verifier for source,c64b7ebcee581ba5776dacacd90eca4baf21086c282df4ac82e7cb4d175be417
798623c3-7637-49ba-bf66-94c58081dbb0,number_format,numeral_or_bit_support,verified_match,888961194.674,888961194.674000,numeric candidate comparison,0263f1f95f43e9e7b5e7a32debacc0a33884e6fd740330bc472c73e12eb308b0
04baf8e8-1b0a-4d19-b982-8747453a0c72,simple_equations,equation_transform,verified_match,91,91,linear equation by finite difference,69fe7e99b932b1b0eb9e20daa771677e7f83b0f01aed06065c3bfb256ed4e6a0
7e3044b2-b0a9-4165-aa9b-70a9b4659af9,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,121eb13e6c0276c46da282efd156a4fe6f7c68a0b51d5e80a26a19db5843651b
bfda2d1d-40b1-45fc-bfbd-9ec06d51d301,cryptarithm,equation_transform,verified_match,"A=6,D=8,F=1,I=5,M=7,R=4,T=2,V=3,Y=9","A=6,D=8,F=1,I=5,M=7,R=4,T=2,V=3,Y=9",provided mapping verifier,3e43eec922d926febc0614375a324169f39e16dc01bb55bcc80af049e3bcf450
1badb7c3-53e5-4af9-a81c-f5e40f1bc938,binary_alternation,bit_manipulation,verified_match,6,6,binary alternation swaps,ce2c0ea3666407262f32e34b02fbf95ce058bdc31298436e0bd9ca278ef72f5f
d31fb98a-7713-4a19-99b9-84c6a2074f35,count_bits,bit_manipulation,verified_match,13,13,binary popcount,ae88ea52b71b8a85efd418bd6a2716afb7c6167fa4f8cf190455368b4373a842
668aec1d-5a22-4d28-b782-d75651deb0fe,binary_alternation,bit_manipulation,verified_match,3,3,binary alternation swaps,435b39e2ebdaf033d1a84fe09d429bcfc8b94b2c7c246ca0bed14cd756a5f46d
97dba499-54b9-4c38-8077-661eb4d1eb38,binary_alternation,bit_manipulation,verified_match,6,6,binary alternation swaps,e3e4f9fee460b4075d33940a3c8f7bd35e69247541bf5840398819dd6a6fd733
e6d509ff-9102-43da-b244-cb08c597ba70,polynomial_multiplication,equation_transform,unsupported,-486486*x**7 - 511038*x**6 + 326217*x**5 - 755382*x**4 + 98829*x**3 + 1102581*x**2 + 404976*x,,no local verifier for source,20b1894a27b717d20a15cb886eebc8f544d72f332a369b72efa973015f0dbd55
4f198688-e3b4-43ca-a91c-a881433ab932,polynomial_multiplication,equation_transform,unsupported,465102*x**5 + 486486*x**4 + 93177*x**3 + 97461*x**2 - 99789*x - 104377,,no local verifier for source,585322686f81ca453d92479b314ad8f376b0375338832a4a37ac1134a3a4c81c
133d5126-56dd-40b8-90e8-87eb3fec7a40,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,648a3d33133b90bd9f5f35ff5102e03f96085da0e084e5bbf3a2cc1389b91450
3e21d331-cfe2-4fcb-86c6-cfe35d0347c6,base_conversion,numeral_or_bit_support,verified_match,141,141,base conversion parser,30158010b2b7550cdeb505f4bb76a88176ea70588217959874dac435aa8dc855
800e6a9c-67b0-4570-b82f-119edff0003f,cryptarithm,equation_transform,verified_match,"D=8,E=9,N=5,Q=6,S=4,T=1,U=2","D=8,E=9,N=5,Q=6,S=4,T=1,U=2",provided mapping verifier,50cdc0e1dfffd942f2141b806c972cab04ec6f162cfa146604bbcd17af3a7ab6
e696ce05-f75c-48ec-9633-8bc71e090899,number_format,numeral_or_bit_support,verified_match,310617477.36,310617477.36,numeric candidate comparison,dd4b6ca73b91f7f0d5ecf5420cbdc2ce36c710748c0dd7d55e30ac9345b0f436
299b6391-b4cc-4cce-a00d-f4b78de5fa6f,count_bits,bit_manipulation,verified_match,16,16,binary popcount,8fb2db35661375fece954e0219959c69e21775984fd56ecf577fcbbffeb70a01
deb48624-a59a-4478-8e82-ddd42684a859,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,9fa50fe540b6aabeffb09b5932ecdd786e5cee334a162fb0d6e6a7124a8c47f9
9bf7390a-1835-46de-867a-9d35da46e539,base_conversion,numeral_or_bit_support,error,110111001,,ValueError('base conversion pattern not found'),31ed58bbc5b6d90136da764bf8a5a0ec17c1b3019d96857bf17d0bfc8031a297
1d0e9937-c72d-4fe8-89fd-3be20507a73d,polynomial_multiplication,equation_transform,unsupported,2535*y**2 - 2067*y,,no local verifier for source,148602bc889afa29203e6af21c1483818f696e0c44110acdcf9752246d29e8b9
7db2759e-1472-4c9c-9a37-dc0b3ff369f5,binary_alternation,bit_manipulation,verified_match,2,2,binary alternation swaps,b3f9c1dd8151eff9fdf44d2044d979eb8a03200048b1fad1437aa61f856e02e8
bc7d4cac-c68d-41fd-8828-c899548be4c8,simple_equations,equation_transform,verified_match,81,81,linear equation by finite difference,c79e5f005e2eec376fd1374e6e965b78959709901527e3dd9a811fa51e62c253
e52884df-f261-46a6-aeec-3b401499c07c,bitwise_arithmetic,bit_manipulation,verified_match,0x114cc,0x114cc,safe integer AST,bd5877ab69abf5506f6c320bec9a4294f264040635acb6aa0d9701a0b8ea8a7a
770ed375-78c8-477d-9962-c340701b621e,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,8ca8382168d0698afdac575a73c5364b412887e7ce547f4bd6b3603fde4772ba
0b9f6605-dd0f-473e-8055-7e60a3806287,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,6eaa263435b56a68019c2d4551b7d2ae7d2be055fcc338a78896341843b533e1
77a08c1e-df9a-41ee-83d6-2a94832d12b5,count_bits,bit_manipulation,verified_match,14,14,binary popcount,039909532db909e44ffd574f3d39e8bbc8a9a213716e695a77c96109bea42dd7
66d9380b-fb66-4804-897f-68de997eb31c,count_bits,bit_manipulation,verified_match,13,13,binary popcount,d82b6dc2a5b5a944a373c9981c3d86edc2ff1033378886ad7f01a4332bd062f4
832a5932-9d41-4e05-9777-f9924fca5fe6,base_conversion,numeral_or_bit_support,verified_match,171,171,base conversion parser,bc37fdf5212a16a1ff63ee772830a08784da80ad66344a39b681eb5990fc8080
2963f8d2-8df6-438e-8dea-b385a8dff1da,number_format,numeral_or_bit_support,verified_match,575634448.9840001,575634448.9840001,numeric candidate comparison,9d7ccf6ad7f849419de6f02ba4bc7d8979275e9771e5ba24fad0ed814d060182
781ecf51-77e8-4b6a-b5a0-e1335d1b16aa,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,d5ee4adbf5ca41e7e51bb3293fbea562abd9c95001084f3a69e7c1f1f2aca4a0
1a7a4def-86a8-46e2-a600-eea34d8b1581,base_conversion,numeral_or_bit_support,verified_match,493,493,base conversion parser,0d2c14fad90cb5612ae885243fa76e7aeb4c87131ed70e9892c237bacda04502
dcd7535c-520f-4eb5-939d-d6449f6ba605,polynomial_multiplication,equation_transform,unsupported,-175956*y**7 + 407678*y**6 + 375228*y**5 - 350902*y**4 - 11696*y**3,,no local verifier for source,6e929776f70c7dbc793a7bed0191359261ef29dbc4b3a9aa829328ebaeafe5cc
d8d49fc6-a2e4-47d8-a0a8-1c19b03fbab0,simple_equations,equation_transform,verified_match,97,97,linear equation by finite difference,2e2f222ddd5c22304ea33ce4117ceb54c67620c22fccaf94f17bd40a50c61035
130a1d9f-2734-4cbe-bdad-6a00be7ec306,binary_alternation,bit_manipulation,verified_match,2,2,binary alternation swaps,4d59fd8337cc35ffeb3eff0fbf634c056e555bee89106b6f460775db6504f36d
504d7c62-5a2a-4f94-aed4-e7b6307333c3,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,082850d49962ca31cbf15a55249268ec78da6e1da3b268c46b1e35c673e8ea16
3410bb3c-6b65-43a2-b84a-6ceccfc3d471,cryptarithm,equation_transform,verified_match,"C=5,D=2,G=0,H=9,P=4,R=1,X=7","C=5,D=2,G=0,H=9,P=4,R=1,X=7",provided mapping verifier,e2f268e971acbf6e60089d9eccab3c97021c017746bc4a3921d05ebdd4f7568b
bee27db9-45eb-460d-8ac2-d2e945c33e19,base_conversion,numeral_or_bit_support,verified_match,470,470,base conversion parser,075ba451f873a721b6dad700497af08111bdb5d66d3e9e8c8d29ad2e1ddae711
2eb32941-4973-473b-afa8-abdcc05ed789,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,406a76121ca55f52dafa2afa33e8154f8727d9d5808366052fb2d357ce2c81e7
da3ae768-ccd3-4bb3-9402-fa1868cd6bbc,polynomial_multiplication,equation_transform,unsupported,-457496*z**9 - 435501*z**7 - 1191216*z**6 - 1133946*z**4,,no local verifier for source,8da6bf0f3827ed7e0e0379e1625510894d11885328152c89146e2861e238878a
afebaf8e-2ce9-4c2f-b8b2-9f1f5b451bff,number_format,numeral_or_bit_support,verified_match,443925384.012,443925384.012,numeric candidate comparison,e90736efe537ac0e23b9b93a7e5585b91527aeb5aa601b313c9005c3cff60214
44213aa0-99ae-4190-8417-51f1e0ad400c,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,c9934df62a49f40860961c7762d5a028be9b82c737bdb6457447523b99b6f01f
50dc6992-7c1a-49db-8f65-8daf78cb47cd,simple_equations,equation_transform,verified_match,25,25,linear equation by finite difference,c872549ddd9ee8fc35749c311134d69cf56f051f26addd38daf5562ff5ce3cbc
996a9946-36d5-4e56-b635-8fef457f1cc6,number_format,numeral_or_bit_support,verified_match,999975214.677,999975214.677,numeric candidate comparison,c4682e3fad6c3de9a52bfbc58dbe5ca55d39b60bbba4c2e1007e9e201718b8ec
758a7bd8-b952-428c-ad49-3edf3a85a26a,simple_equations,equation_transform,verified_match,88,88,linear equation by finite difference,b2749473729b890fb30e277a97ddb47854acf9e1591ea576b30bd3543e707b0b
77b1e5cf-bf59-4f08-96eb-16f7d724449c,polynomial_multiplication,equation_transform,unsupported,-30780*z**6 - 138960*z**5 - 91170*z**4 - 50280*z**3 - 63690*z**2 + 374880*z,,no local verifier for source,72b335e5c00c32773e354ca9186cbd59d8b834e320f5261a6b7bdff721cbee58
1e0b53ad-8d07-4efa-9ac3-bb6cd92808d7,base_conversion,numeral_or_bit_support,verified_match,1054,1054,base conversion parser,5b7393c5c42a20da355e599290424b566c903599cf8f21066493b49d3f352db8
b9d2ccec-40d1-428a-ad8c-6f1bc59fbfe9,bitwise_arithmetic,bit_manipulation,verified_match,0x17526,0x17526,safe integer AST,67f735a599681f9db3382c5fc64e968f1135a76c831754ded7fdd969e01aa8aa
61e4b9bf-238a-4a27-b099-7da94a68296c,simple_equations,equation_transform,verified_match,63,63,linear equation by finite difference,b805504a018698f576c4d3cca6c290068a2b7c05b8b7f5cec2bb82b3d0ed2910
620215d3-49f6-49c4-aa19-e424a5cfdfe7,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,5f59f8f838f52cd9e3c521dba2cd17bdff8acc6a24c31f1a31f69e37a63ad58b
7badcbe3-6462-4273-9e99-2d5f5191bc8c,number_format,numeral_or_bit_support,verified_match,397324063.92899996,397324063.929000,numeric candidate comparison,dd3b8c7a628ebd0f2ac6f40cd6818aaa3f0039065a611b18ce9c1723428c7a73
04647706-c92b-46eb-a870-4ff4c6f82e3d,binary_alternation,bit_manipulation,verified_match,4,4,binary alternation swaps,1570138543e48c69f936fcdc2d63b5937240edffc17dbcf22a6a69c0b24fa2b5
1b31ee79-4aab-4bf9-8c96-cc884ed87b44,simple_equations,equation_transform,verified_match,12,12,linear equation by finite difference,96e2773392bc541e2fdcd13a005b7946470d27cff9a7403caa7b0cf4ebc5560b
d7437851-f2c4-44f7-809d-82c021cf319c,polynomial_multiplication,equation_transform,unsupported,3763*x**6 + 9078*x**5 - 52525*x**4 - 136170*x**3 - 58800*x**2,,no local verifier for source,fd74311fc21eb51e7ca807972af4edbd4ccf986c5befe6e24afc968122dd619f
5e98e37f-54bd-4ccd-832e-b2d9e1f66cb4,base_conversion,numeral_or_bit_support,verified_match,1220,1220,base conversion parser,bc2dcec4febc7351646ee979d62f4c19dae8fcdd26bf0ec40686c54ddbbf7779
e238b8d7-a2fd-4c53-b2e6-166bf19e7ef5,binary_alternation,bit_manipulation,verified_match,10,10,binary alternation swaps,5619f3abee8d5b0bbc07a3e9ad211137bf2ec1dec1929d5643243a4dcaf03da5
a4dcfeb5-d312-4199-ab92-6389bf4a262b,bitwise_arithmetic,bit_manipulation,verified_match,0xc8e0,0xc8e0,safe integer AST,c4130d42b260f197635a17fbc5a4df17cd03b6148cb41dcf45eb49563f4b0b27
05d601bf-0504-44e2-b71d-62b806efd720,cryptarithm,equation_transform,verified_match,"F=8,L=2,P=0,Q=3,V=4,X=1","F=8,L=2,P=0,Q=3,V=4,X=1",provided mapping verifier,a39a8eefd08471eb398ecaac50bd53775e1e60360972c236c3a1bf7f60b78efe
b403f6ff-25b1-481f-b720-2fd9afca51c2,binary_alternation,bit_manipulation,verified_match,8,8,binary alternation swaps,daa16d90d902640b03f0842887e750d2a15530434987c2ad179192f9fe2e516a
059b806b-2900-445f-ad55-494c78443428,polynomial_multiplication,equation_transform,unsupported,16200*y**5 + 8262*y**4 - 4400*y**3 + 10878*y**2 - 3564,,no local verifier for source,a56687f7424fa8625e1cc795830236d3ccb98bf549288a127366374ec6343114
a698ec93-b71c-4db5-84ed-5a8808034e31,base_conversion,numeral_or_bit_support,error,6f,,ValueError('base conversion pattern not found'),babe83ed6d11ab2d85faa88f666aff9739d03a18f6bc09172bb99aa8fbb7fcd4
0e61fd10-fce2-448d-9006-da27f741ae02,base_conversion,numeral_or_bit_support,verified_match,338,338,base conversion parser,5e86830ca030b5b1c3a98a5dcff5540793e47f2bac79b88e229377c5be76b24b
241a1893-82d3-4e13-ac5d-8257658472ba,cryptarithm,equation_transform,verified_match,"B=8,E=3,F=6,K=4,S=5,T=7","B=8,E=3,F=6,K=4,S=5,T=7",provided mapping verifier,2fad89b28c6c9272ade7ca7b149d42f8b83c6bc236b9085fa3f096cbb8f6da63
bfa912f4-a1ee-45de-87ef-8f1c55c548aa,polynomial_multiplication,equation_transform,unsupported,-816*y**6 - 1496*y**5 - 1292*y**4 - 4700*y**3 + 110*y**2 + 880*y,,no local verifier for source,9952843a42c0b9e0733a34b1a3629f4d8acb34ad4f120131d126b13e161e9c9f
78ea507a-1d38-4690-95ed-287e0b84032d,binary_alternation,bit_manipulation,verified_match,6,6,binary alternation swaps,dcfcbc639bbe6ccd18f7a39388a4925bb1152253bcdb03d27b9bdccb7336e9c0
ee90211e-d108-4efd-a3cf-7d5c53c10900,count_bits,bit_manipulation,verified_match,21,21,binary popcount,2324f08dc1b5d0686da98bd09ff95c4e3058fa70fc16730d94a9a31093780f49
468a506a-60dd-4f8b-ab9d-ea5df7bea27e,polynomial_multiplication,equation_transform,unsupported,-104390*x**8 - 326975*x**7 + 204154*x**6 + 583126*x**5 + 153886*x**4 - 287291*x**3 - 189210*x**2,,no local verifier for source,6f324a9b40ddd48861152c9cfa8c69ee58f19cd1b9bb6fa9a2c3ac0597cd15b4
69e622f1-b1b6-4778-812f-e873d7aa6908,cryptarithm,equation_transform,verified_match,"C=5,D=0,G=8,J=6,K=9,T=1,W=4,X=3,Z=7","C=5,D=0,G=8,J=6,K=9,T=1,W=4,X=3,Z=7",provided mapping verifier,741e493e1144158981faad08060fb8d2394744b72be0d770c141349528972786
6e16f52a-65b3-4506-bbda-d3fa60fdaeca,count_bits,bit_manipulation,verified_match,14,14,binary popcount,340ebaeeff97b35b0a25789d2e3baa3f6740137a219187b002635bc0c2f1d540
d617ed25-a0c7-49b3-985d-6b67e099d681,number_format,numeral_or_bit_support,verified_match,853790305.6320001,853790305.6320001,numeric candidate comparison,a1b8b26cb6b23b66ebf90b46ccb06415147d400a8d7a03756f05e5b61e1a8dbd
59c5e713-e1f5-4dec-96ba-8c94934f2a04,count_bits,bit_manipulation,verified_match,18,18,binary popcount,e32d20f8dab9b9e9336b9f776b84f2dd2b3635dd865e1eb72d57bc87c9a3e760
41b9a495-5740-4e8c-8b25-d6e41eeeb578,simple_equations,equation_transform,verified_match,41,41,linear equation by finite difference,3b9942dd0d0844be0391a854a6bdc5db6c6c6c30cc487006a9574e884731576e
e31c713d-87b6-4418-bb8e-c494cce2a7b7,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,1a8c872ea09c81d984ad9fedab03c7be6e4d6fe47831c3f88f5487b5eee10ee0
395e4f70-ebc3-42ee-90eb-96d6daaacdbd,base_conversion,numeral_or_bit_support,verified_match,32001,32001,base conversion parser,0dc4624931489fb596259843e7ef2b3058aa565048d28705ba4fec7f332776ff
841d0801-6496-49f7-b8aa-1ff251635413,base_conversion,numeral_or_bit_support,error,1011,,ValueError('base conversion pattern not found'),650745ac1eeb228671695ad47dcc41107102911f93886a1fa12518d44162f11c
2be991a7-fd9e-4932-8379-d9b2a500be55,bitwise_arithmetic,bit_manipulation,verified_match,0x85d3e48e,0x85d3e48e,safe integer AST,6fbec2093ccbf28d22a274fd713b72e6872b837c0de3dfcd8438302418e881e9
74181335-55b6-4bd5-8735-99bade050b3c,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,3b3f63bd373c7310f2f0da2c5d0b4d18fe09c48f39d5a553f34ea22d65a80f6b
0590e958-2073-4032-a374-61afb94a9e5e,count_bits,bit_manipulation,verified_match,16,16,binary popcount,8f536fb58c2894c5e8baf10ee3f3655fcff793be24dbe5692f321059b7dad724
3d6ecc62-49ba-44c9-9fdc-5dd7778a123e,simple_equations,equation_transform,verified_match,30,30,linear equation by finite difference,7f37fe0772285d1f97ae3bd20e7a474925fc0c7fa1e944c564c04d420c4a3c0e
5af0975f-bfd0-4c88-a50d-e2ef449b5fcd,bitwise_arithmetic,bit_manipulation,verified_match,-0x1b091,-0x1b091,safe integer AST,c2c04445a9f4fa0151197b9f98dc21883e2ac69cb42737ff1fdc0e026aa045d1
806c9f42-7510-483a-b5ac-97b485218bce,simple_equations,equation_transform,verified_match,78,78,linear equation by finite difference,eb4e51a9bc31ad4d63d791a12eee6e02f861d707a460fe15103700ca9ccf38a0
7702373f-38ab-4997-9442-05418c5dbdfe,polynomial_multiplication,equation_transform,unsupported,2275*y**6 - 1875*y**5 + 2730*y**3 - 2250*y**2,,no local verifier for source,b6cd891b1aefa26025505d8f2d7d08d6f6f0488534ab421d32f7d994672c280d
18e03d97-6b6e-48c6-aeb9-8e119e121018,number_format,numeral_or_bit_support,verified_match,269045158.241,269045158.241,numeric candidate comparison,67fc7440557cc7e8916a93278331e7aff8e7efe57ff1696f15ea6a5050975164
aaf997d8-2c36-4205-9d3e-ce6aeb14b045,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,9842d24f53211c80b85e4de13dcc5f9f2d1daee8a3c4dfb11a586cf30c0632e2
6ca69040-025a-44f8-af5b-4dccaf58f3ed,binary_alternation,bit_manipulation,verified_match,6,6,binary alternation swaps,47d9595a4f56f75ed45f0bc6df3ff208b90c7388bea58a06d61c0e81abb91981
8bd5bc5d-c8ac-432c-928f-bc8ef7a00271,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,2ce0bcad0a10f38937098491d0811a35697cc40f107bf6a35423701788416025
f1020d55-13b8-4857-a71e-2164c33985f0,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,b2eb13bd6a8e9f184bf49081f51f9bd17a7f599da0b901d20e7040196d96fa4c
73be1be8-6450-40d4-9d0c-d9f448d65c6b,number_format,numeral_or_bit_support,verified_match,986664539.212,986664539.212,numeric candidate comparison,0fd52c1c989f90f8aa127060c450d9eb66ce2213890b23f63badd1636bed47d5
ba685d32-09e8-41cf-8503-741ffc302539,simple_equations,equation_transform,verified_match,45,45,linear equation by finite difference,8615b5546d579fb9252780b349845cd10ef8bb018d2fef328163db51b35bb757
0c88a003-e737-4a69-bc9e-ec165930e164,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,78e6307e488c6c0f4fcf6c33a26c110f9990bb3438264e8e84d400828d0b5e87
