id,expected,stride_answer,current_answer,stride_correct,current_correct,status,default_bits,vector
23410e94,01101001,01101001,01101001,True,True,ok,0,XOR67 XOR70 I1 I2 I3 I4 I5 I6
236034b4,00100011,00100011,00100001,True,False,ok,1,XOR-NOT15 XOR-NOT26 XOR-NOT37 XOR-NOT40 XOR-NOT51 XOR-NOT62 default 1 OR01
2370909d,11101001,11100001,11000001,False,False,ok,0,AND13 AND24 AND35 AND46 I7 AND61 AND72 AND03
2395d6df,00011010,00011010,00011010,True,True,ok,0,AND-NOT37 I4 I5 I6 I7 I0 I1 I2
23f39281,01011110,01011110,01011110,True,True,ok,0,AND-NOT75 AND-NOT06 AND-NOT17 I2 I3 I4 I5 I6
24232d07,01010101,01010101,01010101,True,True,ok,0,XOR-NOT67 XOR-NOT70 NOT1 NOT2 OR-NOT03 OR-NOT14 OR-NOT25 OR-NOT36
2441e2b4,00000101,00000101,00000101,True,True,ok,0,I7 C0 C0 C0 C0 I0 I1 I2
2460c01a,10111010,10111010,10111010,True,True,ok,0,I7 C0 I0 I1 I2 I3 I4 I5
24a68f61,10010001,10010001,10010001,True,True,ok,0,I3 I4 I5 I6 I7 I0 XOR01 XOR12
24b60af3,00000010,00000010,10001010,True,False,ok,0,AND35 AND46 AND57 I0 I1 I2 I3 I4
24ef5b88,00100111,00100111,00100111,True,True,ok,0,I7 I0 I1 I2 I3 I4 I5 OR01
24f44584,11111011,11111011,11110011,True,False,ok,0,XOR-NOT57 XOR-NOT60 XOR-NOT71 NOT2 OR-NOT03 OR-NOT14 OR-NOT25 OR-NOT36
25705f72,11110000,11110000,11110000,True,True,ok,0,XOR47 XOR50 XOR61 XOR72 I3 I4 I5 I6
25764d5f,00001000,00001000,00001000,True,True,ok,0,I5 I6 I7 C0 I0 I1 I2 I3
257e7158,00001001,00001111,00000001,False,False,ok,3,XOR-NOT13 XOR-NOT24 XOR-NOT35 XOR-NOT46 default 1 default 1 default 1 OR35
25a8aeb1,00111111,00111111,00000001,True,False,ok,5,AND-NOT41 AND-NOT52 default 1 default 1 default 1 default 1 default 1 I3
26183eb8,01011110,01011110,01011110,True,True,ok,0,XOR56 XOR67 I7 I0 I1 I2 I3 I4
262e9faf,00011111,00011111,00011111,True,True,ok,0,OR-NOT73 NOT4 NOT5 NOT6 NOT7 NOT0 OR-NOT01 OR-NOT12
2630aaf8,10111110,10111110,10111110,True,True,ok,0,XOR-NOT26 XOR-NOT37 OR-NOT04 OR-NOT15 OR-NOT26 OR-NOT37 OR-NOT40 OR-NOT51
26410094,10010000,10010000,10010000,True,True,ok,0,AND61 I7 I0 I1 I2 I3 I4 I5
264b2118,00010100,00110100,00010100,False,True,ok,0,AND-NOT25 I3 I4 I5 I6 I7 I0 I1
26a70ae0,10010101,10010101,10010101,True,True,ok,0,AND61 AND72 C0 AND40 AND51 AND62 AND73 AND04
26c83e22,01011001,01111001,01011001,False,True,ok,2,I5 default 1 default 1 I2 I3 I4 I5 I6
26df9536,11101010,11101010,11101010,True,True,ok,0,I5 I6 XOR70 XOR01 XOR12 XOR23 XOR34 XOR45
26e985b5,11111111,11111111,11111111,True,True,ok,2,I1 I2 I3 I4 I5 default 1 default 1 I2
271f72f5,00000000,00000000,00000000,True,True,ok,0,I7 C0 C0 C0 C0 C0 I0 I1
2774d7a4,11110101,11110101,11110101,True,True,ok,3,I4 default 1 default 1 default 1 I3 I4 I5 I6
27c3ce54,00100000,00111110,00000000,False,False,ok,4,AND-NOT21 AND-NOT32 AND-NOT43 default 1 default 1 default 1 default 1 I1
27edb680,10101111,10101111,10101111,True,True,ok,0,I2 I3 I4 I5 OR60 OR71 OR02 OR13
2817d770,01100110,01100110,01100110,True,True,ok,0,I2 I3 OR40 OR51 OR62 OR73 OR04 OR15
2841d283,10010111,11010111,11010111,False,False,ok,0,C1 C1 OR-NOT10 OR-NOT21 OR-NOT32 OR-NOT43 OR-NOT54 OR-NOT65
287e5272,10111001,10111001,10111001,True,True,ok,0,I5 I6 OR70 OR01 OR12 OR23 OR34 OR45
288c7eca,01111111,11111111,00111111,False,False,ok,1,OR-NOT32 default 1 C1 C1 C1 C1 C1 C1
28a4db44,10011000,10011000,10011000,True,True,ok,0,I7 C0 I0 I1 I2 I3 I4 I5
28b6bc51,11011011,11011011,11011011,True,True,ok,0,I2 OR03 OR14 OR25 OR36 OR47 OR50 OR61
28bde184,00000111,00000111,00000111,True,True,ok,0,I7 C0 C0 C0 C0 I0 I1 I2
28e3bbd3,00000101,00111101,00000100,False,False,ok,3,C0 C0 default 1 default 1 default 1 I0 I1 I2
28feff8e,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 AND50 AND61 AND72 AND03 AND14
28ffe70d,11101011,11101011,11101011,True,True,ok,0,OR24 OR35 OR46 OR57 OR60 OR71 I2 I3
294557bb,01000000,01000000,01000000,True,True,ok,0,I6 I7 I0 I1 I2 I3 I4 I5
29e458d6,00010010,00010010,00010010,True,True,ok,0,AND-NOT71 AND-NOT02 AND-NOT13 AND-NOT24 AND-NOT35 AND-NOT46 AND-NOT57 I6
2a253b6c,00000111,00000111,00000100,True,False,ok,0,XOR-NOT24 XOR-NOT35 XOR-NOT46 XOR-NOT57 XOR-NOT60 XOR-NOT71 OR-NOT02 OR-NOT13
2a5d4790,11111111,11111111,11111111,True,True,ok,0,I4 OR50 OR61 OR72 OR03 OR14 OR25 OR36
2aa0fadc,11000011,11000011,11000011,True,True,ok,0,I6 I7 C0 C0 I0 I1 I2 I3
2aa6ce6a,11010001,11010001,11010001,True,True,ok,0,I7 I0 I1 XOR02 XOR13 XOR24 XOR35 XOR46
2aae1021,01000001,01000001,01000001,True,True,ok,0,I5 I6 I7 C0 C0 C0 I0 I1
2ae80ced,10100101,10100101,10100101,True,True,ok,0,XOR-NOT67 XOR-NOT70 NOT1 NOT2 OR-NOT73 OR-NOT04 OR-NOT15 OR-NOT26
2b16044a,00011111,01111111,00011111,False,True,ok,4,I3 default 1 default 1 default 1 default 1 I4 I5 I6
2b28f527,10000101,10000101,10000101,True,True,ok,0,I6 I7 C0 C0 I0 I1 I2 I3
2b3e06c9,00111111,00111111,00111111,True,True,ok,0,C0 C0 I0 I1 I2 I3 I4 I5
2b50eb88,00000111,00001111,00000111,False,True,ok,3,C0 C0 C0 C0 default 1 default 1 default 1 I0
2b636d2d,00101101,00101101,00101101,True,True,ok,0,XOR-NOT14 XOR-NOT25 XOR-NOT36 XOR-NOT47 NOT5 NOT6 NOT7 I1
2b6e391b,01001010,01001010,01001010,True,True,ok,0,I1 I2 I3 I4 I5 I6 I7 I0
2b88fafb,11010000,11010000,11010000,True,True,ok,0,I4 I5 I6 I7 I0 OR01 OR12 OR23
2bb09a3e,11001111,11001111,10001111,True,False,ok,1,XOR-NOT26 XOR-NOT37 XOR-NOT40 XOR-NOT51 XOR-NOT62 default 1 OR-NOT14 OR-NOT25
2c6cb766,11000000,11000000,11000000,True,True,ok,0,AND56 AND67 AND70 C0 C0 C0 C0 AND70
2ce41663,01100011,01111111,01110100,False,False,ok,4,XOR-NOT12 XOR-NOT23 default 1 default 1 default 1 default 1 OR-NOT47 OR-NOT50
2cf45d07,10101010,11111010,10100010,False,False,ok,4,NOT2 default 1 default 1 default 1 default 1 AND24 AND35 AND46
2d63b436,00010000,00010000,00010000,True,True,ok,0,AND25 AND36 AND47 I0 I1 I2 I3 I4
2d6922f4,10000000,10000000,10000000,True,True,ok,0,I5 I6 I7 C0 C0 C0 AND72 AND03
2d74e088,10001100,10001100,10001100,True,True,ok,0,I6 AND70 AND01 AND12 AND23 AND34 AND45 AND56
2d790c98,01111011,01111111,01100001,False,False,ok,4,XOR-NOT14 XOR-NOT25 XOR-NOT36 default 1 default 1 default 1 default 1 OR-NOT42
2dc6056a,11000001,11000001,10000001,True,False,ok,1,AND56 default 1 AND01 AND12 AND23 AND34 AND45 AND56
2dcb7ec6,10110000,10110000,10110000,True,True,ok,0,I3 I4 I5 I6 I7 I0 I1 I2
2dcfc1a3,00101000,00101000,00101000,True,True,ok,0,I1 I2 I3 I4 I5 I6 I7 I0
2e0f64b7,01110001,01110001,01110001,True,True,ok,0,XOR-NOT71 NOT2 NOT3 OR-NOT04 OR-NOT15 OR-NOT26 OR-NOT37 OR-NOT40
2e5e7fe7,01101101,01101101,01101101,True,True,ok,0,XOR-NOT57 NOT6 OR-NOT07 OR-NOT10 OR-NOT21 OR-NOT32 OR-NOT43 OR-NOT54
2ead53dc,00000101,00000101,00000101,True,True,ok,0,C0 C0 C0 C0 I0 I1 I2 I3
2f270b32,11111011,11111111,11010011,False,False,ok,3,XOR-NOT24 XOR-NOT35 default 1 OR-NOT57 default 1 default 1 OR-NOT42 OR-NOT53
2f51362d,11000110,11000110,11000110,True,True,ok,0,I6 I7 I0 OR01 OR12 OR23 OR34 OR45
2f5f8f45,01000110,01011110,00011101,False,False,ok,1,XOR-NOT36 XOR-NOT47 XOR-NOT50 C1 default 1 OR-NOT23 OR-NOT34 OR-NOT45
2f6c2b3e,00000000,00000000,00000000,True,True,ok,0,I4 I5 I6 I7 C0 C0 C0 I0
2f7f58de,00100100,00101100,00100100,False,True,ok,2,I2 I3 I4 I5 default 1 default 1 I2 I3
2fa48efe,01111010,01111110,01111010,False,True,ok,5,I2 default 1 default 1 default 1 default 1 default 1 I5 I6
2facfaa4,00111110,00111110,00111110,True,True,ok,1,I1 I2 I3 I4 I5 I6 default 1 I1
2fc9fc75,00000000,00000000,00000000,True,True,ok,0,AND34 AND45 AND56 AND67 AND70 C0 AND02 AND13
2fdaf371,10110100,10110100,10110100,True,True,ok,0,I7 C0 I0 I1 I2 I3 I4 I5
2fed9ceb,11111001,11111001,11111001,True,True,ok,0,I1 I2 OR03 OR14 OR25 OR36 OR47 OR50
302dc36e,00001101,00111111,00001101,False,True,ok,5,I1 I2 default 1 default 1 default 1 default 1 default 1 I5
303d2e72,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 C0 C0 AND70 AND01 AND12
303d3288,01000000,01000000,01000000,True,True,ok,0,I6 I7 C0 C0 C0 C0 C0 I0
304cc47b,00101010,00101110,00100010,False,False,ok,2,AND-NOT52 AND-NOT63 AND-NOT74 AND-NOT05 default 1 default 1 I3 I4
30b35adc,00100000,00100000,00100000,True,True,ok,0,I4 I5 I6 I7 C0 C0 I0 I1
30ba0cf4,01101101,01101101,01101101,True,True,ok,0,I6 I7 I0 I1 I2 I3 I4 OR50
30ce5200,00000010,00110010,00100010,False,False,ok,1,C0 C0 I6 default 1 I0 I1 I2 I3
31063a4d,00000000,00111110,00000000,False,True,ok,5,C0 C0 default 1 default 1 default 1 default 1 default 1 I0
3131bfb3,11111101,11111101,11111101,True,True,ok,0,I1 I2 I3 I4 I5 I6 OR70 OR01
314d28a0,00101000,00101000,00101000,True,True,ok,0,XOR36 XOR47 XOR50 XOR61 XOR72 I3 I4 I5
318ddaa9,00000010,00000010,00000010,True,True,ok,0,AND37 AND40 AND51 AND62 AND03 AND14 AND25 AND36
31966698,11110111,11111111,11110100,False,False,ok,3,C1 C1 default 1 default 1 default 1 NOT3 OR-NOT40 OR-NOT51
31a4c9ef,10110110,10110110,10010011,True,False,ok,0,XOR-NOT23 XOR-NOT34 XOR-NOT45 XOR-NOT56 OR-NOT76 OR-NOT17 OR-NOT20 OR-NOT31
31df43f1,11011100,11011100,11011100,True,True,ok,0,OR36 OR47 OR50 OR61 OR72 I3 I4 I5
322c6169,01100011,01000011,01000001,False,False,ok,1,AND25 default 1 I4 AND25 AND36 AND47 AND50 AND61
323b9f56,01100011,01100011,01100011,True,True,ok,0,I4 I5 I6 I7 C0 C0 I0 I1
3296c5b5,10011100,10011100,10011100,True,True,ok,0,XOR-NOT45 XOR-NOT56 XOR-NOT67 NOT7 NOT0 NOT1 NOT2 OR-NOT02
32e5fe87,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 C0 C0 C0 C0 AND70
3302f383,10110001,10111101,10110001,False,True,ok,3,I2 I3 I4 default 1 default 1 default 1 I3 I4
33519c2f,00010000,00010000,00010000,True,True,ok,0,AND36 AND47 AND50 AND61 AND72 C0 C0 AND50
3370302a,00000010,00001110,00000010,False,True,ok,3,I1 I2 I3 I4 default 1 default 1 default 1 I2
3376d8b7,00100010,00100010,00100010,True,True,ok,0,AND-NOT71 AND-NOT02 AND-NOT13 AND-NOT24 AND-NOT35 AND-NOT46 AND-NOT57 AND-NOT60
3385a400,11000111,11000111,11000111,True,True,ok,0,I7 I0 I1 I2 I3 I4 I5 I6
33910360,00000001,01111101,00000001,False,True,ok,5,I2 default 1 default 1 default 1 default 1 default 1 I5 I6
33c48893,01100101,01100101,01100101,True,True,ok,0,I7 I0 I1 I2 I3 I4 I5 I6
33e4e9ec,00110001,00101101,00000010,False,False,ok,3,XOR-NOT24 XOR-NOT35 default 1 NOT5 default 1 default 1 OR-NOT42 OR-NOT53
3400e0d5,10011101,10011101,10011101,True,True,ok,0,XOR56 XOR67 XOR70 I1 I2 I3 I4 I5
341a468c,00100101,00100101,00100101,True,True,ok,0,AND-NOT31 AND-NOT42 AND-NOT53 AND-NOT64 AND-NOT75 I0 I1 I2
343095d3,01010100,01010100,01010100,True,True,ok,0,AND-NOT14 AND-NOT25 AND-NOT36 AND-NOT47 I5 I6 I7 I0
3456da40,00001111,01001111,00001111,False,True,ok,0,AND-NOT67 AND-NOT70 I0 I1 I2 I3 I4 I5
34a31822,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 C0 C0 AND04 AND15 AND26
34a98769,01101111,01101111,01101111,True,True,ok,0,OR24 OR03 OR14 OR25 OR36 OR47 OR50 OR61
34b9db0e,01001000,01001000,01001000,True,True,ok,0,I5 I6 I7 C0 I0 I1 I2 I3
35364e9a,11111110,11111110,11111110,True,True,ok,0,C1 C1 C1 C1 C1 OR-NOT30 OR-NOT41 OR-NOT52
3564baf1,10101101,10101101,10101101,True,True,ok,0,I3 I4 I5 I6 I7 I0 I1 C1
3595c82c,10011011,10011011,10011011,True,True,ok,0,XOR-NOT14 XOR-NOT25 XOR-NOT36 XOR-NOT47 XOR-NOT50 XOR-NOT61 XOR-NOT72 I0
35dafdbc,01011000,01011000,01011000,True,True,ok,0,I3 I4 I5 I6 I7 I0 I1 I2
35e3c7c5,00000110,00000110,00000110,True,True,ok,0,XOR14 XOR25 XOR36 XOR47 XOR50 XOR61 XOR72 I3
362e9e42,00100101,00100101,00100101,True,True,ok,0,I5 I6 I7 C0 I0 I1 I2 I3
36300e18,10011101,11111101,10011101,False,True,ok,3,I4 default 1 default 1 default 1 I3 I4 I5 I6
3683a72b,00110000,00110000,00110000,True,True,ok,0,I3 I4 I5 I6 I7 C0 C0 I0
368f20dd,10000101,10001101,10000101,False,True,ok,1,I3 I4 I5 I6 default 1 I1 I2 I3
36a33623,00000000,00000110,00000000,False,True,ok,2,AND61 AND72 AND03 AND14 OR25 default 1 default 1 AND45
36aee03c,01110011,01110011,01110011,True,True,ok,0,AND-NOT73 I0 I1 I2 I3 I4 I5 I6
36e96ab0,11110101,11110101,11110101,True,True,ok,0,C1 NOT0 NOT1 NOT2 NOT3 NOT4 OR-NOT05 OR-NOT16
36f13669,00000000,00001100,00000000,False,True,ok,2,C0 C0 C0 C0 default 1 default 1 I0 I1
37664f79,10111010,10111010,10111010,True,True,ok,0,AND35 AND46 AND57 AND60 AND71 C0 AND03 AND14
3779ab78,00010110,00010110,00010110,True,True,ok,0,XOR35 XOR46 XOR57 I6 I7 I0 I1 I2
3784c8c6,10000010,10001111,10000100,False,False,ok,3,XOR-NOT13 XOR-NOT24 XOR-NOT35 XOR-NOT46 default 1 default 1 default 1 OR-NOT67
378741b0,00100010,00100010,00100010,True,True,ok,0,I4 I5 I6 I7 C0 C0 I0 I1
37a00064,00000001,00000001,00000000,True,False,ok,0,AND67 AND70 C0 C0 C0 C0 C0 AND60
37aad918,01100010,01100010,01100010,True,True,ok,0,AND-NOT14 AND-NOT25 AND-NOT36 AND-NOT47 I5 I6 I7 I0
37c94738,00000000,00000000,00000000,True,True,ok,0,C0 AND02 AND13 AND24 AND35 AND46 AND57 AND60
37cbea46,11111101,11111101,11111101,True,True,ok,1,C1 default 1 OR-NOT10 OR-NOT21 OR-NOT32 OR-NOT43 OR-NOT54 OR-NOT65
37ce4280,00000111,00000111,00000111,True,True,ok,0,AND-NOT24 AND-NOT35 AND-NOT46 AND-NOT57 I6 I7 I0 I1
37d25dd3,00110101,00110101,00110101,True,True,ok,0,I4 I5 OR60 OR71 OR02 OR13 OR24 OR35
37d81990,01111011,01111011,01111011,True,True,ok,0,OR14 OR25 OR36 OR47 I5 I6 I7 I0
3888d45c,01110101,01011101,10000101,False,False,ok,2,AND23 AND34 AND04 default 1 default 1 AND73 AND04 AND15
38fcbd0c,00000000,00000000,00000000,True,True,ok,0,AND14 AND25 AND36 AND47 C0 C0 C0 C0
3970c492,01101011,01101011,01101011,True,True,ok,0,XOR-NOT15 XOR-NOT26 XOR-NOT37 NOT4 NOT5 NOT6 OR-NOT07 OR-NOT10
3982cfc6,00101110,11111110,10100000,False,False,ok,4,OR03 default 1 default 1 default 1 OR-NOT31 default 1 OR-NOT53 OR-NOT64
39870fb9,11011001,11011001,11011001,True,True,ok,0,I1 I2 XOR03 XOR14 XOR25 XOR36 XOR47 XOR50
39d3d49f,11011101,11011101,00011001,True,False,ok,0,XOR-NOT56 XOR-NOT67 XOR-NOT70 NOT1 OR-NOT02 OR-NOT13 OR-NOT24 OR-NOT35
3a148f6a,00100111,00100111,00100110,True,False,ok,0,XOR-NOT71 XOR-NOT02 XOR-NOT13 XOR-NOT24 XOR-NOT35 XOR-NOT46 XOR-NOT57 OR-NOT06
3a1f8cf0,11000000,11000000,11000000,True,True,ok,0,I4 I5 I6 I7 C0 C0 AND02 AND13
3a3f05d5,00011101,00011101,00011101,True,True,ok,0,AND-NOT76 AND-NOT07 I1 I2 I3 I4 I5 I6
3a61d8ad,11111111,11111111,11111111,True,True,ok,0,C1 C1 C1 C1 C1 C1 C1 OR-NOT70
3a67aa26,00101110,00101110,00101110,True,True,ok,0,XOR-NOT67 XOR-NOT70 OR-NOT01 OR-NOT12 OR-NOT23 OR-NOT34 OR-NOT45 OR-NOT56
3a6a8eb9,01000000,01000100,01000100,False,False,ok,0,AND35 AND46 AND57 C0 C0 AND70 AND01 AND12
3a72f760,10101101,10101101,10101101,True,True,ok,0,OR46 OR57 I6 I7 I0 I1 I2 I3
3a7dd604,01001010,01001011,01001011,False,False,ok,0,XOR-NOT67 XOR-NOT70 NOT1 NOT2 NOT3 NOT4 NOT5 OR15
3a90fdf6,10100000,10100000,10100000,True,True,ok,0,AND25 AND36 AND47 C0 C0 C0 C0 C0
3abe72f4,01111111,01111111,10001000,True,False,ok,3,XOR-NOT72 XOR-NOT03 default 1 default 1 C1 default 1 OR-NOT45 OR-NOT56
3ace787f,11111011,11111111,11111010,False,False,ok,0,XOR-NOT36 XOR-NOT47 XOR-NOT50 XOR-NOT61 XOR-NOT72 OR02 OR13 OR24
3ad042eb,01010101,01011101,01010101,False,True,ok,2,I2 I3 I4 I5 default 1 default 1 I2 I3
3aec6985,01000100,01000100,01000100,True,True,ok,0,I5 I6 I7 I0 I1 I2 OR03 OR14
3b7dab4c,11001111,11001111,11001111,True,True,ok,1,XOR-NOT61 default 1 OR-NOT13 OR-NOT24 OR-NOT35 OR-NOT46 OR-NOT57 OR-NOT60
3b92cc78,00101001,00101001,00101001,True,True,ok,0,OR36 OR47 OR50 OR61 OR72 I3 I4 I5
3bd56850,01000100,01000100,01000100,True,True,ok,1,I2 I3 I4 I5 I6 default 1 I1 I2
3bda588a,10111111,10111111,10110100,True,False,ok,1,XOR-NOT34 XOR-NOT45 XOR-NOT56 default 1 OR-NOT17 OR-NOT20 OR-NOT31 OR-NOT42
3bdb85cf,01000100,01000100,01000100,True,True,ok,0,AND-NOT36 AND-NOT47 I5 I6 I7 I0 I1 I2
3bdda816,00000001,00000001,00000001,True,True,ok,0,I7 C0 C0 C0 C0 C0 I0 I1
3c58cf62,11111111,11111111,11111111,True,True,ok,3,I1 I2 I3 I4 default 1 default 1 default 1 I3
3c9b8e0e,00111101,00111101,00111110,True,False,ok,0,XOR-NOT47 XOR-NOT50 XOR-NOT61 XOR-NOT72 NOT3 NOT4 OR-NOT05 OR-NOT16
3cd80c64,01100100,01100100,01100100,True,True,ok,0,C0 I0 I1 I2 I3 I4 I5 I6
3cfc5f9c,01110111,01110111,01110111,True,True,ok,0,XOR-NOT34 XOR-NOT45 XOR-NOT56 XOR-NOT67 NOT7 C1 C1 C1
3d24aef4,10100101,10100101,10100101,True,True,ok,0,I3 I4 I5 I6 I7 I0 I1 XOR02
3d6df80f,00000111,00000111,00000111,True,True,ok,1,AND-NOT72 AND-NOT03 AND-NOT14 AND-NOT25 AND-NOT36 default 1 I5 I6
3d8e6b03,01111000,01111000,01111000,True,True,ok,0,OR12 OR23 OR34 OR45 OR56 OR67 OR70 I1
3d92aac9,00001111,00001111,00001111,True,True,ok,0,I3 I4 I5 I6 I7 I0 I1 I2
3dc918eb,01101111,01101111,01101111,True,True,ok,0,I4 OR50 OR61 OR72 OR03 OR14 OR25 OR36
3dcc0195,11011011,11011011,11011011,True,True,ok,0,OR23 OR34 OR45 OR56 OR67 OR70 I1 I2
3e000b40,01101100,01101100,01101100,True,True,ok,1,I5 I6 default 1 I1 I2 I3 I4 I5
3e847951,10110010,10110010,10110010,True,True,ok,0,I2 I3 I4 XOR50 XOR61 XOR72 XOR03 XOR14
3e953bd6,00100111,00100111,01100111,True,False,ok,0,XOR-NOT61 XOR-NOT72 OR-NOT03 OR-NOT14 OR-NOT25 OR-NOT36 C1 C1
3ebd80e6,00011010,00011010,00011010,True,True,ok,0,XOR-NOT57 NOT6 NOT7 NOT0 NOT1 NOT2 NOT3 I0
3ec3f1b4,10111011,10111011,10111011,True,True,ok,0,XOR-NOT26 XOR-NOT37 XOR-NOT40 XOR-NOT51 XOR-NOT62 XOR-NOT73 NOT4 OR-NOT14
3f1b05f3,11100011,11100011,11100011,True,True,ok,0,I4 I5 I6 I7 C0 C0 I0 I1
3f4f7b9b,01111111,01111111,01111111,True,True,ok,0,XOR-NOT67 NOT7 C1 C1 C1 C1 C1 C1
3f93c370,10100010,10100010,10100010,True,True,ok,0,XOR-NOT36 XOR-NOT47 XOR-NOT50 XOR-NOT61 XOR-NOT72 NOT3 OR-NOT04 OR-NOT15
3f9bd1e7,00000000,00000000,00000000,True,True,ok,0,AND25 AND36 I1 AND25 AND36 AND47 AND50 AND61
3fd617e5,00001111,00001111,00001111,True,True,ok,0,XOR-NOT67 NOT7 NOT0 NOT1 OR-NOT02 OR-NOT13 OR-NOT24 OR-NOT35
3fdc3de7,11100001,11100001,11100001,True,True,ok,0,AND34 AND45 AND56 AND67 AND70 C0 C0 AND03
3feeabea,10010010,10010010,10010010,True,True,ok,0,I4 I5 I6 I7 C0 C0 I0 I1
3ff1ae35,10101010,10101010,10101010,True,True,ok,0,XOR37 XOR40 XOR51 XOR62 XOR73 I4 I5 I6
4005e4c7,00000000,00000000,00000000,True,True,ok,0,AND56 AND67 C0 C0 C0 C0 C0 C0
400c9250,01001110,01001110,01001110,True,True,ok,0,AND-NOT64 AND-NOT75 AND-NOT06 AND-NOT17 I2 I3 I4 I5
4024acac,00000000,00000000,00000000,True,True,ok,0,AND72 AND03 AND14 AND25 AND36 AND47 C0 C0
402ea488,01010001,01010000,01010000,False,False,ok,0,AND35 AND46 AND57 AND60 AND71 C0 C0 AND34
40400f33,11110001,11011011,10001011,False,False,ok,2,OR-NOT13 default 1 I3 default 1 C1 OR-NOT60 OR-NOT71 OR-NOT62
405262aa,00000100,00000100,00000100,True,True,ok,0,C0 C0 C0 C0 AND50 AND61 AND72 AND03
4059e1a5,00000111,00000111,10000111,True,False,ok,0,XOR-NOT26 XOR-NOT37 NOT4 OR-NOT05 OR-NOT16 OR-NOT27 OR-NOT30 OR-NOT41
4099319d,01100001,01100001,01100001,True,True,ok,0,I7 I0 I1 I2 I3 I4 XOR50 XOR61
410837d0,00101101,00101101,00101101,True,True,ok,0,C0 C0 I0 I1 I2 I3 I4 I5
410a5cbd,11111100,11111100,11111100,True,True,ok,0,C1 C1 C1 C1 NOT0 NOT1 OR-NOT02 OR-NOT13
412186a6,00000111,00000111,00000111,True,True,ok,0,C0 C0 C0 C0 C0 I0 I1 I2
413086bc,10110011,10110011,10110011,True,True,ok,1,I1 I2 I3 I4 I5 I6 default 1 I1
4145ec70,11000111,11000111,11000111,True,True,ok,0,XOR-NOT56 XOR-NOT67 XOR-NOT70 NOT1 NOT2 OR-NOT03 OR-NOT14 OR-NOT25
4166067c,01110110,01110110,01110110,True,True,ok,0,NOT7 I7 I0 I1 I2 I3 I4 I5
41671d43,11011111,11111111,11011111,False,True,ok,3,I3 I4 default 1 default 1 default 1 I3 I4 I5
4195699e,01100000,01100000,01100000,True,True,ok,0,AND45 AND56 AND67 C0 C0 C0 C0 C0
41a702a8,10000101,10000101,10000101,True,True,ok,0,XOR-NOT35 XOR-NOT46 XOR-NOT57 XOR-NOT60 XOR-NOT71 NOT2 NOT3 OR01
41beb86c,01010000,01010100,01010000,False,True,ok,1,I2 I3 I4 I5 I6 default 1 I1 I2
41f574f5,10100000,10100000,10100000,True,True,ok,0,I4 I5 I6 I7 C0 C0 C0 C0
42116e6e,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 C0 C0 I7 I0 I1
42e10376,00001100,00001100,00001100,True,True,ok,0,I7 C0 C0 C0 I0 I1 I2 I3
431b5993,11010000,11010000,11010000,True,True,ok,0,AND36 AND47 AND50 AND61 AND72 C0 C0 C0
4353cd0b,00100001,00111101,00100001,False,True,ok,3,I2 I3 I4 default 1 default 1 default 1 I3 I4
43b9343e,00001011,00001011,00001011,True,True,ok,0,I7 I0 I1 I2 XOR03 XOR14 XOR25 XOR36
44471d06,00111001,00111001,00111001,True,True,ok,0,AND-NOT15 AND-NOT26 AND-NOT37 I4 I5 I6 I7 I0
44fb2f96,11001110,11111110,11010000,False,False,ok,5,XOR-NOT15 XOR-NOT26 default 1 default 1 default 1 default 1 default 1 NOT4
4510a429,11111111,11111110,11111111,False,True,ok,0,C1 C1 C1 C1 C1 C1 C1 OR45
45378f59,11000010,11000010,11000011,True,False,ok,0,I2 I3 I4 I5 I6 I7 AND02 AND13
455b6b61,00111011,00111011,00111011,True,True,ok,0,I2 I3 XOR40 XOR51 XOR62 XOR73 XOR04 XOR15
4575c0a2,10011010,10011110,10011010,False,True,ok,3,I1 I2 I3 I4 default 1 default 1 default 1 I3
45ae41c8,11011101,11111101,11001000,False,False,ok,2,XOR-NOT47 XOR-NOT50 default 1 default 1 OR-NOT23 OR-NOT34 OR-NOT45 OR-NOT56
45bc0187,00000000,00000000,00000000,True,True,ok,0,C0 C0 C0 AND70 AND01 AND12 AND23 AND34
45da0a33,11110011,11110011,11110011,True,True,ok,2,I4 I5 default 1 default 1 I2 I3 I4 I5
45dfb84f,00011101,00011101,00011101,True,True,ok,0,I2 I3 OR40 OR51 OR62 OR73 OR04 OR15
46ae00b4,11100010,11100010,11100010,True,True,ok,0,I5 I6 I7 C0 C0 AND02 AND13 AND24
46dd0f22,01010000,01010000,01010000,True,True,ok,0,I1 I2 I3 I4 I5 I6 I7 AND50
4723911c,00101010,00101010,00101010,True,True,ok,0,C0 AND02 AND13 AND24 AND35 AND46 AND57 AND60
4732c53f,01001010,01001110,01001000,False,False,ok,0,XOR-NOT57 XOR-NOT60 XOR-NOT71 NOT2 NOT3 OR-NOT74 OR-NOT05 OR-NOT16
4736daab,01000111,01000111,01000111,True,True,ok,0,I4 I5 I6 I7 C0 I0 I1 I2
