id,answer,baseline_prediction,baseline_correct,candidate_prediction,candidate_correct,already_known_v414,status,reason,proof
9aa8dc92,/#</,/#</,True,/#</,True,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0"", ""same_operator_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0""], ""top_score"": [0, 0, 0, 0]}"
c5b058d6,134,35,False,,False,True,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
b4342b90,66,66,True,,False,False,abstain,ambiguous_top_alphabet_shift,"{""reason"": ""ambiguous_top_alphabet_shift"", ""status"": ""abstain"", ""top_predictions"": [""1)0"", ""1/0"", ""160""], ""top_programs"": [""all_examples::seen_shift:2:2,ascii_shift:3:-3,sorted_shift:4:-5"", ""all_examples::seen_shift:2:2,seen_shift:1:3,sorted_shift:4:-5"", ""all_examples::seen_shift:2:2,sorted_shift:3:-3,sorted_shift:4:-5""]}"
837a6ae7,<>\>,"<:{""",False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
d0e1010b,!&&},|&$|,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
34c563c5,04`,04`,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
5a0d5d2a,341,55,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
5a9fcf68,4443,4,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
6e56b39a,-/#,&#!,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
a5f1991c,/|',!&&&,False,!?&&,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""all_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0""], ""top_score"": [-3, 0, 0, 0]}"
c7aae192,">""(","\""]",False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
e4cc7639,113,16,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
844f826c,"/""",`@>``,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
b69391b8,66,66,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
8193e7e0,??{`,#?&`,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
5bcb572e,-!#,"""{!""",False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
8c1529e1,-52,-52,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
cdec898a,<?/,>}][?,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
44398869,5913,5913,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
edf364da,$(%,::{[,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
339149c9,3,3,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
c7844441,:/$^,:/$^,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
21261dc6,-25,-25,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
4dbec546,611,611,True,6506,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 3, ""loo_passed"": 3, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 3, ""top_programs"": [""all_examples::pos:3:0,pos:4:0,pos:0:0,pos:1:0""], ""top_score"": [-3, 0, 0, 0]}"
0e009c6d,`?\!,@?`?,False,,False,False,abstain,ambiguous_top_alphabet_shift,"{""reason"": ""ambiguous_top_alphabet_shift"", ""status"": ""abstain"", ""top_predictions"": ["">#"", ""\\#""], ""top_programs"": [""all_examples::seen_shift:4:1,sorted_shift:3:2"", ""all_examples::sorted_shift:1:-1,sorted_shift:3:2""]}"
b4b73143,>\:,>!!/,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
861cb154,2271,10,False,621,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::const::6,sorted_shift:4:-2,seen_shift:4:2""], ""top_score"": [0, 1, 4, 0]}"
90feb0c5,:<],?>>>,False,?>>>,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0""], ""top_score"": [0, 0, 0, 0]}"
c541eb82,-01,-01,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
b9f1d959,:>,"$""\[""",False,"""`",False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""same_operator_examples::seen_shift:4:4,seen_shift:1:3"", ""same_operator_examples::sorted_shift:4:4,seen_shift:1:3""], ""top_score"": [0, 0, 7, 0]}"
ca5db1c0,^,"\boxed({""'|})",False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
9f1ff166,[,"""]'/",False,,False,False,abstain,ambiguous_top_alphabet_shift,"{""reason"": ""ambiguous_top_alphabet_shift"", ""status"": ""abstain"", ""top_predictions"": [""]\""}#"", ""]\""}]""], ""top_programs"": [""all_examples::pos:1:0,pos:0:0,sorted_shift:0:-1,seen_shift:2:-3"", ""all_examples::pos:1:0,pos:0:0,sorted_shift:0:-1,sorted_shift:2:-3""]}"
432b1110,%[:?,\{<?,False,\{<?,False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 4, ""loo_passed"": 4, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 4, ""top_programs"": [""all_examples::pos:0:0,pos:1:0,pos:3:0,pos:4:0""], ""top_score"": [-4, 0, 0, 0]}"
f333b67f,100,100,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
f7d26b8d,/@,[}}\,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
8e56a42e,%/<>,%/<>,True,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
20f0fac9,2976,65,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
26e48e98,){|,"""%]%{""",False,"""""%",False,False,candidate,unique_alphabet_shift_program,"{""loo_checked"": 0, ""loo_passed"": 0, ""reason"": ""unique_alphabet_shift_program"", ""status"": ""candidate"", ""support_rows"": 2, ""top_programs"": [""all_examples::seen_shift:1:3,pos:0:0,seen_shift:0:-4""], ""top_score"": [0, 0, 7, 0]}"
5501c054,[#>#,!##^,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
ea6d926a,87,37,False,,False,False,abstain,no_alphabet_shift_program,"{""reason"": ""no_alphabet_shift_program"", ""status"": ""abstain""}"
