id,original_id,split,solver_category,query,answer,prompt_sha256
v381_synth_4bfd095a_08,4bfd095a,val,arithmetic,/-^/,^%,f20eafcf08e1f94065099fef03f871737e4fc58098579be7f113371755b16195
v381_synth_4bfd095a_09,4bfd095a,train,arithmetic,<-\,-),7e303b57506fd818a8035a175097e2b194874d6ab17fcc79373d2555fa4392a4
v381_synth_4bfd095a_10,4bfd095a,train,arithmetic,/-^<,"^""",2169b4b9dbae26fca8df6e52585f65412ab56355d9fb6397c30a8d0ee302fcce
v381_synth_4bfd095a_11,4bfd095a,train,arithmetic,"<-""",-/,aa9ed4395c0b35247e5ad7b3b15992fc82c3baeb260d1218115014e22d36bb6a
v381_synth_4ed6b56f_00,4ed6b56f,val,arithmetic,:+',(',f785349bae97e138fb3518a9b3b576607f1eef71e4c4f5ff0c6b380e1a47bc86
v381_synth_4ed6b56f_01,4ed6b56f,train,arithmetic,`*',(],7d69e2b2b606f18862c6b4bc4a719559e4c678c1a6d72e326682ad49cc5c176a
v381_synth_4ed6b56f_02,4ed6b56f,val,arithmetic,"('*}""","(""`(",c3023b8317ef06d29f4dc1e403a7b5cd85fd3a2ff5ff35d343220e22ad22c74c
v381_synth_4ed6b56f_03,4ed6b56f,train,arithmetic,"(-""",(,97ea5b7121a6980fb1db0c0e6924759f6eca243cee6de9bf9be2cafa90ed55cc
v381_synth_4ed6b56f_04,4ed6b56f,train,arithmetic,":-""",:,f95ec5949c7fca28ce2c55498cdba58c08548abbef0729bb4037915497ec42f7
v381_synth_4ed6b56f_05,4ed6b56f,val,arithmetic,]->,/,73399c0156f0252bde9dbca61b5d2064084661919a79817b14d4dd494adf6959
v381_synth_4ed6b56f_06,4ed6b56f,train,arithmetic,(/-},',38bab6003b2bf9c60a2cf9b229a638557ad879a9c1c658895f78ec6bd205aaf4
v381_synth_4ed6b56f_07,4ed6b56f,train,arithmetic,!-`,`,49c6b5413f09875ef42ce56b6e6ede120890a12d66fd0845ae10edf56baeafb1
v381_synth_4ed6b56f_08,4ed6b56f,train,arithmetic,!(->,//,cae6419ef644f4177f4e129d58a53093f8e7ad6e42d1440f51cfa40f9501268f
v381_synth_4ed6b56f_09,4ed6b56f,train,arithmetic,`-},!,e34a5a9e5ad35ed40729908f17ba920aa8e5d7792bae0bd845ec151223058adb
v381_synth_4ed6b56f_10,4ed6b56f,train,arithmetic,(->!,>/,27f4fee6f64ff4486ed5d10fe2c1971eb9853cd4adfb49628b467d66ee9eb87e
v381_synth_4ed6b56f_11,4ed6b56f,train,arithmetic,"""*]",(,d7f6af51806e72bc9cba002acbf3930fed34d787b2a9ed34c67f680967f93f45
v381_synth_518deb39_00,518deb39,train,arithmetic,<+^,$,7073856096c90dcae784daf0c39788e010e92016b5013ad75eb5da4796195a48
v381_synth_518deb39_01,518deb39,train,arithmetic,>+',',7637715dae6dcd86785c28ade4ebe4a73afcc3480c8f64d95492221fb7f44108
v381_synth_518deb39_02,518deb39,train,arithmetic,"""+(",<<,44084d10e2e46471cc9add649544f7144cf9e8099f67930c65a6747d7957dcec
v381_synth_518deb39_03,518deb39,train,arithmetic,$+!,<(,0631a11d79e8e83483c85a2db03e1bbcce050d9fa7b5ca0b0e8f494b955bbd0f
v381_synth_518deb39_04,518deb39,val,arithmetic,(-(,>,1e2622932cfa3221f3b722e42279ae5b4fc37a34fc972cb6a892d404b82b263a
v381_synth_518deb39_05,518deb39,train,arithmetic,^+<,$,243c20621f2bf54733b3b15fd70d4c646bbf271d45d15a65f4f809868b781e45
v381_synth_518deb39_06,518deb39,val,arithmetic,(-!,(,10b5e22163f27658aea929eeca51db7bd1f3808c7c680cd0163b699aafe3ffe4
v381_synth_518deb39_07,518deb39,train,arithmetic,"!*""",^^,2cf24ad7dadd99e33dc9ff7c88f04e6fd40ea71cea4880f4c199322ce67839cc
v381_synth_518deb39_08,518deb39,train,arithmetic,!-',<,2a2f955b9d97703564366c5d14815457bee67aaaebd271087d9aeb4281cc3cf8
v381_synth_518deb39_09,518deb39,train,arithmetic,>-<,>,c22920189f23f86c18cca149d89a268a43b569057c66ecd29d4a21e98dfe8220
v381_synth_518deb39_10,518deb39,train,arithmetic,"""*""",$(,24b1f655a316917580c014bcf713fa555727b90f6557973c700c2d2936cc1700
v381_synth_518deb39_11,518deb39,val,arithmetic,"""+""!",\^,79f92a229a7f4676299f7bbf06345ede7ff8137c06f42cbeba8a30e35e0f9671
v381_synth_528b694b_00,528b694b,val,little_endian,^^<],^),a9793608ba2a1d3a882395d866a67e0bdb926a5a1005ea2ff686fcec3841f7e3
v381_synth_528b694b_01,528b694b,train,little_endian,@+\,""">",fa6f42e45cec2ecb56ba3e4e04fb00617f12f9fd35324e0a9230460f6a46e279
v381_synth_528b694b_02,528b694b,val,little_endian,'$<','),aae87a5e00fe84d6166098d4892a7111383ef6e2a8e08ae45b70b9597f8c1ee6
v381_synth_528b694b_03,528b694b,train,little_endian,)+^],^],cfdc66082c87a4bb51b24f61df794a4983f36af9d199419eac8a0080c0bdb422
v381_synth_528b694b_04,528b694b,train,little_endian,"""+)","""",9ab482ae6bd18e2685834a885446f5602d4039cad6543d338f510d5cc83c8d4b
v381_synth_528b694b_05,528b694b,train,little_endian,'+'],){],27130b085015cb8fef27a9c483aa2d773846f36af5f3dc1df9d2caa8636b18aa
v381_synth_528b694b_06,528b694b,train,little_endian,)+),),4b6465fe962e4181e38ff93e3e1f25b5ffe1bf5ba8b5dec2346bd60113b9d19c
v381_synth_528b694b_07,528b694b,train,little_endian,{+>,{,55e56d8036c52c13977f8ad5b186bfba5feeda2cccbe73fde04d8cb4cf31305c
v381_synth_528b694b_08,528b694b,train,little_endian,>'+$,\>,7e202fb30ee2864ab4bc8ebb8924ffb59044582c171bc2ef9e5ea2d8b27bd51c
v381_synth_528b694b_09,528b694b,train,little_endian,{<>,->,ecbbc2c9d6d3b4d9ebb54b98f47c3ec706b6767a5a7c4d87e785793fd38805a5
v381_synth_528b694b_10,528b694b,train,little_endian,)^<^,){,b82c2f45c94b9d391c95cc45132f42293d67781f94ca7f28b0899d666e937a0c
v381_synth_528b694b_11,528b694b,train,little_endian,$<{,$,1406b2f895a63ef2baf56c1030d8dc9d7229253b95ebc667ee1182403d059ad8
v381_synth_52be4988_00,52be4988,train,arithmetic,\-/,-/,cb2b5814ca3de4898839a36e5bf25bc51e654bd697804456ac006390177616f1
v381_synth_52be4988_01,52be4988,train,arithmetic,?-[,-&,9c46a66c7810f65589caa21aaf665b00f328c9ba41856a40f3d4fca29868b6fc
v381_synth_52be4988_02,52be4988,train,arithmetic,?\-`,`',66f1cb985cde72f598c58d18dafeebe149a1370b522013fc0af0aaa76633fc99
v381_synth_52be4988_03,52be4988,val,arithmetic,/+[,',0d1c06d81e4864c35db0f33499c0c5b86505bec4804def5a8aca6319a5a5bc9d
v381_synth_52be4988_04,52be4988,train,arithmetic,<\*',?||,3f332fe8dc7bbd413d9f452d46541e1abb0187a11c11b07e5dbf709cff09279e
v381_synth_52be4988_05,52be4988,val,arithmetic,[+\,[,b86c28253c66897ec9842cb886e54275c332632b3cacf927d2c7079a9c04087d
v381_synth_52be4988_06,52be4988,val,arithmetic,?*&,//,b1ce10d62d8a958b5d5c0b5b3474ff39d670f37864d128039859c0f904f65d7b
v381_synth_52be4988_07,52be4988,train,arithmetic,&+/,<,d87c92eee0dddb8fc0142c8716fb3387527b3ceb0a5a1a2caaad5c0cb62c858a
v381_synth_52be4988_08,52be4988,train,arithmetic,\*\,-/,cfad3f26126f3ee1d3071804d724c734519a08a4138f3c2c9ee7e4e11898ab45
v381_synth_52be4988_09,52be4988,val,arithmetic,`*',/<,3da50e863688afc04eb6a32a94899226234c12552ee0225093c3fc3696bdd404
v381_synth_52be4988_10,52be4988,train,arithmetic,&*/,?,9a72c714f34b66b55d35ccc23e3d24d9a56bdd15f11d3be0ad8a2acef2f73e46
v381_synth_52be4988_11,52be4988,val,arithmetic,<+',/?,130c93b017804655f2a943820e159b68de37e14b1bd0022295499f710ec9419f
v381_synth_5501c054_00,5501c054,train,arithmetic,>{>,&,50d3de8df6a9cdc00548baa8cb8e875f5107977e4bc934724db6105b51fed9c0
v381_synth_5501c054_01,5501c054,val,arithmetic,")[{!""",)[,68d2e853fc19d01a35c27d0383f731425a60d49085ebb8652911ba9ee9c76593
v381_synth_5501c054_02,5501c054,train,arithmetic,"""{!",\,190396f8245463a570ff89680f534c0b55aab6a493ab824d17b3655b4b85dd31
v381_synth_5501c054_03,5501c054,val,arithmetic,\#{>),\!,f868d8194098ac219d7d7b36ccd29f66f72ebde8ba88180d39c70ae5c1412436
v381_synth_5501c054_04,5501c054,train,arithmetic,&[{[,&,afdee7ff7084b3665c491bdc3bce4b3e33b479b01881dea3c43fda88fad85cfe
v381_synth_5501c054_05,5501c054,val,arithmetic,"""{!^",>),c875f2eae30107fb704143d082105b6c22bce1380482b10dbcc7a9dfbda029ed
v381_synth_5501c054_06,5501c054,train,arithmetic,^}\,),13c4ca32fc63b872a81ecc831d3887774fa08f1d34a15c75ab4c9c6fd1d25d09
v381_synth_5501c054_07,5501c054,val,arithmetic,"\$""",^!,a2cd48139f097a86da2b24071251e85c2cc99a8638e73b3e7ceefe06adb4e818
v381_synth_5501c054_08,5501c054,val,arithmetic,&$'),&,d0768e91b2201dedc8d3c9a394d4e4954c1f9a4509b7609ce0b31bb4dee3d727
v381_synth_5501c054_09,5501c054,val,arithmetic,")&}""",")""",6fa3f89863d55965cabdb9a89bd198bdcc5c059982f82f2f53f862e98861833e
v381_synth_5501c054_10,5501c054,train,arithmetic,#{>,\,c5904b5572e10c5cccd54355272e23c816785e70d071e89f9c52ede9ab4fbee0
v381_synth_5501c054_11,5501c054,train,arithmetic,^^{!,>,c30f0b12d191acb920180b48b255a79aaa0f75f27dd63f2a5a65f8b4986ee757
v381_synth_57712d01_00,57712d01,train,arithmetic,{<*',${,5f09a4d040ac341064b6b908f5dd38786880f323cf10802ea7d3a83986d3af81
v381_synth_57712d01_01,57712d01,train,arithmetic,$*$,"!""",619ef669d52a552dc03824e9dc1ff318eefcb281cf49fbbc20f302a0d3fbb078
v381_synth_57712d01_02,57712d01,train,arithmetic,'*/,{(,5b8b91100001da62b8268d0bac21a37d71659e98cfeb951c69cdd94326e76991
v381_synth_57712d01_03,57712d01,val,arithmetic,{-<,"-""",377890897ed968ddea98d8232fbc21bf470e29fae812952ac7bdcc68fb5eaaf8
v381_synth_57712d01_04,57712d01,train,arithmetic,'*$,<?,5f9d1aada6743c535e546c56263e9a8b287cb3c9d251efb1c10d4f576c9298b5
v381_synth_57712d01_05,57712d01,train,arithmetic,"""+(",(,5453e4502501e0f10db8ea9a79cdbf88dc03b09fb8d7328293548aeef484dc81
v381_synth_57712d01_06,57712d01,train,arithmetic,<?+',<$,05775b59ad170b13b763b42d41df8959bbb5ae9fa7866c5907b3dd3303435680
v381_synth_57712d01_07,57712d01,train,arithmetic,"!{*""",!{,09ca93f2429d3012d20b5f73f68eeae4eba6c3e871be3dd589e149b5ce6aaed5
v381_synth_57712d01_08,57712d01,train,arithmetic,`*{,"""'",b885bb8c697be140d559156396e9e16a29db7405257c3e0b63fcfbf508b6a526
v381_synth_57712d01_09,57712d01,train,arithmetic,<*/,"""/",90e7c827c769392fe9ac89ff7f954071df88683333bba8183a4d16ec31f7109b
v381_synth_57712d01_10,57712d01,train,arithmetic,"""-/",-',577ee3d41b8bc5a50f57e9ab2e5d5c3b4f5f95800a305fea51ec34d0eb75a269
v381_synth_57712d01_11,57712d01,val,arithmetic,!*$,`{,9e7dac790be4630a1ce0dd724f71275f66b854ef233ed8b8d5375af826088271
v381_synth_57f6878e_00,57f6878e,train,little_endian,/<:,{{,28404af6242bf1eba82990dfacbb7c2514df7994872213e47d445dd79bf65a69
v381_synth_57f6878e_01,57f6878e,train,little_endian,(<{,{^,264d87157751a836a3cd2cce7e6f303768a22114b002b4c55175bc4429813c0e
v381_synth_57f6878e_02,57f6878e,val,little_endian,/<$,{^,f2bbea45d6c22864f05d71e92e31bb1d7b90366b1e1f69028c9f19171b6d784e
v381_synth_57f6878e_03,57f6878e,train,little_endian,$&%,$,d7202e1710f2aa4e903b9d9ed7ea33810c6e6cc0d93d39013fd67fc8bec1b87d
v381_synth_57f6878e_04,57f6878e,train,little_endian,{<{,@,f6480d4b4a1a90697b43b5ee0a88b061dbe75240442eb12a600580edd51ecaf2
v381_synth_57f6878e_05,57f6878e,train,little_endian,(<(,{%,0fa5f6f0c44078fb83b93c4cc447753a19bcfd19cabd029e40628bedf9dbd946
v381_synth_57f6878e_06,57f6878e,train,little_endian,)<@,(,0adb4cfec5f6a2b58db616f394ea844b7a99c55e81f39ba6973e23a0b67cbc7a
v381_synth_57f6878e_07,57f6878e,train,little_endian,@<^{,|,2ade41f8915dbb8d0e576c4d5f2e31917ec0b19a050b1fdaba79575dd932d2dd
v381_synth_57f6878e_08,57f6878e,train,little_endian,|^&^),@|,852d4cc6f394693a5985ed249d5807a892c7232d6072ed77385a4dff391106a2
v381_synth_57f6878e_09,57f6878e,train,little_endian,)&),^,2695447e45c9ced4cccd56bab5501c4d0cf80bee1634450908575d804b12a6cf
v381_synth_57f6878e_10,57f6878e,train,little_endian,/<@,%,dd1f3d521aa1a5f6ea959cabfe54ab98bae930657072bf114e345bfaa198c37a
v381_synth_57f6878e_11,57f6878e,val,little_endian,/&),{,61b25b60125e31b0aa04d5801b218d1b33f15ab0db5a25a5167d053af2deab91
v381_synth_58c099d2_00,58c099d2,train,arithmetic,`&+#,^`,4c28aa24ec17a034f07cb7450e0d7ab4adc364921c89808d8f9473bba951dd41
v381_synth_58c099d2_01,58c099d2,train,arithmetic,|-],`,e1bf8d1aad339db75b0a44a79d1764593d20f0655e05e23529f72ce65575124f
v381_synth_58c099d2_02,58c099d2,train,arithmetic,]+|,)),393d1d99226613a3f67f0f9377a134123330bca9d7a63c734035481b7b5c2e55
v381_synth_58c099d2_03,58c099d2,train,arithmetic,`+`,^,f484876c9b169045060a9b068841f62dd9a9dcbd6b7b6b298bab238e88f0583b
v381_synth_58c099d2_04,58c099d2,train,arithmetic,\+|,)`,cbc6735c03ae26413dfb98ef46f9eb8068caa3ce0f954835b13125411fe21088
v381_synth_58c099d2_05,58c099d2,train,arithmetic,##-!,##,922d36ef86bcb1cba27a2f56f310526e933512cb16d82f4e1c2e29c9890e01a7
v381_synth_58c099d2_06,58c099d2,train,arithmetic,\+&,)#,61b3277e60addbbdb4f675406925f1883abaf7b7481cd2661eedc4c3194b80c7
v381_synth_58c099d2_07,58c099d2,train,arithmetic,)+],],6f16fca7522480923a60d16b6734182e2559281f7941a12ea3baddf26275d1ae
v381_synth_58c099d2_08,58c099d2,train,arithmetic,`-|,-],eb9d81656e7e82da99e34445b532a39454a6ff0052e6992060970e815496ca47
v381_synth_58c099d2_09,58c099d2,train,arithmetic,&-!,&,2c92cb359a69e0696ad54c3e1cb0c580a6b5fd8550f17e7373c9957a15eabd73
v381_synth_58c099d2_10,58c099d2,train,arithmetic,#+|,)!,ba4037b59f95867422838abc0ceb66bb0a50028d0c5d2a644c9b2b0852b1c38f
v381_synth_58c099d2_11,58c099d2,train,arithmetic,\+)],`!,8108325c63cf168afdf30b5517717f7cbe0c81fd26d0253fa9b7088b1c22dbc4
v381_synth_59733f94_00,59733f94,train,little_endian,${*},:${,bfd0185f03665d065d2692de4071d39b0f707cb9c9128b1fb98f912c2ee5f477
v381_synth_59733f94_01,59733f94,train,little_endian,}-/,?,eab85fb80e0cdc9dfa799e72c0fac41e171661c467db5dc77677de92b201beb7
v381_synth_59733f94_02,59733f94,train,little_endian,:{*#/,>}>{,cc4b648866e9d51e2471c49f4e63721672b70ce7f8ec318d940d11c9b1e33db6
v381_synth_59733f94_03,59733f94,train,little_endian,^->,?,579e1b3d87a5b44f363a283767c83b6a3ab7f1cc938c75b879901f08d961b4af
v381_synth_59733f94_04,59733f94,val,little_endian,{{*},{,8da1d8e65b335bf948e86620d691455e952cacf665217129344b81c967652fd0
v381_synth_59733f94_05,59733f94,val,little_endian,#-[,?,08fd1c4b23238bd0898796c42f341ce18666576fe87ff3bc2ea9bdebcf2f7f86
v381_synth_59733f94_06,59733f94,train,little_endian,:*#,>^,b15a51871ccd8ad57dbd067a0d4b173e826786f5cbd97b8abb1782c266efec50
v381_synth_59733f94_07,59733f94,train,little_endian,^-?,>,a8878d4d64bd914e9ae4fc8ed0f4ebd08f6567b97a82d2b6cb50f4921219a255
v381_synth_59733f94_08,59733f94,train,little_endian,>-},-#,931ea79e6f0b754b73d87271eb8f5d0546d050dc3f7b1aa172af35bf63438f3b
v381_synth_59733f94_09,59733f94,train,little_endian,[#-#{,-$/,702a0078e7466c50da01ff656b2012d9e8c39e3447e2b834da2d526cfa2a6b7a
v381_synth_59733f94_10,59733f94,train,little_endian,^-/,$,01f2109761cbf0db795b2f661810c15aca49978d190ee6904bdbb91360ee31a8
v381_synth_59733f94_11,59733f94,train,little_endian,/-^,-$,5eaa370ce86f64cd9e6b7a8fbbde8ff05a3e6c5c8b5b3227043096508f09c7cf
v381_synth_5b2523e6_00,5b2523e6,train,arithmetic,<->,',18d4695c9a4eb1d085cc5935caa0e4e1ebc61cb34ddb1ad76879927ce31569f5
v381_synth_5b2523e6_01,5b2523e6,train,arithmetic,:*?,'>,b2d0827146f09c9459b269143079a1637720c282ad0b31f9cac636421bfac722
v381_synth_5b2523e6_02,5b2523e6,train,arithmetic,\-:<,:',3be76a48fb22be94220630c12799966a93e006530f2cf3db1b8e654b5bc9da03
v381_synth_5b2523e6_03,5b2523e6,train,arithmetic,:-\,&,e3cf09bdf956779d5cc466c04207934367393f74b193b2812d777f81396b5eb9
v381_synth_5b2523e6_04,5b2523e6,train,arithmetic,$<+\<,'?:,7b8bb322468ee12fbab64ae4056913a051b5a296f5fef9f26454b99b9b8ad507
v381_synth_5b2523e6_05,5b2523e6,train,arithmetic,$*$,!:,acc97af70608a617cab39df093e6f316a3c98519a64d0f46b5681dafece85c52
v381_synth_5b2523e6_06,5b2523e6,train,arithmetic,)+?,!,692d88311367282e8c0c8080dbd5ce019bea43a157f071b7fa3a56379fc3edf3
v381_synth_5b2523e6_07,5b2523e6,train,arithmetic,'?+$,'>,f5e6a5f0d9305b4c13f4b151f0cac997b6cd0bbc938c91d3f18a7b7862605c72
v381_synth_5b2523e6_08,5b2523e6,train,arithmetic,$*\,?',72f04482279b19f1881bb31e2d72113a5c8b71399d6e2c6ccbdc586e26185ed1
v381_synth_5b2523e6_09,5b2523e6,val,arithmetic,<+:,'&,2712f64cd5ffd86bac75ffd8f0b9207e43e8ba22b705b9c0f1411afd9257869c
v381_synth_5b2523e6_10,5b2523e6,train,arithmetic,!*:,'?,6cb58db4c05d72eeb9452926c864c84316e66f83dbef335760f847c9b75e8c69
v381_synth_5b2523e6_11,5b2523e6,train,arithmetic,?*&,\,c9e765b9369623d6623dcdbc64408b9397e818a29c2ea647d2b7d520e14e9eb3
v381_synth_5bcb572e_00,5bcb572e,val,little_endian,[[-#,[{,ec40376f3b129c66c03b92b937dcb17c2cdc3fcb23b3bd3577f50b09ddcc41d7
v381_synth_5bcb572e_01,5bcb572e,train,little_endian,!-{,[,20f382a00b44c05b0ff499af78f7b188cf5220740b44fc61176ddd9ef00885fa
v381_synth_5bcb572e_02,5bcb572e,train,little_endian,(+!,{!,ed90504fae66b81fb96ee1f20642162b20c98f5401965e787d4dec7fce0d924d
v381_synth_5bcb572e_03,5bcb572e,train,little_endian,!+[,],8f85e0462dbea0f862826dde0137028ce8c93288e2069bbff978cda16446fb6f
v381_synth_5bcb572e_04,5bcb572e,train,little_endian,#*/,/,0c6419cd05acd09015c341bbf8ecbbca344b0bf5a5e9ccb0a074007a0ae4f596
v381_synth_5bcb572e_05,5bcb572e,train,little_endian,[*/,/,121283a7b3a64845881cc8b60027d8bb78da01961dabe49901c0fc99cf2e6278
v381_synth_5bcb572e_06,5bcb572e,val,little_endian,"""-[",!,aee95ff95e4a480f4f4ae3455a3575525db0a3701fd165101a1308f032de3041
v381_synth_5bcb572e_07,5bcb572e,val,little_endian,]-!,!,e4277bb061ca4d0aeae170b450a6943a6ad91e93883fdd030a4ca9200e1a603b
v381_synth_5bcb572e_08,5bcb572e,val,little_endian,]-),[,bbdf55f81a9ed49e35f37fd99a301d9a1a2ea4f31edddecce8e5eed689444dbf
v381_synth_5bcb572e_09,5bcb572e,val,little_endian,/*!,/,3bd3bfce59b88b9f6b39f93b482d328df85575a9d5186256c387d2721cf9bf07
v381_synth_5bcb572e_10,5bcb572e,train,little_endian,/-[#,-[#,5331e13969a17edca44ee9143dba9463955573156990c4656876032aa18b4755
v381_synth_5bcb572e_11,5bcb572e,train,little_endian,"""*/",/,713704f30428ec96d55fea1bebf0b235d590abf300fd1c2b30497ec56cfa7b6e
v381_synth_5f9f0ed7_00,5f9f0ed7,train,little_endian,>}-`,`>,0ebec2965aa6c708c8a9743e6882893da1a1dc0883d5c84deb4cc77723ab1110
v381_synth_5f9f0ed7_01,5f9f0ed7,val,little_endian,]-@,],5fd9c6d436bc55f1eb20f0d6917ae60ea84023d46b63b4a4c50c26bc60aa6561
v381_synth_5f9f0ed7_02,5f9f0ed7,train,little_endian,!-!|,-!`,a72cc388f93bf7844732a12b840d453662ec3b00efb70a80ec860dd0362bee06
v381_synth_5f9f0ed7_03,5f9f0ed7,train,little_endian,}-],-},758b82c1b112c49ec32c220d61b13ff440c16ec037c2ddb9cb43d18ab032c231
v381_synth_5f9f0ed7_04,5f9f0ed7,train,little_endian,}->,-`,c9d624dbbfc005cb5d606cf8da5c9e6f547719413f309e0a25c1ea0b6456a105
v381_synth_5f9f0ed7_05,5f9f0ed7,train,little_endian,/+>,}[,b6281a5b72d7d466dba580c373229e2c6ef80c0854d7c8ca655ed2bd64afdfe5
v381_synth_5f9f0ed7_06,5f9f0ed7,train,little_endian,[@+!],/],64018ab1b3a5c2f4ab54ed3dc036e833c88a398ad12a5708b5b2369931aa4ab8
v381_synth_5f9f0ed7_07,5f9f0ed7,val,little_endian,>-},`,cec59a73693f305aa0af51fde56bf03dfc2df09a42df5022c17b1c885770acd4
v381_synth_5f9f0ed7_08,5f9f0ed7,train,little_endian,[-|,->,e5838492e4c67da6afc6b2ccc2ac90ed9d1ffbcae4b43dfd4b68607647ba14ef
v381_synth_5f9f0ed7_09,5f9f0ed7,train,little_endian,!*[,}[,84318c0e6a0d7dd0336a7d14e8ae63cd60a376f1944a4ed6e7de3e083c3d129c
v381_synth_5f9f0ed7_10,5f9f0ed7,train,little_endian,`+>,}},ca8ec64770e527fcba3fface96a95f1de17d35068c913b56369cc6efc972729f
v381_synth_5f9f0ed7_11,5f9f0ed7,train,little_endian,[*>,}|,ebd8c7fd935164f5b4fdef4d59e80e88635b82038bc6aee04966fe059abc5e50
v381_synth_61557701_00,61557701,train,arithmetic,{-',(,cf56300369d90dc357b897891f796cce33dbf28eae210089b605d620224ea205
v381_synth_61557701_01,61557701,val,arithmetic,:+&,(),0ca3e262ea8b768b83ba14733e951942157382614b500bd43e2a72029ee8c162
v381_synth_61557701_02,61557701,train,arithmetic,"|+""$",""":",c73136141dfa45b5ea8f46c6f3aa6cf71f3edd1babbdad4c81d624e0a110fa6c
v381_synth_61557701_03,61557701,train,arithmetic,)+(,),944d6f6081940a80313675f47e1b9c6fa67d841374a9488825f68c4a09fe67e0
v381_synth_61557701_04,61557701,train,arithmetic,'-{,-(,1a21b6ac6845b6d67226a886212b261559f541cd9c639eeca3743a4c9d075bfe
v381_synth_61557701_05,61557701,train,arithmetic,"""(+{}",&},475ed1bd18769ecc9beacece0f7398f3db9fb351c2d2983c896f22421b6e24ab
v381_synth_61557701_06,61557701,train,arithmetic,|-),(,9ff4e8656bd7d2f5b5bf53b37ba126902dc8517b697922d6efadffe82cf1d0a2
v381_synth_61557701_07,61557701,train,arithmetic,}&+|,"(""",b85545ca8e7e9dfe099a545fc0b489367c6d0a85bde14ef0439d839b4c6c29e6
v381_synth_61557701_08,61557701,val,arithmetic,::-(,:|,8866d4b5ebec9a8b8438593d4d6b465cb94ad4b0e8fc3826582172f3ddf07e74
v381_synth_61557701_09,61557701,val,arithmetic,{+),&,9bc5cf3da567f970c42556f4a594ada4ec7f8a5ac34dd2b4abbec282853f6ab0
v381_synth_61557701_10,61557701,train,arithmetic,)+$,|,2053021df61c6dd1ac965fd813d0e6ee266b14cb403f27624b6188699cb82be2
v381_synth_61557701_11,61557701,val,arithmetic,}-(,-(,63f3822aea5e877b3e602bb950208939fd7c2bbb1e8a132db2e0ffda2b0eda7a
v381_synth_638f93ca_00,638f93ca,train,arithmetic,#*@,$?,ad7ef95e96a845aa44218562dac52397e240aeb84f2ec90f43a8ed4efa15c9a8
v381_synth_638f93ca_01,638f93ca,train,arithmetic,'*],<@,c97cfb20fb48b7a263312dd6d6c3576af6d0e20d2ff52a765ed0d2fb669f649a
v381_synth_638f93ca_02,638f93ca,train,arithmetic,/-?,#,7d5ef9baa0765484c0e21ae1380ff0536e08bfbfee0439fba803008f8322016a
v381_synth_638f93ca_03,638f93ca,train,arithmetic,?*<,],a55dd4a42b4c706781a1213782e2d63873c2c0580b5c78e84a6cd43c5cf38d83
v381_synth_638f93ca_04,638f93ca,train,arithmetic,#*`,?,04d0853fd4462134cb5ef448f19a8551324b7adab8d643649bf1695a6aeea7db
v381_synth_638f93ca_05,638f93ca,train,arithmetic,`*@,?,1d4064d25a1ced8edd314f76a74174d51c47360253a8a03297c731dca9f72822
v381_synth_638f93ca_06,638f93ca,train,arithmetic,`->,>,4df17aace4934f47e7b8bacedc870bb46822591e5606c377c3104c5139883d2d
v381_synth_638f93ca_07,638f93ca,train,arithmetic,#-',$,a3c74c90fc7bfa6cf3eb7ada74f892016ea160f0baafeb68742267771daa8ad3
v381_synth_638f93ca_08,638f93ca,val,arithmetic,$*',]>,418134a3648908a06a21ccbc5bb1b8c93ddc9519d0b57f77d142ca924687f957
v381_synth_638f93ca_09,638f93ca,val,arithmetic,]*<,>,a04d23d1ba1dda05a0f35a208d3a3b579543952acb381ca34f82d051b0c94bc7
v381_synth_638f93ca_10,638f93ca,train,arithmetic,`-?,?,396c7c9be2009790fa572bfe7dfac8e199f759543b4ad7f5d714c690f6638211
v381_synth_638f93ca_11,638f93ca,train,arithmetic,#-#,`,1f054e7f8042bbeaa2b8a7553599b7f9420b04de7dbecd94bf12fdba2f12eb88
v381_synth_6cc5dafb_00,6cc5dafb,train,arithmetic,"%!""","""",662c0ad6f9800f3b3b2d6f6a1fa9f1f0593346df887908f3c4c6a8707f007b14
v381_synth_6cc5dafb_01,6cc5dafb,train,arithmetic,^^!#,^),2f1c69db0f7313815b2e9b0a59115a3289aaae136c1e17c425314863a451c92b
v381_synth_6cc5dafb_02,6cc5dafb,train,arithmetic,)!#,"""%",f1e2f072a540756b6bff206ce1b4b7a60ad5cbe8813b2aa16fcef8dc315e3d16
v381_synth_6cc5dafb_03,6cc5dafb,train,arithmetic,#!),"""%",60db9ac534ddcd896b2388f5d23c485fa24fcd32364a85535d05a7987b6510d0
v381_synth_6cc5dafb_04,6cc5dafb,train,arithmetic,">)-""",>(,bfcdd299caca486d958cf6103a324c9046f59b1e41729caa58df8430ff02075e
v381_synth_6cc5dafb_05,6cc5dafb,train,arithmetic,>-%,>,744e1510e8048525970dd8d5ecc99bb2ef2144bfae841c91b80087c07e1991c0
v381_synth_6cc5dafb_06,6cc5dafb,val,arithmetic,(\#,"""]",f9af6795957154446a143c0976cf955e7c406ca67b950791e1eee6063b13d49b
v381_synth_6cc5dafb_07,6cc5dafb,train,arithmetic,"&\'""",^'&,d54078351b4592fc503983c867260bc9c58b0400b5953effa900f766f6c2523e
